Cluster,Max_spout,Spliters,Counters,Throughput+,Latency-,d2h
0,21293.25,5.0,9.39,38454.36,362.97,0.686
1,21093.77,3.0,9.86,43508.27,343.22,0.6
2,16455.35,4.0,8.97,41685.44,558.59,0.631
3,18777.79,2.0,9.52,46548.49,2045.28,0.549
4,22452.51,1.0,9.4,48006.37,3441.6,0.525
5,22028.76,6.0,9.51,37178.14,268.82,0.707
6,1000000.0,4.0,9.5,52588.5,835.25,0.447
7,1000000.0,4.0,3.5,45433.0,5366.25,0.57
8,1000000.0,5.0,14.5,54118.62,855.17,0.421
9,1000000.0,6.0,2.0,51134.0,2451.05,0.472
10,1000000.0,3.0,16.5,57155.25,845.76,0.37
11,1000000.0,2.0,14.0,79064.33,14679.51,0.143
12,1000000.0,6.0,14.5,48269.75,521.16,0.52
13,1000000.0,3.0,3.0,56560.0,6793.38,0.385
14,1000000.0,3.0,11.0,57714.33,796.02,0.36
15,1000000.0,2.0,6.0,67981.2,52082.2,0.548
16,1000000.0,1.0,4.0,64925.0,71381.0,0.746
