Cluster,Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-,d2h
0,1.0,28.25,5.5,6.0,6.0,77.5,6787.76,29.27,0.57
1,3.0,202.17,2.67,1.0,3.0,55.0,11916.43,397.05,0.46
2,3.0,4.33,1.0,6.0,1.0,1000.0,8807.73,16.53,0.53
3,1.0,51.62,4.0,2.0,3.0,55.0,9497.94,40.24,0.51
4,3.0,263.38,3.25,1.0,12.0,66.25,10205.76,542.88,0.5
5,1.0,337.33,2.67,3.0,1.0,1000.0,7464.87,385.83,0.56
6,3.0,265.63,3.75,6.0,6.0,55.0,15103.05,507.88,0.4
7,1.0,236.33,4.89,1.0,3.0,60.0,8018.9,173.76,0.54
8,1.0,752.5,1.75,3.0,3.0,100.0,15496.5,490.9,0.39
9,1.0,10000.0,4.25,1.0,6.0,55.0,22054.25,5609.73,0.27
10,3.0,50.75,100.0,3.0,3.0,55.0,7355.59,161.11,0.56
11,3.0,22.8,4.8,6.0,3.0,1000.0,10145.32,53.81,0.5
12,3.0,26.0,3.5,2.0,6.0,55.0,7979.85,66.69,0.55
13,3.0,337.33,10.0,6.0,3.0,10.0,14499.97,696.09,0.41
14,3.0,275.75,6.5,2.0,6.0,1000.0,12124.03,411.5,0.46
15,1.0,7.33,1.0,3.0,6.0,70.0,10692.8,6.63,0.49
16,3.0,260.2,2.2,3.0,1.0,28.0,7444.86,2994.65,0.56
17,3.0,402.08,4.85,1.0,1.0,44.62,6605.42,2378.28,0.57
18,1.0,330.29,4.14,2.0,1.0,48.57,7737.04,385.45,0.55
19,1.0,217.17,2.33,1.0,1.0,70.0,7037.68,223.81,0.56
20,1.0,248.11,2.0,6.0,12.0,1000.0,12121.91,134.01,0.46
21,3.0,253.25,100.0,6.0,6.0,55.0,8389.18,368.09,0.54
22,3.0,5.75,6.0,3.0,3.0,55.0,11141.33,14.0,0.48
23,3.0,42.4,3.4,1.0,1.0,1000.0,7258.12,164.92,0.56
24,1.0,37.0,5.33,6.0,3.0,1000.0,8436.23,33.11,0.54
25,3.0,222.6,4.0,1.0,6.0,46.0,11265.64,421.22,0.48
26,1.0,34.33,1.67,6.0,1.0,40.0,4691.67,43.73,0.61
27,3.0,388.25,4.13,2.0,1.0,88.75,5284.88,3044.47,0.6
28,3.0,458.71,3.29,3.0,12.0,48.57,20624.94,769.02,0.29
29,1.0,5.75,1.75,6.0,6.0,1000.0,8408.05,6.44,0.54
30,1.0,217.33,4.33,6.0,3.0,85.0,10470.67,155.47,0.49
31,1.0,602.2,3.4,1.0,12.0,1000.0,13262.92,369.64,0.44
32,1.0,34.33,4.67,3.0,1.0,100.0,4918.8,41.36,0.61
33,1.0,275.5,6.0,3.0,12.0,1000.0,9115.05,170.71,0.52
34,3.0,503.0,4.0,6.0,6.0,1000.0,20400.35,778.99,0.29
35,1.0,337.17,5.33,2.0,6.0,70.0,9939.2,204.75,0.51
36,3.0,28.25,4.5,6.0,1.0,55.0,7999.38,104.44,0.54
37,3.0,201.71,3.43,2.0,3.0,48.57,13498.34,477.3,0.43
38,1.0,367.33,100.0,3.0,3.0,100.0,7584.71,309.76,0.55
39,3.0,4.67,5.0,3.0,6.0,70.0,11409.27,12.09,0.47
40,1.0,300.5,1.75,1.0,1.0,1000.0,7746.35,337.65,0.55
41,1.0,700.0,2.33,2.0,12.0,70.0,20759.0,342.06,0.28
42,1.0,158.0,5.71,3.0,12.0,48.57,6106.56,95.74,0.58
43,3.0,5.5,3.5,1.0,3.0,1000.0,9662.6,15.26,0.51
44,3.0,4.67,2.33,6.0,12.0,40.0,11785.4,10.58,0.47
45,3.0,700.0,100.0,1.0,1.0,70.0,10143.93,2596.16,0.5
46,3.0,1.67,2.67,6.0,3.0,100.0,8326.5,5.91,0.54
47,3.0,367.0,100.0,2.0,1.0,70.0,6257.71,1567.49,0.58
