Cluster,Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-,d2h
0,1.0,26.25,2.0,1.0,3.0,1000.0,5423.27,25.29,0.59
1,1.0,17.86,4.86,3.0,1.0,1000.0,4577.79,24.82,0.61
2,1.0,28.5,1.75,6.0,3.0,1000.0,8495.83,27.99,0.53
3,3.0,222.8,3.8,2.0,12.0,1000.0,14998.32,341.62,0.39
4,1.0,212.0,2.6,6.0,3.0,73.0,7747.35,144.96,0.54
5,3.0,172.29,5.29,1.0,3.0,48.57,9463.13,386.07,0.51
6,1.0,289.0,4.38,6.0,1.0,55.0,7529.48,292.48,0.55
7,3.0,7.33,1.67,6.0,1.0,1000.0,9076.33,26.59,0.51
8,3.0,34.33,5.0,2.0,6.0,1000.0,8436.03,85.61,0.53
9,1.0,10000.0,4.33,2.0,1.0,10.0,4131.53,25002.67,0.71
10,3.0,7.75,1.25,6.0,12.0,55.0,14030.1,16.32,0.41
11,3.0,10000.0,2.0,1.0,6.0,1000.0,5917.97,40580.33,0.81
12,1.0,30.71,4.43,1.0,12.0,74.29,6776.54,26.03,0.56
13,1.0,17.83,3.5,1.0,6.0,25.0,4393.34,18.23,0.61
14,3.0,126.44,3.56,6.0,3.0,50.0,12261.78,459.15,0.45
15,1.0,53.0,6.0,3.0,6.0,77.5,9577.1,43.36,0.5
16,1.0,500.75,8.25,2.0,1.0,32.5,5341.94,572.59,0.59
17,1.0,535.0,4.5,3.0,1.0,40.0,8792.73,546.91,0.52
18,3.0,172.17,1.67,1.0,1.0,40.0,7134.67,1274.15,0.56
19,3.0,275.75,4.25,1.0,3.0,1000.0,10898.08,643.94,0.48
20,3.0,390.25,4.0,2.0,3.0,55.0,12508.12,888.45,0.44
21,3.0,10000.0,4.25,6.0,1.0,32.5,7403.27,46849.75,0.85
22,1.0,266.5,3.75,2.0,6.0,55.0,12011.55,160.5,0.45
23,3.0,289.12,3.88,3.0,6.0,43.75,17163.71,436.42,0.34
24,1.0,700.0,2.67,1.0,6.0,1000.0,15453.0,484.06,0.38
25,3.0,4.0,5.0,3.0,3.0,1000.0,8641.2,11.68,0.52
26,3.0,10000.0,1.67,2.0,12.0,70.0,12407.67,24902.0,0.56
27,3.0,224.2,8.4,1.0,12.0,100.0,13043.26,429.58,0.43
28,3.0,4.33,1.67,3.0,1.0,1000.0,8963.03,15.87,0.52
29,1.0,22.8,3.8,2.0,12.0,64.0,8255.76,14.27,0.53
30,3.0,275.75,2.25,6.0,1.0,32.5,7108.08,4016.04,0.56
31,3.0,53.5,2.83,1.0,6.0,70.0,11861.97,140.68,0.45
32,1.0,185.83,3.5,1.0,1.0,70.0,5748.87,212.98,0.59
33,3.0,170.83,3.17,3.0,12.0,55.0,13577.77,268.67,0.42
34,3.0,220.6,4.8,1.0,6.0,1000.0,9015.04,580.09,0.52
35,1.0,18.0,3.17,1.0,3.0,25.0,4234.3,20.22,0.62
36,3.0,172.17,3.17,3.0,1.0,70.0,8184.2,2357.31,0.53
37,3.0,358.22,2.89,3.0,3.0,40.0,14633.06,1005.54,0.4
38,1.0,44.4,7.0,3.0,3.0,28.0,9645.3,37.62,0.5
39,1.0,401.0,2.4,2.0,3.0,1000.0,8601.4,275.99,0.52
40,1.0,10000.0,1.67,3.0,6.0,70.0,16305.67,5877.67,0.37
41,1.0,500.75,3.75,2.0,1.0,1000.0,5571.66,644.33,0.59
42,1.0,6.6,5.0,3.0,12.0,64.0,7427.08,9.09,0.55
43,1.0,224.2,4.6,6.0,12.0,28.0,11642.96,134.87,0.46
44,1.0,4.33,4.0,6.0,6.0,1000.0,5233.03,7.24,0.6
45,1.0,34.0,100.0,2.0,3.0,40.0,3126.08,103.59,0.64
46,1.0,275.75,100.0,1.0,6.0,77.5,6525.64,231.59,0.57
47,1.0,37.0,4.67,1.0,1.0,1000.0,5580.33,47.89,0.59
48,3.0,37.33,100.0,1.0,6.0,70.0,5788.76,147.04,0.58
49,1.0,2.0,4.5,2.0,3.0,55.0,3042.97,7.71,0.64
50,3.0,4.33,5.0,2.0,1.0,40.0,6890.7,16.96,0.56
51,1.0,370.0,7.67,6.0,12.0,1000.0,14183.13,198.21,0.4
