Cluster,Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-,d2h
0,3.0,303.14,5.14,3.0,1.0,48.57,6349.29,3843.91,0.57
1,1.0,240.4,2.0,6.0,12.0,64.0,10449.0,142.16,0.48
2,3.0,316.14,5.43,1.0,1.0,35.71,7155.87,1794.96,0.55
3,1.0,145.14,2.0,2.0,12.0,48.57,6355.67,72.03,0.57
4,3.0,37.33,1.67,2.0,3.0,100.0,12228.03,101.48,0.44
5,3.0,67.33,100.0,1.0,12.0,70.0,8975.8,192.68,0.51
6,1.0,222.6,5.0,3.0,3.0,1000.0,8040.46,159.64,0.53
7,3.0,1.33,2.0,6.0,12.0,1000.0,6961.7,5.64,0.55
8,3.0,28.25,3.75,6.0,3.0,10.0,10029.05,71.97,0.49
9,3.0,200.83,2.17,3.0,6.0,25.0,13336.77,348.43,0.41
10,1.0,221.0,4.0,3.0,3.0,64.0,7875.02,152.26,0.53
11,1.0,527.5,2.5,1.0,6.0,32.5,14771.0,345.43,0.38
12,3.0,430.86,4.43,6.0,6.0,61.43,18258.47,752.01,0.3
13,3.0,402.8,1.6,1.0,6.0,1000.0,13326.7,1027.07,0.41
14,1.0,67.33,100.0,1.0,1.0,70.0,5035.71,125.27,0.6
15,3.0,370.0,2.67,1.0,1.0,1000.0,6996.17,2668.59,0.56
16,1.0,28.25,2.0,1.0,12.0,43.75,7831.34,22.86,0.54
17,1.0,30.5,6.0,1.0,1.0,1000.0,6823.75,38.08,0.56
18,3.0,42.6,1.6,3.0,12.0,28.0,14162.06,85.69,0.4
19,1.0,7.0,2.0,6.0,3.0,10.0,8841.37,7.22,0.51
20,3.0,288.12,2.25,3.0,3.0,43.75,11600.14,1041.79,0.45
21,3.0,4.0,4.43,1.0,3.0,74.29,8342.06,13.04,0.52
22,3.0,1.5,2.25,3.0,12.0,1000.0,7476.82,6.59,0.54
23,1.0,35.67,2.17,3.0,1.0,40.0,5907.25,43.74,0.58
24,1.0,620.2,3.4,1.0,3.0,1000.0,11686.48,470.01,0.45
25,3.0,137.11,3.56,1.0,6.0,50.0,11289.5,369.62,0.46
26,1.0,222.6,3.4,6.0,1.0,64.0,6329.14,224.17,0.57
27,1.0,30.5,100.0,1.0,3.0,55.0,2751.59,104.18,0.65
28,3.0,37.33,100.0,1.0,6.0,70.0,5788.76,147.04,0.58
29,1.0,290.29,3.29,2.0,1.0,61.43,7350.42,351.82,0.55
30,1.0,235.33,5.0,2.0,6.0,60.0,8251.92,149.41,0.53
31,3.0,170.83,3.67,2.0,6.0,70.0,12347.98,291.01,0.44
32,1.0,276.88,4.13,3.0,6.0,10.0,9685.81,183.94,0.49
33,1.0,250.75,6.0,6.0,12.0,1000.0,6334.61,132.29,0.57
34,1.0,370.0,4.0,3.0,1.0,1000.0,7837.63,406.22,0.54
35,3.0,67.0,4.67,2.0,1.0,1000.0,7716.2,253.5,0.54
36,1.0,275.75,4.25,2.0,12.0,1000.0,12144.1,148.99,0.44
37,3.0,60.6,4.8,6.0,12.0,28.0,14144.04,107.21,0.4
38,1.0,255.5,4.0,1.0,3.0,10.0,9450.9,190.72,0.5
39,1.0,67.0,4.67,6.0,6.0,10.0,10291.17,50.65,0.48
40,1.0,50.75,4.0,3.0,12.0,77.5,8272.85,40.87,0.53
41,3.0,28.0,4.0,1.0,3.0,1000.0,9250.5,72.07,0.5
42,1.0,26.25,2.25,2.0,6.0,1000.0,6711.78,19.37,0.56
43,3.0,42.6,5.6,1.0,12.0,100.0,10835.04,100.95,0.47
44,1.0,340.0,5.0,2.0,1.0,1000.0,8593.6,425.72,0.52
45,1.0,10000.0,1.67,1.0,3.0,40.0,20425.0,6253.87,0.27
46,3.0,1000.0,5.0,3.0,1.0,1000.0,3575.17,12780.67,0.66
47,3.0,67.33,4.67,6.0,1.0,40.0,9591.37,224.46,0.5
48,3.0,525.25,5.75,6.0,3.0,1000.0,13916.95,1219.62,0.4
49,1.0,1.67,100.0,6.0,3.0,70.0,157.11,100.8,0.71
50,3.0,370.0,1.33,2.0,1.0,10.0,7063.13,2766.48,0.55
