Cluster,Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-,d2h
0,3.0,19.5,3.17,3.0,6.0,1000.0,10808.2,44.37,0.49
1,1.0,118.25,4.75,1.0,1.0,62.5,5742.09,124.8,0.59
2,3.0,29.25,6.25,3.0,6.0,77.5,13009.84,59.39,0.44
3,1.0,10000.0,5.75,6.0,12.0,55.0,27256.0,3448.22,0.16
4,1.0,389.25,4.38,3.0,1.0,1000.0,6857.01,413.64,0.57
5,1.0,10000.0,2.0,6.0,6.0,70.0,26971.0,3418.5,0.16
6,3.0,221.8,2.9,6.0,12.0,64.0,14768.02,577.01,0.41
7,1.0,16.71,2.0,6.0,6.0,61.43,5968.06,16.27,0.59
8,1.0,366.18,3.27,2.0,6.0,34.55,9960.58,223.93,0.5
9,3.0,112.55,4.82,2.0,1.0,50.91,7363.91,794.08,0.56
10,3.0,19.5,3.33,1.0,3.0,1000.0,9219.88,55.23,0.52
11,3.0,202.17,4.33,2.0,3.0,1000.0,11299.88,532.92,0.48
12,1.0,112.17,4.0,3.0,3.0,77.5,9147.93,79.28,0.52
13,3.0,331.5,4.3,3.0,12.0,82.0,17621.45,557.18,0.35
14,3.0,29.12,3.75,3.0,3.0,55.0,11645.27,68.29,0.47
15,3.0,276.31,2.75,1.0,12.0,49.38,11981.88,716.32,0.46
16,1.0,403.75,5.0,6.0,1.0,43.75,9113.29,402.99,0.52
17,3.0,10000.0,5.0,6.0,3.0,40.0,7678.87,38852.33,0.74
18,3.0,3.0,2.0,2.0,12.0,100.0,8218.46,9.03,0.54
19,1.0,288.0,3.57,3.0,12.0,61.43,7710.0,168.59,0.55
20,1.0,260.65,3.94,1.0,12.0,57.65,9708.34,169.52,0.51
21,3.0,114.5,4.1,6.0,6.0,64.0,13840.79,232.99,0.42
22,1.0,231.6,3.2,1.0,3.0,82.0,9163.26,173.63,0.52
23,3.0,309.07,4.79,1.0,3.0,67.86,11783.87,768.32,0.47
24,1.0,222.8,100.0,2.0,1.0,64.0,3787.17,312.94,0.63
25,1.0,4.33,100.0,1.0,1.0,40.0,396.66,138.53,0.7
26,3.0,10000.0,3.75,6.0,1.0,77.5,7470.75,47922.0,0.83
27,3.0,113.6,5.2,2.0,6.0,64.0,11142.57,184.17,0.48
28,1.0,162.6,3.4,6.0,3.0,46.0,9329.03,113.95,0.52
29,3.0,467.22,3.67,6.0,3.0,60.0,13728.77,1299.76,0.43
30,3.0,288.0,2.86,3.0,3.0,1000.0,12512.89,645.28,0.45
31,1.0,232.5,3.7,3.0,3.0,1000.0,10261.83,163.14,0.5
32,1.0,294.43,5.5,2.0,3.0,61.43,8079.48,213.1,0.54
33,3.0,159.11,2.22,3.0,1.0,70.0,8643.64,1724.53,0.53
34,3.0,401.0,100.0,1.0,1.0,46.0,4546.94,1552.04,0.62
35,3.0,222.6,100.0,3.0,1.0,28.0,3310.71,2591.56,0.64
36,3.0,276.88,3.75,2.0,1.0,1000.0,6888.52,1951.29,0.57
37,1.0,368.22,3.78,1.0,12.0,1000.0,13089.37,229.48,0.44
38,3.0,278.0,100.0,6.0,3.0,10.0,9816.09,584.22,0.51
