Cluster,Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-,d2h
0,1.0,15.6,4.2,6.0,6.0,64.0,8053.84,16.74,0.54
1,3.0,10000.0,5.0,1.0,1.0,1000.0,6594.77,44542.0,0.83
2,3.0,142.5,2.3,1.0,3.0,55.0,11723.84,296.98,0.47
3,3.0,24.6,2.8,6.0,1.0,1000.0,9038.82,90.38,0.52
4,1.0,262.77,3.31,2.0,3.0,58.46,10043.83,192.46,0.5
5,3.0,525.5,100.0,1.0,1.0,77.5,7746.88,1972.28,0.55
6,3.0,159.43,3.29,1.0,12.0,61.43,10188.13,332.02,0.5
7,1.0,602.4,4.2,3.0,1.0,1000.0,8636.52,635.55,0.53
8,3.0,10000.0,2.25,3.0,6.0,55.0,12021.25,31020.0,0.63
9,3.0,261.42,3.92,6.0,6.0,40.0,14620.43,505.56,0.41
10,1.0,276.07,4.73,1.0,3.0,52.0,8289.58,193.6,0.54
11,1.0,458.86,3.0,3.0,3.0,61.43,13335.81,303.33,0.44
12,1.0,10000.0,4.0,1.0,6.0,46.0,22477.8,5446.58,0.26
13,3.0,367.33,100.0,2.0,12.0,1000.0,16614.27,453.45,0.37
14,3.0,50.75,100.0,3.0,3.0,55.0,7355.59,161.11,0.56
15,1.0,525.5,3.5,1.0,6.0,1000.0,11427.62,365.3,0.47
16,3.0,276.88,2.88,6.0,6.0,1000.0,16191.26,444.95,0.38
17,1.0,34.0,100.0,1.0,1.0,40.0,2500.82,150.22,0.66
18,3.0,22.8,4.8,6.0,3.0,1000.0,10145.32,53.81,0.5
19,3.0,268.17,4.17,2.0,6.0,62.5,12393.85,439.45,0.45
20,1.0,214.5,5.3,2.0,12.0,55.0,10784.05,109.66,0.49
21,3.0,275.5,100.0,2.0,1.0,77.5,4764.55,1200.72,0.61
22,3.0,114.7,5.3,6.0,3.0,64.0,13022.64,238.7,0.44
23,3.0,220.8,5.6,2.0,6.0,1000.0,10795.14,330.72,0.49
24,1.0,275.45,3.27,3.0,6.0,59.09,8617.19,179.2,0.53
25,3.0,341.3,2.7,3.0,1.0,37.0,7447.1,4267.57,0.56
26,1.0,10000.0,3.33,3.0,12.0,55.0,17190.17,5181.68,0.36
