Cluster,Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-,d2h
0,1.0,28.25,6.25,2.0,3.0,1000.0,6584.68,25.97,0.57
1,3.0,520.0,2.33,1.0,6.0,40.0,15846.0,1306.32,0.38
2,1.0,185.67,2.17,3.0,3.0,1000.0,8545.73,130.17,0.53
3,3.0,300.5,4.0,3.0,12.0,1000.0,17029.3,472.97,0.36
4,1.0,80.4,4.8,3.0,3.0,64.0,11618.02,65.54,0.47
5,1.0,262.0,3.8,1.0,3.0,1000.0,13196.8,202.35,0.44
6,1.0,247.33,4.89,2.0,6.0,60.0,11088.21,156.23,0.48
7,1.0,420.4,2.6,1.0,3.0,46.0,9125.16,303.67,0.52
8,1.0,140.88,2.75,6.0,12.0,43.75,9091.35,83.91,0.52
9,1.0,100.0,2.0,1.0,1.0,1000.0,9010.73,119.16,0.52
10,3.0,170.67,7.17,3.0,6.0,70.0,12039.8,279.23,0.46
11,1.0,28.25,4.5,3.0,12.0,1000.0,6854.85,24.71,0.57
12,3.0,70.0,2.33,6.0,1.0,1000.0,9029.57,255.84,0.52
13,3.0,204.6,2.4,1.0,12.0,46.0,12417.64,538.01,0.45
14,1.0,25.11,3.78,6.0,6.0,50.0,7230.64,21.05,0.56
15,1.0,502.75,2.0,6.0,1.0,1000.0,7780.5,544.76,0.55
16,3.0,42.4,3.2,1.0,3.0,1000.0,9198.68,116.26,0.52
17,1.0,276.75,3.25,3.0,1.0,32.5,6787.88,296.27,0.57
18,1.0,169.5,4.17,6.0,1.0,55.0,5009.33,172.54,0.61
19,1.0,502.75,6.5,6.0,12.0,1000.0,12682.44,270.88,0.45
20,1.0,28.25,2.25,3.0,6.0,100.0,8151.15,23.43,0.54
21,3.0,3.25,6.0,6.0,3.0,55.0,7907.02,9.94,0.55
22,3.0,253.0,1.5,3.0,12.0,55.0,14082.55,419.21,0.42
23,1.0,458.71,3.14,2.0,12.0,22.86,16612.69,242.92,0.37
24,1.0,670.0,1.67,3.0,6.0,1000.0,15679.33,406.33,0.39
25,3.0,602.2,3.6,3.0,1.0,82.0,4451.16,8227.72,0.63
26,1.0,10000.0,2.0,1.0,6.0,70.0,23333.67,5152.33,0.24
27,3.0,367.33,100.0,1.0,6.0,40.0,10496.1,758.45,0.49
28,1.0,202.33,3.33,1.0,1.0,55.0,7411.12,209.24,0.56
29,3.0,10000.0,5.5,2.0,1.0,55.0,6861.4,38422.25,0.78
30,1.0,300.25,4.0,1.0,12.0,1000.0,12285.97,187.79,0.46
31,1.0,422.4,5.2,3.0,1.0,1000.0,7925.14,465.05,0.55
32,3.0,42.4,4.8,3.0,3.0,46.0,11657.14,97.32,0.47
33,1.0,300.25,6.25,2.0,12.0,1000.0,16374.05,164.87,0.37
34,3.0,202.8,3.6,6.0,12.0,46.0,13287.4,333.28,0.43
35,3.0,40.0,100.0,6.0,6.0,40.0,7304.07,133.5,0.56
36,1.0,146.43,3.29,6.0,3.0,61.43,7146.56,102.25,0.56
37,3.0,30.5,1.75,3.0,1.0,1000.0,9351.33,116.17,0.52
38,3.0,4.0,5.33,2.0,12.0,1000.0,7779.67,12.41,0.55
39,1.0,37.0,4.67,2.0,6.0,1000.0,10018.58,26.36,0.5
40,3.0,400.62,3.63,2.0,12.0,21.25,17735.84,555.68,0.34
41,1.0,40.8,3.4,1.0,6.0,64.0,7398.98,32.32,0.56
42,3.0,30.5,4.5,6.0,1.0,100.0,8581.75,113.86,0.53
43,3.0,1.67,100.0,1.0,1.0,40.0,461.37,100.51,0.7
44,3.0,34.33,4.67,6.0,6.0,10.0,9515.17,76.55,0.51
45,1.0,170.83,2.67,1.0,12.0,55.0,7653.33,109.85,0.55
46,3.0,370.0,100.0,1.0,12.0,70.0,11541.37,876.34,0.47
47,3.0,253.0,5.75,2.0,6.0,32.5,12004.9,385.14,0.46
48,1.0,302.5,100.0,6.0,1.0,55.0,6446.01,322.12,0.58
49,1.0,1.25,5.5,2.0,1.0,55.0,1886.39,10.88,0.67
50,1.0,40.0,100.0,3.0,1.0,40.0,3167.13,108.68,0.64
51,3.0,7.33,4.0,1.0,1.0,70.0,8136.1,28.52,0.54
52,1.0,670.0,4.67,3.0,12.0,100.0,15786.67,393.13,0.38
53,3.0,34.0,5.0,1.0,3.0,70.0,7920.57,83.18,0.55
