Cluster,Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-,d2h
0,1.0,352.0,3.67,6.0,1.0,1000.0,7136.57,367.51,0.56
1,3.0,221.8,3.6,6.0,1.0,46.0,7154.43,3093.8,0.56
2,1.0,343.92,4.58,2.0,12.0,62.5,10797.48,186.13,0.49
3,1.0,228.6,4.07,1.0,3.0,58.0,9070.31,169.02,0.52
4,1.0,285.18,4.91,1.0,6.0,50.91,9495.78,196.27,0.51
5,1.0,140.5,4.13,2.0,6.0,43.75,8330.49,91.31,0.54
6,1.0,249.77,3.38,6.0,12.0,65.38,11093.24,138.54,0.48
7,1.0,221.0,5.8,3.0,12.0,1000.0,7889.8,130.73,0.55
8,3.0,116.85,4.38,3.0,1.0,58.46,7698.13,1165.99,0.55
9,3.0,151.13,4.0,2.0,12.0,46.0,13778.0,217.98,0.43
10,3.0,302.18,4.91,3.0,12.0,59.09,17252.11,506.11,0.36
11,1.0,28.25,4.5,6.0,12.0,1000.0,8072.76,24.65,0.54
12,1.0,352.33,4.33,2.0,12.0,1000.0,13436.57,193.39,0.43
13,3.0,220.8,3.6,1.0,12.0,1000.0,9482.88,617.04,0.51
14,3.0,159.29,4.14,6.0,12.0,1000.0,12885.09,302.31,0.44
15,1.0,193.92,4.08,3.0,3.0,1000.0,8574.86,134.82,0.53
16,1.0,187.17,1.67,1.0,1.0,1000.0,7154.58,191.73,0.56
17,1.0,347.11,3.0,3.0,12.0,80.0,11186.46,206.69,0.48
18,3.0,285.42,6.0,1.0,12.0,55.0,13386.53,683.87,0.43
19,3.0,170.67,2.0,2.0,3.0,1000.0,10965.0,451.86,0.48
20,1.0,103.92,4.25,1.0,12.0,47.5,8410.81,67.76,0.54
21,1.0,213.6,3.7,1.0,3.0,1000.0,8671.01,167.04,0.53
22,3.0,96.08,3.85,6.0,3.0,51.54,11480.15,230.69,0.47
23,3.0,402.6,3.6,1.0,1.0,1000.0,7053.5,2495.27,0.57
