Cluster,Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-,d2h
0,1.0,216.53,4.8,1.0,3.0,52.0,8225.04,152.84,0.54
1,3.0,10000.0,4.0,1.0,6.0,55.0,6691.6,38997.75,0.78
2,3.0,19.29,5.29,6.0,1.0,35.71,8192.91,66.45,0.54
3,3.0,120.64,2.64,2.0,1.0,50.91,7625.57,786.38,0.55
4,1.0,102.58,2.67,1.0,1.0,55.0,5456.52,115.28,0.59
5,3.0,277.75,2.25,1.0,1.0,1000.0,6546.02,1924.95,0.57
6,3.0,337.0,100.0,1.0,3.0,100.0,7732.4,619.26,0.55
7,1.0,10000.0,1.67,6.0,3.0,40.0,23413.33,4319.37,0.23
8,1.0,222.6,100.0,3.0,3.0,1000.0,4994.75,207.29,0.6
9,3.0,35.08,4.38,6.0,6.0,44.62,13884.16,73.41,0.42
10,1.0,323.2,4.7,3.0,3.0,46.0,10340.08,215.36,0.49
11,3.0,128.73,3.73,1.0,3.0,42.73,9941.5,355.61,0.5
12,1.0,203.27,2.82,2.0,6.0,34.55,11029.06,123.67,0.48
13,3.0,7.0,100.0,2.0,3.0,70.0,1933.46,102.61,0.67
14,1.0,24.6,4.0,1.0,12.0,1000.0,8120.38,21.4,0.54
15,1.0,255.5,100.0,1.0,12.0,32.5,4802.29,226.12,0.61
16,1.0,173.62,5.23,1.0,6.0,51.54,9493.88,121.47,0.51
17,3.0,10000.0,5.4,6.0,3.0,46.0,8139.0,35545.8,0.72
18,1.0,11.18,2.82,3.0,12.0,50.91,4592.99,11.97,0.61
19,3.0,255.5,4.12,2.0,6.0,77.5,15916.85,410.15,0.38
20,3.0,34.67,1.33,3.0,12.0,1000.0,12127.53,77.34,0.46
21,3.0,203.27,4.55,6.0,12.0,59.09,15185.42,527.86,0.39
22,1.0,179.31,3.85,6.0,3.0,44.62,9011.05,120.15,0.52
23,3.0,17.86,4.43,6.0,3.0,35.71,10564.33,40.91,0.49
24,1.0,203.7,4.4,6.0,12.0,73.0,7852.18,117.08,0.54
25,1.0,295.2,2.33,2.0,3.0,52.0,10817.27,217.38,0.48
26,1.0,37.33,2.33,1.0,6.0,1000.0,9329.07,32.49,0.51
27,3.0,253.0,4.25,3.0,3.0,1000.0,11431.1,619.51,0.47
28,1.0,126.11,4.67,1.0,1.0,1000.0,5478.76,131.91,0.59
29,3.0,203.41,4.18,2.0,12.0,52.35,14824.66,294.28,0.4
30,1.0,308.5,2.86,2.0,12.0,55.0,12413.36,157.22,0.45
31,3.0,248.92,4.0,1.0,6.0,44.62,11435.48,551.8,0.47
32,1.0,1.6,3.6,6.0,12.0,1000.0,2836.74,6.39,0.65
33,3.0,203.25,3.44,1.0,12.0,55.0,11999.81,435.45,0.46
34,3.0,28.25,6.5,1.0,6.0,1000.0,9204.05,74.02,0.52
35,3.0,161.71,4.43,1.0,1.0,61.43,6491.01,1038.99,0.57
36,1.0,34.33,100.0,3.0,12.0,70.0,2938.14,107.24,0.65
37,1.0,312.7,4.1,6.0,6.0,55.0,9914.51,179.26,0.5
38,1.0,10000.0,4.67,1.0,6.0,70.0,23355.67,5639.0,0.23
39,1.0,194.0,4.33,6.0,1.0,62.5,6491.4,196.81,0.57
40,3.0,343.17,3.0,3.0,12.0,47.5,15600.18,567.67,0.38
41,1.0,170.83,5.67,3.0,1.0,1000.0,5738.74,182.67,0.59
42,1.0,203.12,2.12,2.0,1.0,55.0,6511.46,251.88,0.57
43,3.0,28.0,1.75,6.0,6.0,1000.0,11261.98,64.85,0.47
