Cluster,Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-,d2h
0,1.0,120.0,5.0,1.0,3.0,1000.0,7400.23,91.55,0.55
1,1.0,140.62,4.38,3.0,1.0,1000.0,5185.09,155.56,0.6
2,1.0,18.0,2.86,6.0,3.0,1000.0,7147.87,19.24,0.56
3,1.0,10000.0,5.4,2.0,3.0,46.0,11973.98,10293.28,0.47
4,3.0,160.71,3.29,2.0,12.0,1000.0,13804.0,247.68,0.41
5,1.0,317.69,3.62,6.0,3.0,72.31,9700.73,211.18,0.5
6,3.0,303.29,1.86,1.0,12.0,1000.0,13361.59,613.86,0.42
7,3.0,156.22,5.33,1.0,3.0,40.0,10090.43,357.48,0.49
8,1.0,220.36,3.73,6.0,1.0,59.09,7496.18,224.14,0.55
9,3.0,5.83,3.17,6.0,1.0,1000.0,8937.82,20.66,0.52
10,3.0,22.8,3.8,2.0,6.0,1000.0,9090.24,57.31,0.51
11,1.0,10000.0,4.0,2.0,1.0,10.0,4169.85,24568.0,0.7
12,3.0,186.42,5.17,6.0,12.0,40.0,14635.92,283.96,0.39
13,3.0,10000.0,2.0,1.0,6.0,1000.0,5917.97,40580.33,0.8
14,3.0,275.75,100.0,3.0,6.0,1000.0,11519.25,413.32,0.46
15,1.0,102.71,6.07,1.0,12.0,61.43,8244.19,69.25,0.53
16,1.0,281.4,3.73,1.0,6.0,52.0,7894.55,191.31,0.54
17,3.0,431.71,4.57,2.0,12.0,61.43,18010.63,563.55,0.32
18,3.0,223.87,4.2,6.0,3.0,58.0,13733.33,810.52,0.41
19,1.0,358.22,5.89,3.0,6.0,50.0,11370.98,222.8,0.46
20,1.0,430.71,5.29,2.0,1.0,48.57,6409.82,505.95,0.57
21,3.0,315.0,4.29,3.0,6.0,1000.0,14892.53,489.66,0.39
22,1.0,222.0,4.13,3.0,1.0,40.0,5894.38,230.98,0.58
23,3.0,21.2,1.8,6.0,6.0,1000.0,9517.48,46.93,0.5
24,3.0,316.19,3.44,1.0,1.0,49.38,6639.23,2128.62,0.57
25,3.0,159.43,4.57,1.0,3.0,1000.0,10156.41,373.4,0.49
26,3.0,295.57,3.64,2.0,3.0,55.0,11333.26,671.53,0.47
27,3.0,185.5,4.17,1.0,6.0,1000.0,9961.2,487.33,0.5
28,3.0,10000.0,4.25,6.0,1.0,32.5,7403.27,46849.75,0.84
29,1.0,173.46,3.23,2.0,6.0,51.54,10993.25,105.62,0.47
30,3.0,239.47,4.05,3.0,6.0,57.37,16078.68,382.57,0.36
31,1.0,352.17,4.67,2.0,6.0,1000.0,11727.12,206.73,0.46
32,1.0,368.11,4.67,1.0,6.0,1000.0,11220.1,258.14,0.47
33,3.0,22.8,3.4,3.0,3.0,1000.0,10025.72,57.53,0.49
34,3.0,132.6,3.3,1.0,6.0,73.0,10675.68,357.53,0.48
35,3.0,10000.0,3.8,1.0,3.0,64.0,6556.22,37865.6,0.77
36,3.0,10000.0,3.6,2.0,12.0,64.0,13198.6,23255.0,0.53
37,3.0,313.5,3.7,3.0,12.0,55.0,17343.16,519.73,0.34
38,3.0,264.77,5.15,1.0,12.0,79.23,13530.32,612.43,0.42
39,3.0,187.43,2.86,2.0,6.0,74.29,13263.99,346.35,0.42
40,3.0,28.25,2.0,3.0,1.0,1000.0,9023.88,105.77,0.52
41,3.0,37.33,100.0,2.0,1.0,40.0,4034.59,183.79,0.62
42,1.0,284.27,4.82,2.0,12.0,75.45,10721.48,153.69,0.48
43,3.0,152.3,3.7,6.0,1.0,46.0,8440.68,1763.34,0.53
44,1.0,1.67,100.0,1.0,12.0,40.0,159.3,101.28,0.71
45,1.0,312.7,3.9,1.0,1.0,73.0,6726.16,327.31,0.56
46,3.0,10000.0,3.33,3.0,1.0,55.0,6185.45,43923.67,0.83
47,1.0,15.0,2.87,1.0,3.0,21.25,5143.48,16.87,0.6
48,3.0,141.88,2.75,3.0,1.0,66.25,8429.19,1819.73,0.53
49,3.0,297.67,2.72,3.0,3.0,55.0,13665.17,967.98,0.42
50,1.0,129.64,4.09,3.0,3.0,59.09,9097.45,93.9,0.51
51,1.0,302.14,2.29,2.0,3.0,1000.0,10118.57,209.05,0.49
52,3.0,10000.0,5.2,3.0,12.0,82.0,16802.0,33672.0,0.58
53,1.0,10000.0,1.67,3.0,6.0,70.0,16305.67,5877.67,0.37
54,3.0,253.5,100.0,3.0,1.0,32.5,1846.42,3150.43,0.67
55,1.0,412.88,3.0,2.0,1.0,1000.0,6997.29,515.16,0.56
56,3.0,7.33,100.0,6.0,6.0,40.0,2035.09,102.57,0.67
57,3.0,30.5,100.0,1.0,3.0,55.0,4680.6,148.21,0.61
58,3.0,224.2,100.0,6.0,3.0,46.0,8335.05,487.77,0.53
