Cluster,Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-,d2h
0,1.0,10000.0,1.67,2.0,12.0,40.0,25918.67,5306.67,0.16
1,1.0,352.83,4.83,6.0,3.0,40.0,11215.96,235.58,0.47
2,1.0,518.5,4.67,1.0,6.0,1000.0,12401.46,349.68,0.44
3,3.0,22.8,2.6,1.0,12.0,1000.0,9006.28,59.8,0.51
4,1.0,320.6,3.5,2.0,3.0,46.0,8742.33,238.86,0.52
5,3.0,240.8,5.4,2.0,12.0,1000.0,15387.46,343.12,0.37
6,1.0,70.0,100.0,1.0,1.0,40.0,5293.73,125.48,0.59
7,3.0,332.08,2.46,2.0,1.0,51.54,6622.48,2522.27,0.57
8,1.0,253.25,100.0,3.0,3.0,10.0,4291.75,231.15,0.62
9,1.0,269.75,4.17,1.0,6.0,62.5,10036.84,182.07,0.49
10,1.0,185.83,4.0,2.0,1.0,85.0,5860.47,221.48,0.58
11,3.0,300.86,4.14,3.0,6.0,1000.0,14126.43,419.79,0.4
12,1.0,256.54,4.0,6.0,12.0,37.69,11532.85,143.27,0.46
13,1.0,30.5,100.0,2.0,6.0,55.0,2767.0,103.34,0.65
14,1.0,301.43,3.21,3.0,1.0,55.0,5898.06,309.86,0.58
15,1.0,4.8,100.0,3.0,6.0,46.0,445.22,100.4,0.7
16,1.0,1.67,100.0,6.0,6.0,40.0,152.59,100.38,0.71
17,3.0,122.18,3.73,6.0,6.0,50.91,15197.87,242.37,0.38
18,3.0,38.38,3.12,2.0,3.0,1000.0,9389.81,99.97,0.51
19,3.0,194.27,4.0,3.0,1.0,59.09,7295.66,2462.45,0.55
20,3.0,420.6,3.8,2.0,1.0,1000.0,6541.98,3031.45,0.57
21,1.0,24.6,5.2,6.0,12.0,1000.0,8156.26,20.25,0.53
22,3.0,28.25,4.75,1.0,1.0,1000.0,7301.48,107.0,0.55
23,3.0,6.29,3.43,6.0,1.0,1000.0,8453.67,22.08,0.53
24,3.0,10000.0,5.2,1.0,1.0,64.0,6338.6,42107.2,0.82
25,1.0,335.5,3.17,6.0,6.0,1000.0,9263.77,192.82,0.51
26,3.0,160.57,3.0,3.0,3.0,1000.0,12128.96,392.46,0.45
27,1.0,295.71,5.57,6.0,1.0,55.0,5995.41,309.94,0.58
28,1.0,30.71,4.57,2.0,12.0,1000.0,8407.82,20.97,0.53
29,3.0,323.29,4.21,2.0,3.0,55.0,13194.93,834.63,0.42
30,3.0,268.92,5.58,3.0,6.0,55.0,15150.72,419.78,0.38
31,3.0,201.4,2.0,6.0,3.0,10.0,11090.02,593.84,0.47
32,1.0,40.0,100.0,6.0,1.0,40.0,3080.7,108.74,0.64
33,1.0,404.2,5.2,2.0,6.0,1000.0,11888.96,230.0,0.45
34,1.0,112.55,5.45,1.0,1.0,50.91,6008.37,116.56,0.58
35,1.0,212.27,4.09,3.0,3.0,91.82,10078.25,148.18,0.49
36,1.0,212.18,4.09,3.0,1.0,1000.0,6880.59,231.59,0.56
37,1.0,309.14,3.14,1.0,12.0,61.43,10397.16,203.81,0.48
38,3.0,121.8,4.3,6.0,12.0,37.0,12213.34,205.87,0.44
39,1.0,303.43,4.14,2.0,3.0,1000.0,11354.1,215.72,0.46
40,3.0,96.29,4.64,3.0,12.0,42.14,13390.06,161.58,0.42
41,1.0,370.0,100.0,3.0,12.0,40.0,7930.84,280.73,0.54
42,3.0,95.83,2.92,3.0,3.0,62.5,11783.57,432.21,0.45
43,3.0,167.64,3.14,1.0,3.0,61.43,11087.95,358.71,0.47
44,3.0,172.23,4.0,1.0,12.0,44.62,11404.86,392.31,0.46
45,3.0,253.25,100.0,6.0,1.0,77.5,1680.63,3387.05,0.67
46,3.0,517.17,2.0,6.0,3.0,1000.0,14401.13,1284.46,0.4
47,3.0,337.0,100.0,6.0,6.0,1000.0,10312.45,566.93,0.49
48,3.0,370.0,100.0,2.0,3.0,40.0,11855.33,782.8,0.45
49,1.0,135.33,4.56,3.0,12.0,40.0,7712.68,85.03,0.54
50,1.0,291.73,4.36,1.0,3.0,42.73,7947.41,207.5,0.54
51,1.0,249.0,3.0,2.0,12.0,90.0,14551.08,125.19,0.39
52,1.0,10000.0,4.67,6.0,1.0,40.0,4575.07,15172.33,0.64
53,3.0,67.0,5.33,3.0,1.0,1000.0,8307.03,233.89,0.53
54,1.0,142.4,4.4,6.0,6.0,55.0,10691.3,93.73,0.48
55,3.0,10000.0,2.0,2.0,12.0,1000.0,14238.33,23127.67,0.51
56,1.0,335.83,3.17,1.0,3.0,1000.0,8652.82,242.47,0.52
57,3.0,180.54,4.23,1.0,6.0,51.54,12269.0,388.26,0.44
58,1.0,113.27,6.73,2.0,6.0,59.09,9270.75,69.95,0.51
59,3.0,10000.0,5.0,1.0,12.0,10.0,6251.13,38061.67,0.78
60,3.0,251.0,7.75,1.0,3.0,1000.0,8421.38,529.67,0.53
61,3.0,316.0,4.29,2.0,6.0,1000.0,14064.57,508.06,0.4
62,3.0,181.71,2.43,1.0,1.0,55.0,7346.56,1235.93,0.55
63,3.0,253.25,100.0,6.0,3.0,1000.0,6762.14,591.04,0.56
64,3.0,67.33,100.0,3.0,12.0,40.0,13613.33,146.14,0.41
65,1.0,255.25,4.25,1.0,12.0,1000.0,9565.1,156.87,0.5
66,1.0,22.8,5.8,3.0,3.0,1000.0,5685.7,23.42,0.59
67,1.0,10000.0,4.25,2.0,1.0,55.0,4054.25,24507.0,0.71
68,1.0,367.33,100.0,2.0,3.0,10.0,8567.08,293.88,0.52
69,3.0,117.67,3.17,2.0,6.0,62.5,10515.02,222.39,0.48
70,3.0,404.2,6.8,6.0,12.0,1000.0,19319.02,618.58,0.29
71,3.0,22.9,3.7,2.0,12.0,37.0,10095.04,52.97,0.49
72,3.0,263.38,4.12,6.0,1.0,21.25,6372.45,3461.72,0.57
73,1.0,28.25,4.25,3.0,12.0,1000.0,6888.9,24.86,0.56
74,1.0,10000.0,4.67,2.0,6.0,70.0,27359.67,3691.7,0.13
75,3.0,337.17,4.83,6.0,6.0,1000.0,17381.42,487.91,0.33
76,3.0,41.0,5.0,1.0,6.0,1000.0,9023.7,109.4,0.51
77,3.0,500.5,100.0,2.0,6.0,55.0,11795.78,729.23,0.45
78,3.0,10000.0,7.67,1.0,6.0,70.0,6314.07,39907.67,0.8
79,1.0,231.93,4.5,3.0,6.0,48.57,9107.66,153.69,0.51
80,1.0,10000.0,7.0,6.0,6.0,40.0,27483.33,3473.23,0.12
81,1.0,34.33,4.33,6.0,3.0,1000.0,5848.4,32.07,0.58
82,3.0,10000.0,2.0,6.0,12.0,55.0,8803.17,29105.0,0.66
83,1.0,4.33,100.0,1.0,6.0,40.0,396.31,101.05,0.7
84,3.0,4.33,100.0,6.0,6.0,40.0,1195.98,101.26,0.68
85,1.0,26.0,2.0,6.0,1.0,1000.0,4204.55,32.81,0.62
86,3.0,10000.0,2.0,6.0,3.0,55.0,7275.57,37214.25,0.76
87,3.0,340.0,100.0,6.0,3.0,40.0,8667.9,710.9,0.52
88,3.0,37.0,100.0,1.0,6.0,40.0,5691.0,146.28,0.59
89,1.0,34.33,100.0,3.0,1.0,10.0,2631.11,108.86,0.65
90,1.0,253.5,4.0,2.0,1.0,1000.0,6069.92,334.54,0.58
91,1.0,253.5,6.0,3.0,6.0,1000.0,7632.88,163.73,0.54
92,3.0,4.33,100.0,3.0,6.0,40.0,1220.45,102.25,0.68
93,1.0,4.33,100.0,6.0,3.0,1000.0,410.43,104.01,0.7
94,1.0,10000.0,4.25,1.0,6.0,55.0,22054.25,5609.73,0.24
95,3.0,10000.0,4.67,2.0,3.0,40.0,8581.4,32130.67,0.69
96,1.0,10000.0,4.67,3.0,12.0,40.0,16626.33,5521.13,0.36
97,1.0,10000.0,4.67,3.0,1.0,40.0,4656.57,16804.0,0.65
