Cluster,Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-,d2h
0,3.0,242.2,2.8,1.0,1.0,1000.0,6941.38,1872.05,0.56
1,3.0,124.22,4.0,1.0,12.0,20.0,9070.74,336.54,0.51
2,3.0,28.25,1.75,2.0,3.0,1000.0,10507.67,77.08,0.48
3,3.0,667.0,100.0,1.0,1.0,40.0,7207.1,2519.7,0.55
4,3.0,37.0,2.67,3.0,3.0,1000.0,13014.3,83.74,0.42
5,3.0,173.5,1.83,2.0,12.0,40.0,15289.98,271.05,0.37
6,1.0,34.33,100.0,3.0,6.0,1000.0,2991.46,104.7,0.64
7,1.0,337.17,2.0,6.0,6.0,85.0,11359.2,196.07,0.46
8,3.0,37.33,5.0,6.0,12.0,1000.0,15332.97,69.89,0.37
9,1.0,400.0,2.67,2.0,6.0,1000.0,18088.33,232.65,0.31
10,1.0,220.8,3.5,2.0,3.0,64.0,7580.01,158.77,0.54
11,3.0,1000.0,7.67,6.0,6.0,70.0,28847.67,1474.43,0.07
12,3.0,1000.0,2.33,1.0,6.0,40.0,17781.67,2479.23,0.32
13,1.0,37.33,4.33,3.0,6.0,100.0,10529.13,28.04,0.48
14,3.0,41.0,4.2,1.0,6.0,1000.0,8914.84,105.86,0.51
15,3.0,260.2,1.8,6.0,3.0,1000.0,13059.14,672.03,0.42
16,1.0,6.6,5.0,3.0,6.0,1000.0,7753.16,8.92,0.54
17,3.0,235.44,4.44,6.0,3.0,60.0,11887.43,532.15,0.45
18,1.0,444.57,4.14,6.0,3.0,35.71,11893.17,291.05,0.45
19,3.0,277.88,3.12,1.0,3.0,66.25,12841.86,674.98,0.42
20,1.0,34.33,1.67,1.0,3.0,1000.0,6134.13,31.57,0.57
21,1.0,21.2,4.8,6.0,12.0,82.0,4519.62,22.37,0.61
22,1.0,375.75,4.0,3.0,1.0,66.25,5322.34,381.01,0.59
23,1.0,402.62,3.25,1.0,1.0,55.0,8495.59,440.1,0.52
24,3.0,4.67,100.0,1.0,3.0,70.0,1310.61,113.46,0.68
25,3.0,1.67,4.67,1.0,6.0,100.0,6541.17,8.08,0.56
26,3.0,370.0,2.67,3.0,1.0,10.0,7756.6,4750.93,0.54
27,1.0,220.8,3.2,3.0,3.0,28.0,6942.84,152.73,0.56
28,1.0,34.0,4.33,1.0,12.0,1000.0,6657.67,25.75,0.56
29,3.0,280.0,1.75,2.0,1.0,1000.0,7743.87,2177.31,0.54
30,3.0,335.5,3.5,6.0,12.0,55.0,14765.9,673.64,0.38
31,1.0,376.88,2.12,2.0,1.0,66.25,5855.65,450.94,0.58
32,1.0,28.0,5.5,1.0,3.0,32.5,7017.95,28.03,0.55
33,1.0,145.57,2.0,1.0,12.0,61.43,6069.3,99.65,0.57
34,3.0,404.4,4.8,1.0,1.0,46.0,6798.1,2362.98,0.56
35,3.0,3.5,4.25,6.0,1.0,100.0,8193.17,11.53,0.53
36,1.0,202.17,3.5,6.0,6.0,1000.0,11198.72,114.38,0.46
37,1.0,370.0,3.0,6.0,12.0,1000.0,15249.33,210.92,0.37
38,3.0,42.6,3.8,2.0,1.0,46.0,7580.72,155.86,0.54
39,3.0,1.33,4.67,3.0,6.0,10.0,5743.6,6.92,0.58
40,1.0,370.0,2.67,2.0,12.0,1000.0,17799.0,208.88,0.31
41,3.0,67.33,2.0,2.0,6.0,1000.0,12830.0,161.27,0.42
42,1.0,275.5,4.0,1.0,6.0,1000.0,8242.89,194.49,0.53
43,3.0,184.5,1.83,3.0,12.0,40.0,13186.18,311.4,0.42
44,1.0,70.0,7.0,3.0,12.0,1000.0,12184.13,53.29,0.44
45,1.0,4.75,5.12,6.0,1.0,55.0,4615.42,9.39,0.61
46,3.0,275.75,2.5,3.0,12.0,1000.0,15545.33,422.3,0.36
47,1.0,19.33,4.33,2.0,12.0,55.0,6675.48,14.76,0.56
48,3.0,7.75,3.75,2.0,3.0,77.5,12901.2,17.94,0.42
49,3.0,402.6,3.6,3.0,1.0,1000.0,6564.5,5185.61,0.57
50,3.0,367.0,4.67,2.0,6.0,10.0,14675.6,588.37,0.38
