Cluster,Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-,d2h
0,3.0,222.8,5.0,3.0,6.0,1000.0,16606.46,290.67,0.36
1,1.0,433.0,4.0,1.0,3.0,1000.0,11263.53,317.37,0.47
2,1.0,178.33,4.25,2.0,12.0,70.0,9258.96,90.51,0.52
3,3.0,10000.0,2.25,2.0,12.0,32.5,13818.75,23039.5,0.51
4,1.0,351.42,4.0,6.0,6.0,70.0,10340.58,205.27,0.49
5,1.0,26.0,3.75,1.0,6.0,1000.0,5086.44,25.62,0.6
6,1.0,103.8,3.6,2.0,1.0,55.0,5527.74,128.88,0.59
7,3.0,249.08,3.23,1.0,3.0,58.46,11768.9,623.45,0.46
8,1.0,10000.0,5.0,3.0,6.0,70.0,16001.0,5701.57,0.38
9,3.0,401.38,5.0,2.0,1.0,51.54,6300.19,2866.1,0.58
10,3.0,123.7,4.1,1.0,12.0,55.0,11828.18,221.39,0.46
11,3.0,220.8,100.0,2.0,6.0,82.0,7503.49,384.88,0.55
12,1.0,161.29,3.14,1.0,6.0,74.29,9327.94,110.62,0.51
13,3.0,185.83,100.0,6.0,3.0,25.0,6684.37,423.46,0.57
14,3.0,352.17,3.25,6.0,1.0,70.0,6967.7,4561.14,0.57
15,1.0,670.0,100.0,2.0,3.0,70.0,11119.87,479.48,0.48
16,3.0,235.22,3.89,6.0,12.0,60.0,13322.52,472.17,0.43
17,1.0,260.67,4.0,6.0,12.0,77.5,9214.97,136.76,0.52
18,3.0,111.91,3.27,2.0,6.0,34.55,11623.16,203.42,0.47
19,1.0,278.0,100.0,2.0,1.0,55.0,4677.79,358.4,0.61
20,1.0,52.17,3.33,2.0,1.0,1000.0,7047.83,68.54,0.56
21,1.0,174.57,4.0,2.0,3.0,1000.0,9866.92,127.24,0.5
22,1.0,132.6,4.3,3.0,1.0,1000.0,6039.54,149.15,0.58
23,1.0,229.13,4.27,1.0,12.0,40.0,10432.65,144.46,0.49
24,1.0,160.0,4.64,6.0,3.0,35.71,7694.9,112.24,0.55
25,3.0,333.1,3.8,6.0,3.0,64.0,15138.72,1066.11,0.39
26,1.0,10000.0,3.75,2.0,12.0,55.0,27885.0,4894.02,0.14
27,3.0,353.67,3.5,2.0,6.0,1000.0,16420.63,565.98,0.37
28,1.0,10000.0,4.67,2.0,6.0,100.0,26376.0,3577.53,0.16
29,3.0,22.8,2.2,1.0,12.0,1000.0,9178.5,59.69,0.52
30,3.0,3.5,2.5,6.0,6.0,1000.0,9753.6,9.02,0.51
31,3.0,268.42,3.33,3.0,1.0,55.0,7134.68,3483.63,0.56
32,1.0,276.88,3.0,2.0,6.0,1000.0,11787.51,159.05,0.46
33,3.0,193.42,4.67,3.0,3.0,47.5,12796.3,451.51,0.44
34,3.0,112.2,4.3,2.0,12.0,46.0,11097.74,169.65,0.48
35,3.0,37.0,100.0,2.0,1.0,1000.0,4312.95,183.23,0.62
36,3.0,62.4,5.4,3.0,3.0,1000.0,13959.76,144.7,0.42
37,3.0,10000.0,4.0,6.0,6.0,32.5,8826.4,32030.0,0.67
38,1.0,265.94,3.47,3.0,6.0,62.94,10145.12,170.14,0.5
39,1.0,132.6,3.6,3.0,3.0,73.0,9293.28,95.24,0.51
40,3.0,194.18,4.82,6.0,6.0,50.91,14132.89,294.53,0.41
41,1.0,275.75,3.75,6.0,3.0,1000.0,8427.25,191.49,0.53
42,1.0,700.0,100.0,6.0,6.0,70.0,14137.23,438.3,0.41
43,1.0,26.0,100.0,1.0,12.0,32.5,2311.7,104.48,0.66
44,3.0,10000.0,4.33,3.0,3.0,1000.0,8349.93,34215.67,0.69
45,3.0,35.83,5.0,3.0,12.0,1000.0,13230.25,67.8,0.43
46,1.0,4.33,2.0,1.0,1.0,1000.0,4737.2,7.86,0.61
47,3.0,153.25,3.12,1.0,1.0,43.75,7362.95,1027.87,0.56
48,1.0,212.09,4.09,1.0,1.0,50.91,6798.81,230.94,0.57
49,3.0,23.5,3.5,1.0,1.0,1000.0,7622.77,94.78,0.55
50,3.0,10000.0,5.0,2.0,3.0,100.0,7751.67,33213.0,0.69
51,3.0,395.0,4.46,3.0,6.0,65.38,17136.99,660.75,0.35
52,1.0,357.11,3.56,6.0,1.0,50.0,7225.07,366.55,0.56
53,1.0,101.67,4.67,1.0,3.0,70.0,5291.18,77.22,0.6
54,3.0,172.15,4.15,2.0,3.0,58.46,11167.31,427.57,0.48
55,1.0,253.25,100.0,3.0,1.0,55.0,2962.49,311.03,0.65
56,3.0,37.33,100.0,6.0,6.0,70.0,6882.49,127.29,0.57
57,1.0,129.5,4.0,3.0,12.0,43.75,8191.04,77.8,0.54
58,3.0,337.0,100.0,6.0,12.0,1000.0,11588.1,697.56,0.47
59,1.0,52.17,3.0,3.0,6.0,1000.0,10307.35,40.56,0.49
60,1.0,10000.0,1.33,2.0,3.0,40.0,10945.73,10015.47,0.5
61,3.0,139.75,4.38,6.0,12.0,1000.0,11979.23,202.37,0.46
62,3.0,202.8,1.8,2.0,1.0,1000.0,6762.9,1649.17,0.57
63,1.0,160.71,100.0,2.0,6.0,48.57,4273.58,168.61,0.62
64,1.0,222.4,3.8,1.0,12.0,1000.0,8870.96,139.14,0.52
