Cluster,Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-,d2h
0,3.0,140.5,3.0,2.0,3.0,66.25,10343.2,354.21,0.5
1,1.0,368.5,4.83,2.0,3.0,1000.0,12956.15,247.15,0.44
2,1.0,28.0,100.0,6.0,6.0,77.5,2279.35,103.57,0.66
3,1.0,222.8,100.0,2.0,12.0,46.0,6108.58,188.31,0.58
4,3.0,10000.0,4.0,3.0,12.0,32.5,15241.25,32362.5,0.59
5,1.0,67.0,100.0,1.0,6.0,70.0,5941.02,110.45,0.59
6,3.0,234.2,2.5,1.0,3.0,46.0,13053.42,598.09,0.44
7,3.0,289.73,4.07,2.0,6.0,46.0,14997.99,475.69,0.4
8,1.0,281.47,4.67,1.0,6.0,34.0,7973.22,188.84,0.55
9,3.0,231.5,4.14,1.0,1.0,35.71,7043.51,1418.65,0.56
10,1.0,158.29,2.86,3.0,6.0,1000.0,6582.11,100.05,0.57
11,1.0,10000.0,4.33,6.0,1.0,40.0,4568.0,15190.33,0.65
12,3.0,205.64,4.27,2.0,1.0,59.09,8251.35,1401.07,0.54
13,3.0,167.64,3.64,6.0,1.0,61.43,7535.59,2080.81,0.55
14,1.0,158.13,3.44,1.0,12.0,66.25,8828.48,108.6,0.53
15,1.0,210.64,2.27,1.0,1.0,50.91,6191.09,229.18,0.58
16,1.0,367.0,100.0,2.0,3.0,55.0,8491.79,293.35,0.53
17,3.0,20.83,6.0,1.0,12.0,1000.0,10324.35,50.15,0.5
18,3.0,366.09,3.45,2.0,12.0,42.73,15805.75,478.26,0.38
19,1.0,5.75,2.25,3.0,3.0,1000.0,7788.5,6.6,0.55
20,3.0,304.43,3.14,6.0,12.0,1000.0,19969.11,703.88,0.3
21,1.0,36.33,1.89,1.0,3.0,50.0,8485.7,32.0,0.53
22,1.0,10000.0,1.67,1.0,1.0,70.0,4594.47,19640.0,0.67
23,3.0,213.15,3.7,1.0,6.0,50.5,11479.23,477.05,0.47
24,3.0,3.5,3.75,6.0,1.0,1000.0,8258.5,12.1,0.54
