Cluster,Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-,d2h
0,3.0,352.17,4.83,1.0,3.0,1000.0,13216.23,782.61,0.42
1,3.0,151.88,5.13,2.0,6.0,32.5,10907.05,253.36,0.47
2,3.0,37.33,4.33,6.0,12.0,1000.0,15009.97,72.63,0.39
3,1.0,275.75,3.25,2.0,6.0,1000.0,9977.28,153.37,0.49
4,3.0,46.14,2.71,3.0,6.0,61.43,13169.11,105.78,0.42
5,3.0,302.5,7.75,2.0,12.0,10.0,19441.25,439.78,0.29
6,3.0,503.0,5.5,3.0,12.0,1000.0,20529.95,760.88,0.27
7,1.0,203.8,4.7,2.0,6.0,64.0,8179.51,130.1,0.53
8,3.0,52.17,6.0,1.0,12.0,1000.0,11111.43,126.34,0.47
9,3.0,367.33,100.0,6.0,3.0,70.0,12541.19,685.34,0.44
10,3.0,203.0,5.0,1.0,6.0,100.0,9323.84,564.54,0.51
11,1.0,265.63,2.75,1.0,1.0,43.75,6830.3,284.13,0.56
12,1.0,502.33,4.17,6.0,12.0,55.0,13181.45,269.74,0.42
13,1.0,53.0,2.0,6.0,6.0,1000.0,10776.62,42.21,0.48
14,3.0,50.67,4.67,6.0,3.0,70.0,10312.75,117.39,0.49
15,1.0,337.33,100.0,2.0,3.0,10.0,5811.88,291.0,0.58
16,1.0,329.0,2.71,6.0,12.0,1000.0,12949.47,177.72,0.43
17,1.0,1.33,7.67,1.0,12.0,1000.0,1424.49,9.33,0.68
18,1.0,300.86,3.14,2.0,12.0,48.57,10857.8,155.35,0.47
19,3.0,303.29,2.0,1.0,12.0,48.57,13478.47,726.38,0.42
20,3.0,289.29,2.57,1.0,3.0,74.29,12163.5,697.12,0.45
21,3.0,4.33,100.0,6.0,12.0,70.0,1201.42,101.73,0.68
22,1.0,27.25,4.0,2.0,3.0,43.75,7165.72,22.79,0.55
23,1.0,16.71,3.71,6.0,1.0,48.57,4573.33,19.9,0.61
24,3.0,158.29,5.57,2.0,3.0,48.57,9013.91,404.96,0.51
25,1.0,317.29,3.14,2.0,3.0,1000.0,12087.73,212.22,0.45
26,3.0,37.33,100.0,2.0,12.0,40.0,7141.64,132.54,0.55
27,1.0,50.75,100.0,6.0,3.0,55.0,4248.28,109.36,0.62
28,3.0,28.25,100.0,3.0,3.0,10.0,4481.06,132.36,0.61
29,3.0,460.0,3.6,6.0,1.0,10.0,6427.28,6378.7,0.58
30,1.0,28.25,3.75,2.0,12.0,1000.0,8746.52,20.03,0.52
31,3.0,52.75,1.25,6.0,6.0,77.5,13907.45,113.63,0.41
32,1.0,264.5,3.0,1.0,3.0,55.0,7667.31,190.94,0.54
33,1.0,253.25,4.5,2.0,1.0,77.5,5262.23,299.08,0.6
34,1.0,34.33,4.67,3.0,12.0,1000.0,7394.0,25.2,0.55
35,3.0,1000.0,4.67,1.0,1.0,70.0,6250.53,6390.5,0.58
36,1.0,10000.0,2.0,1.0,3.0,40.0,21099.0,6425.07,0.27
37,1.0,221.7,3.8,3.0,1.0,64.0,5892.95,239.28,0.58
38,3.0,67.33,2.33,3.0,6.0,1000.0,13779.13,148.32,0.41
39,1.0,170.83,3.5,3.0,6.0,1000.0,8194.08,104.81,0.53
40,3.0,172.29,3.14,6.0,12.0,35.71,14514.71,282.64,0.4
41,1.0,253.0,7.75,3.0,6.0,55.0,7125.94,160.44,0.56
42,3.0,52.75,2.25,3.0,3.0,77.5,12877.95,123.22,0.43
43,3.0,28.5,3.75,6.0,1.0,1000.0,7807.2,106.9,0.54
44,1.0,422.4,2.2,6.0,3.0,46.0,12698.04,282.07,0.44
45,1.0,34.67,4.67,1.0,3.0,1000.0,5846.37,33.47,0.58
46,3.0,275.75,2.0,1.0,1.0,1000.0,6577.38,1995.94,0.57
47,3.0,4.67,2.0,2.0,6.0,1000.0,11075.27,11.92,0.47
48,1.0,340.0,4.33,1.0,1.0,1000.0,8201.33,378.96,0.53
