Cluster,Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-,d2h
0,1.0,220.8,5.0,2.0,1.0,1000.0,5367.2,239.62,0.6
1,1.0,34.33,4.67,3.0,6.0,1000.0,6653.52,28.94,0.57
2,3.0,275.5,1.25,1.0,6.0,10.0,9888.25,827.04,0.5
3,3.0,68.67,6.0,6.0,12.0,55.0,16932.02,120.29,0.36
4,1.0,472.86,6.57,1.0,1.0,61.43,9200.27,493.99,0.52
5,1.0,1.33,5.0,1.0,12.0,1000.0,1727.0,7.48,0.67
6,3.0,42.6,3.2,2.0,1.0,46.0,7466.28,163.41,0.55
7,1.0,202.0,1.83,6.0,12.0,40.0,11356.47,118.77,0.47
8,1.0,170.67,4.17,1.0,3.0,70.0,7309.38,117.56,0.56
9,3.0,235.11,1.89,2.0,12.0,70.0,12916.21,350.44,0.44
10,1.0,160.57,2.57,6.0,1.0,48.57,6142.77,169.02,0.58
11,3.0,42.6,5.2,1.0,3.0,64.0,9940.12,109.36,0.5
12,1.0,253.25,2.37,2.0,1.0,43.75,6413.1,294.87,0.58
13,3.0,304.43,2.0,1.0,12.0,48.57,13664.36,725.97,0.42
14,3.0,430.43,4.29,2.0,6.0,74.29,14141.63,672.12,0.41
15,3.0,525.5,6.25,3.0,3.0,1000.0,15030.27,1182.9,0.4
16,1.0,389.38,5.25,2.0,6.0,43.75,11470.62,231.67,0.47
17,3.0,402.6,2.2,6.0,6.0,46.0,17843.06,716.28,0.34
18,1.0,40.0,100.0,1.0,6.0,70.0,3524.46,105.13,0.64
19,1.0,170.83,3.5,1.0,6.0,40.0,7750.78,114.48,0.55
20,1.0,275.75,6.0,3.0,3.0,1000.0,8360.88,192.1,0.53
21,3.0,335.83,1.67,1.0,1.0,25.0,6260.43,2593.76,0.58
22,3.0,303.29,4.14,2.0,3.0,48.57,12187.14,857.27,0.45
23,1.0,33.7,4.5,6.0,6.0,64.0,8860.41,29.53,0.52
24,3.0,444.86,2.14,3.0,3.0,87.14,15343.0,1356.79,0.39
25,1.0,220.8,5.6,2.0,12.0,1000.0,9640.66,127.31,0.51
26,3.0,278.0,5.75,2.0,1.0,1000.0,6847.07,2162.1,0.57
27,1.0,10000.0,4.67,6.0,3.0,10.0,23897.67,4187.07,0.22
28,1.0,169.33,8.5,3.0,12.0,55.0,5377.5,103.71,0.6
29,3.0,300.25,4.25,1.0,1.0,1000.0,6786.7,2000.43,0.57
30,1.0,280.0,100.0,3.0,1.0,77.5,4975.77,341.84,0.61
31,3.0,251.0,1.25,2.0,6.0,1000.0,10182.07,496.89,0.5
32,1.0,1.33,1.67,6.0,1.0,1000.0,2935.2,4.42,0.65
33,1.0,420.6,5.0,6.0,3.0,64.0,10274.14,272.26,0.49
34,3.0,370.0,4.83,6.0,1.0,55.0,7284.2,4732.7,0.56
35,3.0,255.25,4.0,3.0,1.0,1000.0,7194.88,3463.59,0.56
36,1.0,146.71,2.0,2.0,3.0,61.43,7915.89,101.54,0.54
37,3.0,26.5,4.0,3.0,1.0,77.5,8412.35,93.28,0.53
38,1.0,404.2,3.6,2.0,12.0,64.0,12793.18,207.36,0.44
39,3.0,700.0,4.0,6.0,1.0,1000.0,4645.93,9782.31,0.63
40,1.0,67.0,4.67,6.0,3.0,1000.0,8895.9,60.95,0.52
41,3.0,40.0,7.67,1.0,6.0,1000.0,14920.0,94.18,0.4
42,1.0,169.5,4.67,3.0,6.0,40.0,7175.05,105.01,0.56
43,1.0,222.6,3.4,1.0,3.0,1000.0,9565.32,174.39,0.51
44,3.0,334.33,100.0,1.0,1.0,1000.0,3877.9,1151.77,0.63
45,3.0,1.67,4.33,3.0,6.0,10.0,7146.0,7.33,0.56
46,1.0,37.33,1.0,1.0,6.0,1000.0,9295.37,33.56,0.51
47,3.0,422.4,3.8,2.0,12.0,1000.0,19544.96,552.39,0.3
48,3.0,525.5,4.0,6.0,3.0,77.5,14424.25,1942.37,0.41
49,3.0,367.33,100.0,6.0,12.0,40.0,16372.84,509.01,0.37
50,1.0,7.33,4.67,3.0,1.0,70.0,6217.83,12.02,0.58
51,1.0,37.0,4.0,1.0,12.0,40.0,8182.3,29.75,0.54
