Cluster,Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-,d2h
0,1.0,24.4,5.4,3.0,1.0,1000.0,5411.37,32.38,0.6
1,3.0,276.75,4.0,1.0,3.0,1000.0,12227.32,620.8,0.45
2,3.0,172.71,4.36,2.0,6.0,48.57,11308.4,287.26,0.47
3,3.0,26.4,4.0,2.0,1.0,1000.0,9341.56,95.11,0.51
4,1.0,175.2,3.6,3.0,3.0,34.0,10109.29,122.06,0.5
5,3.0,21.0,4.5,6.0,12.0,1000.0,12415.97,42.92,0.45
6,1.0,275.75,3.25,2.0,6.0,1000.0,9977.28,153.37,0.5
7,1.0,253.25,100.0,1.0,1.0,1000.0,2904.02,314.07,0.65
8,3.0,174.64,3.5,3.0,6.0,55.0,14574.69,316.84,0.4
9,3.0,301.64,4.0,2.0,12.0,42.73,16657.64,416.46,0.36
10,3.0,502.17,4.33,3.0,12.0,1000.0,19352.83,755.03,0.3
11,1.0,150.67,4.27,2.0,6.0,64.0,9547.99,96.6,0.51
12,1.0,26.25,100.0,1.0,6.0,77.5,2306.71,103.95,0.66
13,3.0,129.73,4.09,1.0,12.0,1000.0,11867.24,264.49,0.46
14,3.0,278.0,100.0,6.0,3.0,55.0,10072.09,540.08,0.5
15,3.0,236.33,4.67,1.0,6.0,70.0,11355.01,541.95,0.47
16,1.0,249.0,3.08,1.0,1.0,37.69,6546.17,265.92,0.57
17,1.0,353.67,3.58,6.0,12.0,55.0,13734.56,194.36,0.42
18,1.0,188.86,4.29,6.0,6.0,1000.0,12090.2,106.92,0.46
19,3.0,36.22,3.56,6.0,3.0,80.0,11532.5,83.41,0.47
20,1.0,255.5,100.0,2.0,3.0,32.5,4599.81,243.47,0.61
21,1.0,258.11,2.44,6.0,12.0,1000.0,12851.92,140.39,0.44
22,1.0,1.33,7.67,1.0,12.0,1000.0,1424.49,9.33,0.68
23,1.0,352.17,4.5,6.0,1.0,1000.0,6823.08,383.18,0.57
24,1.0,308.57,4.5,2.0,12.0,48.57,12744.16,162.91,0.44
25,3.0,275.53,3.53,1.0,12.0,46.0,11410.55,641.59,0.47
26,3.0,225.07,4.57,1.0,3.0,61.43,11699.34,526.84,0.46
27,3.0,222.6,100.0,6.0,12.0,64.0,10436.05,346.35,0.49
28,1.0,21.6,3.6,1.0,6.0,64.0,5321.96,20.83,0.6
29,3.0,260.83,4.75,2.0,3.0,55.0,11617.79,598.62,0.47
30,1.0,171.62,3.92,2.0,3.0,58.46,8150.87,123.44,0.54
31,1.0,103.0,3.0,6.0,1.0,44.62,6285.02,105.83,0.58
32,1.0,277.75,2.88,2.0,3.0,1000.0,10851.14,186.26,0.48
33,3.0,22.8,100.0,2.0,12.0,46.0,4399.97,119.64,0.62
34,1.0,200.67,100.0,6.0,3.0,70.0,5671.63,191.1,0.59
35,3.0,28.25,100.0,3.0,3.0,10.0,4481.06,132.36,0.61
36,3.0,440.3,3.8,6.0,1.0,46.0,6290.96,6010.12,0.58
37,1.0,420.4,3.6,3.0,3.0,1000.0,10088.62,287.95,0.5
38,3.0,4.8,2.0,6.0,6.0,1000.0,11253.3,11.55,0.47
39,1.0,187.0,3.5,6.0,3.0,1000.0,9549.1,125.37,0.51
40,1.0,30.71,3.14,2.0,12.0,1000.0,8627.03,20.19,0.53
41,3.0,26.11,3.67,6.0,6.0,70.0,12217.73,57.03,0.45
42,1.0,214.5,2.81,1.0,3.0,60.63,8738.83,154.64,0.53
43,1.0,512.3,3.7,2.0,1.0,64.0,7713.11,604.28,0.55
44,1.0,40.8,5.2,3.0,12.0,1000.0,7433.86,32.41,0.55
45,3.0,10000.0,2.0,6.0,6.0,1000.0,9525.0,34415.67,0.7
46,3.0,1000.0,4.67,1.0,1.0,70.0,6250.53,6390.5,0.58
47,1.0,277.83,4.5,3.0,12.0,62.5,11245.53,177.66,0.47
48,1.0,10000.0,2.0,1.0,3.0,40.0,21099.0,6425.07,0.28
49,1.0,422.4,100.0,2.0,6.0,64.0,9327.09,295.51,0.51
50,1.0,10000.0,4.0,3.0,12.0,70.0,16967.0,5216.53,0.36
51,3.0,350.5,3.5,3.0,1.0,25.0,5507.73,4698.37,0.6
52,3.0,34.33,100.0,3.0,12.0,70.0,7047.41,123.04,0.56
53,3.0,10000.0,2.33,6.0,6.0,70.0,8200.87,36787.33,0.75
54,1.0,275.75,100.0,6.0,6.0,32.5,6335.31,227.79,0.58
55,1.0,204.8,3.2,1.0,1.0,1000.0,6458.44,229.5,0.57
56,1.0,389.81,4.0,3.0,1.0,49.38,7169.3,403.72,0.56
57,1.0,10000.0,7.67,6.0,1.0,40.0,4841.57,14676.67,0.64
58,3.0,217.33,6.17,3.0,6.0,1000.0,15616.58,309.53,0.38
59,1.0,170.83,3.5,3.0,6.0,1000.0,8194.08,104.81,0.54
60,3.0,134.33,2.78,6.0,12.0,40.0,13065.61,221.06,0.43
61,1.0,202.8,6.6,3.0,6.0,64.0,6543.37,129.29,0.57
62,3.0,383.09,3.0,3.0,3.0,59.09,11788.39,1292.82,0.46
63,3.0,42.8,3.4,6.0,1.0,1000.0,8059.26,161.33,0.54
64,1.0,269.75,3.33,6.0,3.0,62.5,10327.51,176.8,0.49
65,1.0,187.33,4.67,1.0,3.0,1000.0,8749.45,149.12,0.53
66,3.0,133.5,5.0,3.0,12.0,46.0,14888.77,224.2,0.4
67,3.0,275.75,2.0,1.0,1.0,1000.0,6577.38,1995.94,0.57
68,3.0,173.43,2.86,2.0,1.0,61.43,6963.23,1239.62,0.56
69,3.0,367.0,100.0,3.0,6.0,10.0,14451.55,566.7,0.41
70,1.0,222.6,100.0,2.0,1.0,82.0,3767.37,313.14,0.63
71,1.0,334.33,100.0,3.0,1.0,1000.0,3776.33,368.72,0.63
72,1.0,667.0,100.0,3.0,12.0,70.0,10297.58,437.92,0.49
73,3.0,10000.0,4.33,2.0,12.0,1000.0,14736.67,22917.0,0.51
74,3.0,370.0,100.0,1.0,1.0,1000.0,7613.17,1240.21,0.55
75,1.0,4.33,100.0,3.0,1.0,40.0,394.75,100.4,0.7
76,1.0,50.67,3.33,1.0,12.0,40.0,9000.5,36.48,0.52
77,1.0,503.0,100.0,1.0,12.0,77.5,8640.3,346.63,0.53
78,3.0,3.4,5.2,2.0,6.0,1000.0,8239.68,11.51,0.54
79,3.0,350.83,2.5,3.0,3.0,1000.0,12295.48,1004.24,0.45
80,3.0,19.33,4.33,2.0,12.0,1000.0,9656.87,46.74,0.51
81,3.0,10000.0,2.0,3.0,6.0,10.0,12339.6,27518.0,0.59
82,3.0,187.17,6.33,2.0,3.0,1000.0,11867.65,490.54,0.46
83,3.0,50.5,6.25,3.0,1.0,1000.0,6836.95,180.22,0.57
84,3.0,10000.0,3.6,1.0,3.0,64.0,6899.38,37063.2,0.77
85,1.0,260.2,5.4,1.0,6.0,1000.0,12437.38,171.09,0.45
86,1.0,277.75,5.75,2.0,1.0,1000.0,6702.52,300.4,0.57
87,3.0,10000.0,2.0,6.0,1.0,40.0,7201.83,48387.0,0.88
88,3.0,34.0,100.0,1.0,12.0,70.0,4646.14,143.2,0.61
89,1.0,337.0,100.0,1.0,1.0,10.0,3713.8,451.23,0.63
90,3.0,35.83,4.5,6.0,3.0,1000.0,11442.05,78.45,0.47
91,3.0,10000.0,7.67,2.0,12.0,70.0,13876.0,21721.67,0.52
92,1.0,50.5,100.0,6.0,12.0,55.0,4170.77,110.19,0.62
93,3.0,367.0,100.0,2.0,3.0,1000.0,12104.39,689.73,0.46
94,1.0,337.33,100.0,6.0,12.0,1000.0,6159.51,249.22,0.58
95,3.0,337.0,100.0,3.0,6.0,1000.0,10366.89,490.03,0.49
96,3.0,34.33,1.67,1.0,6.0,1000.0,8783.7,98.62,0.52
