Cluster,Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-,d2h
0,3.0,775.0,2.0,2.0,3.0,1000.0,14465.0,2204.47,0.41
1,1.0,424.0,4.8,2.0,3.0,1000.0,13909.64,298.37,0.42
2,3.0,422.4,3.4,1.0,1.0,1000.0,7288.6,2502.02,0.56
3,3.0,232.4,4.2,1.0,12.0,1000.0,12486.02,476.99,0.45
4,3.0,222.6,3.6,2.0,12.0,1000.0,15277.06,305.09,0.39
5,1.0,640.0,5.2,1.0,1.0,1000.0,9759.94,713.76,0.51
6,3.0,291.82,3.0,3.0,3.0,59.09,11565.28,847.43,0.47
7,1.0,412.4,3.7,1.0,6.0,64.0,10661.64,276.99,0.49
8,3.0,10000.0,3.75,2.0,6.0,55.0,11579.15,23421.25,0.57
9,3.0,196.67,3.5,6.0,12.0,45.0,16115.37,389.24,0.37
10,1.0,202.17,6.0,1.0,3.0,62.5,9045.32,144.46,0.52
11,3.0,163.25,4.0,1.0,3.0,21.25,10148.45,449.72,0.5
12,3.0,40.63,3.25,2.0,12.0,55.0,12970.71,88.63,0.44
13,1.0,232.4,2.9,2.0,6.0,1000.0,11985.6,133.61,0.46
14,3.0,169.17,6.17,1.0,3.0,1000.0,8489.05,395.3,0.53
15,3.0,10000.0,5.0,2.0,1.0,1000.0,7540.17,38767.33,0.78
16,3.0,288.6,4.2,3.0,6.0,58.0,15132.05,453.25,0.39
17,3.0,309.64,4.45,2.0,6.0,42.73,14108.78,514.43,0.41
18,1.0,22.8,6.8,6.0,3.0,1000.0,5619.54,21.63,0.59
19,3.0,316.14,4.14,6.0,12.0,1000.0,18171.37,491.98,0.33
20,3.0,114.6,5.0,3.0,12.0,64.0,13606.1,187.76,0.42
21,3.0,422.4,100.0,2.0,1.0,64.0,6357.92,1739.25,0.58
22,1.0,237.86,3.79,2.0,6.0,55.0,10297.47,143.98,0.49
23,1.0,35.67,6.33,3.0,12.0,1000.0,7524.87,29.64,0.55
