Cluster,Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-,d2h
0,3.0,37.0,10.0,6.0,3.0,1000.0,11830.27,75.48,0.46
1,3.0,152.88,2.87,6.0,6.0,55.0,14184.56,312.46,0.41
2,3.0,172.14,4.14,1.0,3.0,35.71,8937.73,483.53,0.52
3,1.0,52.88,2.25,2.0,12.0,43.75,14254.3,29.58,0.41
4,1.0,172.0,5.83,3.0,12.0,40.0,8551.08,107.96,0.53
5,1.0,23.0,6.6,2.0,6.0,46.0,6669.08,18.92,0.57
6,3.0,186.5,5.17,6.0,3.0,55.0,12868.82,451.67,0.44
7,3.0,275.75,8.0,3.0,6.0,1000.0,14635.67,354.26,0.4
8,1.0,77.5,4.0,2.0,12.0,1000.0,19188.5,42.12,0.31
9,1.0,637.87,3.88,1.0,6.0,32.5,12411.65,428.09,0.45
10,3.0,51.0,7.75,1.0,6.0,32.5,9010.33,134.15,0.52
11,3.0,21.2,2.2,3.0,1.0,28.0,8360.32,79.12,0.53
12,3.0,752.5,4.25,2.0,3.0,1000.0,15108.25,1932.68,0.39
13,3.0,26.0,3.75,3.0,6.0,55.0,8949.6,58.74,0.52
14,1.0,70.0,1.67,2.0,3.0,1000.0,13453.67,52.37,0.43
15,1.0,334.33,4.5,2.0,3.0,85.0,6937.49,234.04,0.56
16,1.0,670.0,2.0,3.0,12.0,1000.0,14592.33,419.02,0.4
17,3.0,185.83,5.0,1.0,3.0,1000.0,11589.45,396.74,0.47
18,1.0,40.0,5.33,3.0,3.0,70.0,12180.33,33.01,0.45
19,3.0,67.0,1.67,3.0,12.0,1000.0,14807.93,138.53,0.4
20,3.0,5.5,2.25,1.0,1.0,1000.0,6846.22,23.57,0.57
21,1.0,280.0,1.75,6.0,12.0,1000.0,14684.5,162.07,0.4
22,3.0,35.83,4.5,2.0,12.0,1000.0,11050.78,76.51,0.48
23,1.0,75.25,3.5,1.0,12.0,1000.0,12073.9,53.24,0.46
24,3.0,253.25,4.0,3.0,3.0,55.0,10993.98,816.56,0.48
25,3.0,264.38,3.12,1.0,1.0,77.5,5874.48,1957.81,0.59
26,3.0,26.4,5.4,3.0,12.0,28.0,16010.14,47.77,0.37
27,1.0,42.6,4.6,6.0,1.0,64.0,5662.71,53.76,0.59
28,1.0,116.11,2.89,6.0,6.0,50.0,8203.57,80.4,0.54
29,1.0,242.4,4.8,2.0,1.0,1000.0,7844.48,266.48,0.54
30,1.0,255.25,2.0,6.0,12.0,32.5,11616.38,131.6,0.47
31,1.0,221.0,100.0,1.0,12.0,28.0,5299.62,203.69,0.6
32,3.0,383.5,3.0,6.0,12.0,40.0,21396.18,781.97,0.26
33,3.0,1.5,4.0,1.0,12.0,55.0,5879.92,7.92,0.59
34,3.0,337.0,100.0,1.0,12.0,100.0,7307.09,826.87,0.56
35,3.0,334.67,100.0,3.0,12.0,70.0,9950.29,542.3,0.5
36,3.0,34.33,4.33,1.0,12.0,1000.0,8113.23,91.73,0.54
37,3.0,367.17,5.67,6.0,1.0,40.0,6122.07,4967.87,0.58
38,1.0,527.5,4.0,2.0,1.0,32.5,8084.23,651.82,0.54
39,3.0,277.75,100.0,2.0,12.0,32.5,13012.49,396.89,0.44
40,1.0,278.0,100.0,1.0,3.0,32.5,6547.57,245.37,0.57
41,3.0,22.8,3.4,2.0,3.0,64.0,9918.8,53.78,0.5
42,3.0,161.71,3.0,2.0,12.0,74.29,14413.1,262.01,0.41
43,1.0,10000.0,5.33,3.0,3.0,70.0,17313.0,5417.6,0.35
44,3.0,340.0,2.33,6.0,6.0,1000.0,21823.33,504.14,0.25
45,1.0,34.33,2.67,1.0,1.0,1000.0,4562.27,43.74,0.61
46,1.0,34.33,1.67,6.0,3.0,70.0,6771.67,31.24,0.57
47,3.0,10000.0,2.0,3.0,1.0,70.0,6141.33,43838.0,0.84
48,3.0,10000.0,4.67,2.0,6.0,40.0,10728.67,22266.0,0.57
