Cluster,Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-,d2h
0,1.0,222.4,5.0,6.0,3.0,1000.0,8561.94,136.1,0.52
1,1.0,111.91,4.0,6.0,1.0,50.91,5631.35,116.87,0.59
2,3.0,800.4,2.4,1.0,6.0,46.0,15990.1,1837.32,0.36
3,1.0,2.83,3.5,6.0,12.0,1000.0,4170.47,7.21,0.62
4,3.0,169.17,4.83,3.0,6.0,40.0,10574.57,282.82,0.48
5,3.0,500.5,3.5,2.0,3.0,1000.0,9097.28,1455.95,0.51
6,1.0,402.75,4.88,2.0,12.0,43.75,16077.12,223.87,0.36
7,1.0,525.25,1.75,1.0,12.0,1000.0,12838.6,338.78,0.43
8,3.0,202.33,3.17,3.0,12.0,70.0,16010.05,331.21,0.36
9,1.0,30.5,6.25,1.0,3.0,1000.0,9167.33,27.62,0.51
10,1.0,574.43,4.43,1.0,1.0,48.57,8473.61,621.32,0.53
11,3.0,7.33,1.67,2.0,1.0,1000.0,9180.8,26.81,0.51
12,1.0,32.29,1.86,3.0,6.0,35.71,9242.91,26.68,0.51
13,1.0,20.67,2.17,3.0,1.0,85.0,5663.28,25.93,0.59
14,3.0,51.0,1.5,2.0,6.0,77.5,11738.2,124.21,0.46
15,1.0,10000.0,6.0,6.0,3.0,55.0,24796.0,4009.45,0.18
16,3.0,5.75,8.0,2.0,12.0,32.5,9493.9,16.84,0.5
17,3.0,188.86,2.14,6.0,12.0,48.57,19147.73,347.07,0.3
18,1.0,34.33,4.67,2.0,3.0,1000.0,5802.17,31.1,0.58
19,3.0,52.75,100.0,6.0,6.0,32.5,9184.32,144.31,0.51
20,3.0,289.25,4.0,6.0,6.0,43.75,17790.36,493.99,0.32
21,3.0,668.67,3.33,1.0,1.0,70.0,6473.2,4419.45,0.57
22,1.0,158.29,4.14,2.0,6.0,22.86,7154.42,95.81,0.55
23,1.0,6.0,2.5,3.0,12.0,77.5,7545.18,7.01,0.55
24,1.0,8.0,3.75,6.0,12.0,32.5,9105.58,9.35,0.51
25,3.0,224.4,3.8,6.0,12.0,1000.0,17850.74,322.79,0.32
26,3.0,42.8,3.6,3.0,1.0,1000.0,9695.98,149.39,0.5
27,1.0,275.75,100.0,6.0,6.0,1000.0,6200.89,210.87,0.57
28,1.0,278.0,2.0,3.0,3.0,55.0,11583.77,181.42,0.46
29,3.0,278.0,6.0,2.0,6.0,1000.0,14441.08,415.45,0.4
30,1.0,337.33,2.67,6.0,1.0,1000.0,7299.7,363.44,0.55
31,1.0,502.75,6.25,1.0,1.0,1000.0,7128.45,562.72,0.55
32,1.0,28.25,1.75,6.0,3.0,32.5,7868.42,25.84,0.54
33,1.0,26.25,6.0,6.0,6.0,77.5,5800.1,23.4,0.58
34,1.0,667.33,100.0,1.0,12.0,40.0,11206.18,428.91,0.47
35,3.0,20.83,3.17,3.0,3.0,70.0,11878.25,51.7,0.45
36,1.0,20.67,5.17,1.0,6.0,55.0,6514.5,20.32,0.57
37,3.0,159.29,2.14,1.0,3.0,48.57,9548.94,442.76,0.5
38,3.0,67.33,7.33,3.0,12.0,1000.0,14217.4,126.04,0.4
39,1.0,242.4,5.2,2.0,3.0,100.0,12208.64,182.75,0.45
40,3.0,28.25,4.0,2.0,1.0,55.0,8586.17,95.73,0.52
41,1.0,422.4,6.8,1.0,6.0,1000.0,12158.3,280.79,0.45
42,1.0,4.67,7.67,1.0,12.0,40.0,3991.5,10.34,0.62
43,3.0,37.33,2.33,2.0,12.0,1000.0,13216.6,78.98,0.42
44,3.0,204.4,4.0,1.0,3.0,1000.0,11399.6,474.81,0.46
45,1.0,667.33,7.33,3.0,6.0,1000.0,12179.3,407.77,0.45
46,3.0,300.25,5.5,6.0,6.0,1000.0,16815.05,416.36,0.35
47,1.0,340.0,100.0,3.0,6.0,70.0,5863.6,264.44,0.58
48,3.0,4.0,3.75,6.0,3.0,55.0,10155.23,10.96,0.49
49,1.0,70.0,4.67,1.0,3.0,70.0,12722.33,54.66,0.43
50,3.0,667.0,100.0,1.0,6.0,70.0,12949.83,1272.45,0.43
