Cluster,Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-,d2h
0,3.0,22.6,6.6,6.0,3.0,1000.0,9741.86,47.12,0.5
1,3.0,293.18,3.36,6.0,6.0,59.09,15781.69,533.39,0.38
2,1.0,28.5,1.75,1.0,6.0,1000.0,8163.67,25.29,0.54
3,3.0,185.92,5.08,1.0,3.0,44.62,9962.34,476.73,0.5
4,1.0,42.6,3.1,2.0,12.0,46.0,11806.71,25.37,0.46
5,1.0,126.22,6.22,3.0,12.0,60.0,8113.35,81.12,0.54
6,3.0,172.23,4.62,3.0,3.0,65.38,11810.91,505.26,0.46
7,1.0,525.5,100.0,3.0,6.0,32.5,10220.48,347.88,0.49
8,1.0,137.35,3.82,2.0,6.0,52.35,7892.27,90.89,0.54
9,3.0,140.75,4.5,6.0,3.0,49.38,12166.78,341.01,0.45
10,3.0,220.8,8.4,3.0,6.0,1000.0,12251.96,285.53,0.45
11,1.0,331.43,5.29,2.0,12.0,1000.0,17924.43,174.53,0.33
12,1.0,379.71,3.79,1.0,6.0,42.14,10278.85,257.28,0.49
13,3.0,132.7,5.9,1.0,6.0,28.0,11294.9,280.66,0.47
14,3.0,37.0,100.0,2.0,3.0,40.0,5582.64,145.54,0.59
15,3.0,256.0,3.38,3.0,1.0,51.54,7325.32,3165.78,0.56
16,3.0,520.0,3.5,2.0,3.0,1000.0,14850.5,1336.12,0.4
17,3.0,35.22,2.89,3.0,6.0,60.0,11373.47,77.74,0.47
18,1.0,367.0,3.17,6.0,1.0,1000.0,6883.89,400.41,0.56
19,1.0,277.75,100.0,2.0,3.0,32.5,6633.29,245.72,0.57
20,1.0,330.29,4.29,2.0,3.0,1000.0,13258.89,232.95,0.43
21,1.0,212.8,4.4,2.0,3.0,73.0,8548.56,149.37,0.53
22,1.0,323.2,4.4,3.0,12.0,1000.0,11260.08,200.72,0.47
23,3.0,146.22,4.89,1.0,3.0,1000.0,11133.39,323.35,0.48
24,1.0,266.75,4.25,3.0,3.0,43.75,11244.22,174.34,0.47
25,3.0,188.71,4.14,3.0,12.0,1000.0,18897.69,274.17,0.31
26,3.0,4.17,3.5,1.0,1.0,1000.0,6300.0,18.72,0.58
27,1.0,176.0,4.14,6.0,12.0,1000.0,11736.5,106.98,0.46
28,3.0,5.5,4.25,6.0,12.0,1000.0,10313.47,14.17,0.49
29,3.0,28.25,5.0,2.0,12.0,1000.0,10581.65,61.3,0.49
30,1.0,257.11,5.11,1.0,12.0,1000.0,10626.65,164.28,0.49
31,3.0,276.0,100.0,3.0,12.0,55.0,12453.22,449.88,0.45
32,1.0,164.25,5.13,1.0,3.0,55.0,9051.7,115.48,0.52
33,3.0,324.54,3.31,1.0,1.0,58.46,6523.88,2115.38,0.57
34,3.0,24.8,100.0,6.0,12.0,46.0,5471.22,115.46,0.59
35,3.0,22.55,5.0,3.0,12.0,59.09,12435.87,44.56,0.45
36,1.0,26.4,5.4,3.0,3.0,1000.0,9747.58,23.48,0.5
37,3.0,10000.0,4.83,6.0,12.0,40.0,9450.05,31109.67,0.66
38,1.0,32.7,4.3,6.0,1.0,46.0,5233.79,41.64,0.6
39,1.0,103.92,3.25,6.0,6.0,55.0,8597.4,74.99,0.53
40,1.0,137.22,4.44,2.0,1.0,1000.0,6945.91,152.12,0.56
41,1.0,337.11,4.67,6.0,12.0,60.0,10860.23,177.27,0.48
42,1.0,221.0,100.0,1.0,12.0,28.0,5299.62,203.69,0.6
43,3.0,383.5,3.0,6.0,12.0,40.0,21396.18,781.97,0.26
44,1.0,152.0,3.62,3.0,6.0,43.75,8098.1,102.83,0.54
45,3.0,382.45,3.45,1.0,12.0,59.09,12176.8,826.01,0.45
46,3.0,204.6,100.0,1.0,12.0,82.0,5041.9,536.84,0.6
47,3.0,34.33,4.33,1.0,12.0,1000.0,8113.23,91.73,0.54
48,3.0,32.14,3.0,2.0,1.0,48.57,8304.43,125.38,0.53
49,1.0,138.62,4.25,3.0,1.0,66.25,4253.91,160.39,0.62
50,1.0,202.8,7.2,2.0,6.0,1000.0,7017.31,124.32,0.56
51,3.0,34.33,100.0,2.0,6.0,10.0,5638.5,132.8,0.59
52,1.0,7.33,2.0,1.0,3.0,1000.0,9276.5,7.42,0.51
53,3.0,357.22,5.44,6.0,1.0,40.0,6495.99,4993.63,0.58
54,3.0,290.25,4.12,6.0,6.0,1000.0,18988.95,424.0,0.31
55,1.0,175.75,4.25,1.0,1.0,43.75,6987.39,195.78,0.56
56,1.0,10000.0,3.33,3.0,3.0,55.0,16666.5,5665.88,0.37
57,1.0,278.0,4.0,2.0,1.0,55.0,7534.9,343.85,0.55
58,1.0,352.17,100.0,6.0,6.0,70.0,7260.49,269.07,0.56
