Cluster,Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-,d2h
0,3.0,17.86,5.57,3.0,12.0,22.86,11100.5,33.95,0.47
1,1.0,37.0,4.67,2.0,3.0,40.0,9182.41,30.92,0.51
2,3.0,50.75,100.0,2.0,12.0,55.0,9373.72,142.92,0.51
3,3.0,10000.0,4.0,2.0,1.0,32.5,6337.02,37516.25,0.78
4,1.0,316.14,3.14,2.0,6.0,48.57,12470.34,192.84,0.44
5,1.0,221.0,2.2,3.0,1.0,46.0,5885.88,224.45,0.58
6,3.0,367.33,3.5,3.0,3.0,25.0,14823.67,986.19,0.39
7,1.0,337.0,100.0,6.0,6.0,100.0,6115.78,267.8,0.58
8,1.0,289.0,5.0,2.0,1.0,43.75,6609.19,353.36,0.57
9,3.0,40.0,2.33,2.0,6.0,10.0,15315.67,89.37,0.38
10,1.0,147.11,3.44,6.0,3.0,40.0,9271.14,103.41,0.51
11,3.0,374.27,3.82,1.0,1.0,59.09,6404.85,2478.4,0.57
12,3.0,222.4,3.6,2.0,12.0,82.0,13620.86,294.7,0.41
13,3.0,28.25,5.75,6.0,6.0,77.5,11738.88,58.4,0.45
14,1.0,35.67,3.33,1.0,6.0,1000.0,7704.28,30.95,0.54
15,1.0,16.0,3.5,1.0,3.0,43.75,5845.56,17.4,0.58
16,3.0,34.67,2.0,2.0,1.0,10.0,9018.27,122.86,0.51
17,1.0,424.0,4.0,3.0,3.0,64.0,13774.0,285.57,0.41
18,3.0,246.44,4.78,6.0,3.0,80.0,12189.36,893.33,0.44
19,1.0,37.0,4.67,2.0,12.0,1000.0,11055.92,25.67,0.47
20,1.0,220.8,2.8,1.0,6.0,46.0,7352.94,153.43,0.55
21,1.0,22.8,3.2,3.0,3.0,1000.0,7413.8,20.32,0.55
22,3.0,187.17,2.67,1.0,6.0,70.0,12537.65,339.57,0.44
23,3.0,34.33,2.33,1.0,12.0,40.0,9017.97,82.16,0.51
24,1.0,278.0,100.0,3.0,12.0,100.0,6542.48,228.01,0.57
25,1.0,37.33,100.0,1.0,1.0,40.0,2820.35,112.94,0.65
26,1.0,146.57,3.0,2.0,12.0,48.57,7620.54,90.27,0.54
27,3.0,224.4,1.8,3.0,1.0,1000.0,8426.04,2659.74,0.53
28,3.0,172.0,2.33,1.0,3.0,55.0,11162.88,317.19,0.47
29,3.0,420.6,5.0,1.0,6.0,1000.0,12144.48,1077.75,0.45
30,3.0,34.67,7.0,3.0,1.0,40.0,6278.47,142.1,0.57
31,3.0,602.2,5.2,3.0,12.0,1000.0,21193.04,902.11,0.25
32,3.0,253.5,6.0,6.0,1.0,1000.0,6938.2,3749.09,0.56
33,1.0,26.25,4.0,1.0,3.0,1000.0,4899.67,26.37,0.6
34,3.0,206.4,3.6,2.0,3.0,1000.0,14446.12,563.48,0.4
35,1.0,10000.0,4.0,1.0,6.0,55.0,23140.5,5161.02,0.22
36,1.0,422.4,4.2,6.0,12.0,64.0,13880.66,237.84,0.41
37,1.0,337.33,3.5,1.0,1.0,1000.0,6950.12,383.84,0.56
38,1.0,3.5,3.5,6.0,12.0,1000.0,5199.34,7.2,0.6
39,3.0,3.5,6.25,2.0,3.0,32.5,8491.23,10.58,0.52
40,3.0,10000.0,5.33,6.0,3.0,40.0,7665.2,39152.33,0.78
41,1.0,500.75,3.5,6.0,6.0,1000.0,10841.58,290.83,0.47
42,1.0,70.0,1.67,6.0,6.0,40.0,13827.0,57.58,0.41
43,1.0,34.33,4.67,3.0,12.0,40.0,6359.63,28.4,0.57
44,3.0,75.25,2.0,1.0,3.0,1000.0,10985.3,196.98,0.47
45,3.0,400.0,7.33,1.0,12.0,1000.0,15890.0,813.92,0.36
46,3.0,334.33,5.33,3.0,3.0,1000.0,8535.07,1117.81,0.52
