Cluster,Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-,d2h
0,1.0,24.6,5.6,2.0,3.0,1000.0,7670.74,22.68,0.55
1,3.0,303.21,3.36,1.0,6.0,61.43,12672.11,706.45,0.45
2,1.0,185.67,2.17,3.0,3.0,1000.0,8545.73,130.17,0.53
3,3.0,186.43,5.57,3.0,12.0,1000.0,14203.43,297.57,0.42
4,3.0,154.25,4.0,1.0,1.0,77.5,7802.5,956.88,0.55
5,1.0,322.6,5.3,3.0,12.0,55.0,10996.42,194.43,0.48
6,1.0,42.6,4.0,3.0,3.0,64.0,9155.22,36.42,0.52
7,1.0,164.5,4.0,1.0,3.0,1000.0,9464.08,129.08,0.51
8,1.0,256.0,4.54,2.0,6.0,51.54,10729.97,165.28,0.49
9,1.0,282.6,3.67,1.0,3.0,64.0,8888.53,204.59,0.53
10,1.0,367.33,100.0,2.0,3.0,1000.0,8473.37,307.73,0.53
11,1.0,160.07,3.21,6.0,12.0,42.14,8749.14,94.82,0.53
12,1.0,220.0,1.83,1.0,1.0,1000.0,9210.43,255.87,0.52
13,3.0,114.5,5.8,3.0,6.0,55.0,13018.83,193.05,0.44
14,3.0,10000.0,4.0,6.0,3.0,55.0,7393.45,35181.5,0.72
15,3.0,52.75,2.0,6.0,3.0,1000.0,13061.2,124.19,0.44
16,3.0,260.83,4.75,6.0,12.0,40.0,15154.3,404.92,0.4
17,3.0,211.45,3.36,3.0,3.0,50.91,12852.7,615.05,0.44
18,1.0,42.6,3.8,3.0,12.0,1000.0,8173.88,35.76,0.54
19,3.0,258.0,2.78,6.0,1.0,1000.0,6686.09,3234.95,0.57
20,3.0,171.54,3.23,1.0,12.0,58.46,10940.74,401.57,0.48
21,1.0,10000.0,2.0,3.0,3.0,70.0,17148.67,5764.13,0.36
22,3.0,100.0,4.33,3.0,3.0,1000.0,14536.0,236.55,0.41
23,1.0,103.54,3.69,6.0,6.0,44.62,9449.06,66.6,0.51
24,1.0,369.0,3.22,6.0,1.0,1000.0,8447.16,400.55,0.53
25,3.0,202.0,4.33,1.0,3.0,1000.0,10923.4,445.49,0.48
26,1.0,255.23,4.08,3.0,1.0,51.54,6268.12,268.66,0.58
27,1.0,237.79,4.43,6.0,1.0,61.43,6517.35,244.28,0.57
28,3.0,242.2,100.0,1.0,12.0,82.0,9658.26,591.65,0.51
29,1.0,317.29,4.43,6.0,12.0,1000.0,13315.25,176.91,0.43
30,3.0,202.17,3.0,2.0,3.0,1000.0,12012.68,615.58,0.46
31,1.0,316.14,2.29,3.0,6.0,87.14,11284.8,206.41,0.48
32,3.0,226.11,5.67,6.0,3.0,60.0,11539.56,701.84,0.47
33,3.0,138.0,3.56,3.0,12.0,60.0,16323.24,234.22,0.37
34,3.0,337.0,2.33,2.0,6.0,1000.0,14214.78,570.2,0.42
35,1.0,381.0,3.57,2.0,12.0,42.14,14237.09,199.91,0.42
36,3.0,224.4,5.2,6.0,12.0,1000.0,18882.74,376.61,0.32
37,3.0,10000.0,4.67,3.0,3.0,1000.0,8437.4,28814.33,0.65
38,1.0,290.57,4.43,3.0,6.0,1000.0,10198.33,179.63,0.5
39,1.0,1.33,100.0,6.0,12.0,70.0,117.86,100.72,0.71
40,3.0,277.13,3.67,3.0,1.0,64.0,7157.0,3618.79,0.56
41,1.0,10000.0,2.0,1.0,6.0,70.0,23333.67,5152.33,0.24
42,3.0,420.6,100.0,1.0,6.0,46.0,10448.34,837.29,0.49
43,1.0,242.2,100.0,6.0,1.0,46.0,5173.29,277.77,0.6
44,3.0,278.0,100.0,3.0,6.0,55.0,12169.81,430.49,0.46
45,1.0,172.23,3.46,1.0,1.0,51.54,5994.77,176.72,0.59
46,3.0,10000.0,1.75,3.0,12.0,32.5,14792.25,33433.75,0.59
47,3.0,10000.0,4.8,2.0,1.0,46.0,6506.28,37949.0,0.75
48,1.0,174.71,3.29,1.0,12.0,1000.0,10623.51,110.76,0.49
49,1.0,352.33,4.67,3.0,1.0,1000.0,7230.15,388.38,0.56
50,1.0,357.11,5.67,2.0,12.0,1000.0,13235.91,190.77,0.44
51,3.0,30.25,100.0,6.0,6.0,32.5,5547.17,125.23,0.59
52,1.0,667.33,100.0,6.0,6.0,70.0,11517.41,433.53,0.47
53,1.0,184.36,4.91,6.0,3.0,50.91,6585.06,125.62,0.57
54,1.0,10000.0,4.33,1.0,1.0,1000.0,4692.23,20170.67,0.66
55,3.0,37.17,1.83,3.0,1.0,1000.0,8609.95,140.29,0.53
56,3.0,335.5,3.67,2.0,12.0,1000.0,14500.92,463.67,0.41
57,1.0,22.8,3.8,2.0,6.0,1000.0,7058.45,18.09,0.56
58,3.0,384.0,3.73,2.0,6.0,59.09,14888.36,629.79,0.4
59,3.0,231.43,3.57,2.0,12.0,42.14,14982.16,323.72,0.4
60,1.0,10000.0,4.0,6.0,3.0,55.0,25279.0,3925.4,0.19
61,1.0,10000.0,2.33,2.0,3.0,70.0,11757.0,9288.63,0.48
62,1.0,109.42,3.25,1.0,6.0,70.0,6693.5,78.2,0.57
63,3.0,28.25,2.0,3.0,6.0,1000.0,12425.45,61.42,0.45
64,1.0,303.14,2.86,6.0,3.0,1000.0,11231.56,189.25,0.48
65,3.0,212.8,2.8,6.0,1.0,91.0,7348.42,2903.98,0.56
66,3.0,10000.0,4.0,1.0,1.0,55.0,6074.62,38201.5,0.76
67,3.0,150.88,4.13,1.0,3.0,66.25,9421.67,349.83,0.51
68,1.0,10000.0,4.33,6.0,12.0,40.0,27242.67,3656.93,0.15
69,3.0,1.67,100.0,1.0,1.0,40.0,461.37,100.51,0.7
70,3.0,123.7,4.4,6.0,6.0,10.0,13713.03,246.91,0.43
71,3.0,10000.0,3.75,6.0,1.0,55.0,7469.5,46781.5,0.82
72,3.0,337.0,100.0,2.0,12.0,10.0,11294.46,465.68,0.48
73,1.0,172.23,2.69,1.0,12.0,58.46,8410.87,111.54,0.54
74,3.0,10000.0,5.75,6.0,12.0,55.0,9985.17,29315.0,0.63
75,3.0,278.0,3.5,2.0,1.0,1000.0,8064.95,2156.83,0.54
76,1.0,240.6,3.6,6.0,6.0,1000.0,11050.04,129.72,0.48
77,3.0,34.33,100.0,2.0,1.0,1000.0,3607.85,181.66,0.63
78,3.0,222.6,3.8,6.0,6.0,1000.0,14353.08,419.62,0.41
79,3.0,294.0,4.82,2.0,1.0,67.27,6611.02,2039.16,0.57
80,1.0,37.33,100.0,2.0,3.0,70.0,3426.83,104.5,0.64
81,1.0,112.8,4.5,2.0,1.0,55.0,5032.63,139.25,0.6
82,1.0,40.0,100.0,3.0,1.0,40.0,3167.13,108.68,0.64
83,1.0,10000.0,5.0,2.0,1.0,100.0,4056.87,24580.67,0.7
84,1.0,37.33,100.0,3.0,3.0,70.0,3220.23,122.73,0.64
