Cluster,Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-,d2h
0,3.0,775.0,2.0,2.0,3.0,1000.0,14465.0,2204.47,0.4
1,3.0,265.5,3.88,1.0,12.0,1000.0,12248.15,536.0,0.44
2,3.0,37.33,4.0,2.0,12.0,1000.0,13454.6,78.56,0.42
3,3.0,525.5,2.25,3.0,3.0,55.0,15303.25,1560.2,0.38
4,1.0,1000.0,2.0,1.0,6.0,70.0,15988.0,667.59,0.36
5,3.0,146.22,3.22,6.0,12.0,40.0,14570.09,350.89,0.39
6,1.0,173.43,7.57,1.0,3.0,74.29,7956.34,124.01,0.54
7,3.0,26.25,4.25,1.0,3.0,32.5,8347.27,74.32,0.53
8,3.0,53.0,4.25,2.0,12.0,55.0,14380.35,116.3,0.4
9,1.0,202.17,3.17,2.0,6.0,1000.0,11579.63,114.11,0.46
10,3.0,250.75,4.25,1.0,3.0,1000.0,7864.55,584.2,0.54
11,3.0,356.33,4.78,3.0,6.0,50.0,15238.49,551.42,0.38
12,3.0,329.0,5.57,2.0,6.0,48.57,14781.59,554.34,0.39
13,1.0,22.8,6.8,6.0,3.0,1000.0,5619.54,21.63,0.59
14,3.0,502.75,3.5,6.0,12.0,1000.0,20757.85,767.49,0.26
15,3.0,160.57,5.29,3.0,12.0,74.29,13342.37,261.74,0.42
16,1.0,151.12,4.0,2.0,6.0,43.75,8517.63,88.04,0.52
17,1.0,35.67,3.17,2.0,3.0,55.0,8387.02,26.55,0.53
18,1.0,500.5,100.0,6.0,1.0,55.0,5122.45,521.45,0.6
19,3.0,527.5,3.5,3.0,3.0,1000.0,17847.0,1084.46,0.32
20,1.0,4.0,4.67,3.0,3.0,1000.0,5015.47,7.73,0.6
21,1.0,3.0,3.6,6.0,1.0,10.0,3658.29,9.15,0.63
22,3.0,5.75,1.75,3.0,1.0,55.0,8897.03,20.18,0.52
23,3.0,370.0,100.0,2.0,3.0,1000.0,12954.97,691.84,0.43
24,3.0,128.5,2.12,6.0,6.0,66.25,13178.3,186.62,0.42
25,3.0,242.4,3.8,1.0,12.0,46.0,13930.32,578.16,0.41
26,1.0,37.0,4.83,6.0,12.0,1000.0,8529.59,30.82,0.52
27,1.0,2.0,7.33,3.0,3.0,40.0,2630.47,8.71,0.65
28,1.0,60.4,3.2,3.0,6.0,46.0,8659.65,50.7,0.52
29,3.0,290.43,4.43,2.0,1.0,61.43,7429.66,1912.75,0.55
30,1.0,30.5,2.75,3.0,1.0,55.0,7122.07,36.97,0.55
31,1.0,4.67,7.33,2.0,12.0,1000.0,4451.17,9.83,0.61
32,1.0,37.17,4.33,3.0,12.0,70.0,9296.67,28.61,0.51
33,1.0,34.67,2.67,6.0,12.0,10.0,7201.1,28.94,0.55
34,3.0,370.0,100.0,2.0,1.0,40.0,7329.17,1438.32,0.55
35,3.0,334.33,100.0,3.0,12.0,1000.0,10660.66,541.36,0.48
36,1.0,444.71,2.86,6.0,6.0,48.57,12727.46,262.45,0.43
37,1.0,255.5,8.25,1.0,3.0,1000.0,9205.72,184.27,0.51
38,1.0,34.0,4.67,3.0,1.0,1000.0,4106.32,44.06,0.62
39,1.0,19.33,4.67,2.0,1.0,55.0,4750.12,26.11,0.61
40,1.0,26.4,3.6,1.0,12.0,64.0,9645.1,21.01,0.5
41,3.0,4.33,2.0,6.0,1.0,1000.0,8496.8,16.15,0.52
42,3.0,7.33,4.33,1.0,6.0,1000.0,13161.13,16.71,0.42
43,3.0,300.25,6.25,2.0,3.0,32.5,12804.2,755.73,0.43
44,1.0,202.17,3.33,1.0,1.0,55.0,6968.65,215.56,0.56
45,1.0,370.0,4.33,2.0,3.0,1000.0,13035.07,258.99,0.43
46,3.0,337.33,100.0,1.0,1.0,1000.0,4740.78,1153.11,0.61
47,3.0,340.0,2.67,1.0,1.0,70.0,7030.03,2274.31,0.56
48,1.0,4.0,4.67,2.0,12.0,40.0,3866.3,7.68,0.62
49,1.0,367.0,1.0,6.0,3.0,40.0,10993.03,245.96,0.47
50,3.0,1000.0,4.0,6.0,1.0,40.0,2843.8,14536.33,0.68
51,3.0,37.0,5.0,2.0,1.0,1000.0,8128.87,130.79,0.53
52,1.0,367.33,100.0,6.0,3.0,40.0,8017.21,282.64,0.53
53,3.0,667.33,2.33,6.0,6.0,1000.0,21008.5,1114.32,0.25
