Cluster,Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-,d2h
0,1.0,124.33,4.78,2.0,1.0,1000.0,4943.1,136.74,0.61
1,1.0,34.33,4.67,3.0,6.0,1000.0,6653.52,28.94,0.57
2,3.0,194.27,4.0,1.0,6.0,34.55,10757.47,560.9,0.48
3,3.0,348.0,3.77,6.0,12.0,51.54,20294.94,819.26,0.29
4,1.0,323.14,4.93,1.0,1.0,61.43,7730.05,346.08,0.55
5,1.0,21.2,3.8,1.0,12.0,1000.0,4728.14,19.71,0.61
6,3.0,337.33,100.0,2.0,6.0,1000.0,9628.27,598.0,0.51
7,3.0,285.33,5.25,2.0,1.0,32.5,6839.71,1977.92,0.57
8,1.0,186.77,3.08,6.0,12.0,51.54,10813.67,106.29,0.48
9,1.0,170.75,4.5,1.0,3.0,47.5,7229.04,120.19,0.56
10,3.0,193.83,2.0,2.0,12.0,77.5,13675.66,301.52,0.42
11,1.0,194.18,3.18,6.0,1.0,42.73,5879.35,208.75,0.59
12,3.0,246.22,4.78,1.0,3.0,60.0,11206.98,533.38,0.47
13,1.0,42.8,4.0,1.0,1.0,1000.0,6130.42,53.47,0.58
14,1.0,260.0,4.19,2.0,1.0,60.63,7027.88,301.1,0.56
15,1.0,37.0,100.0,3.0,12.0,70.0,3061.47,105.08,0.64
16,3.0,265.5,3.63,6.0,12.0,1000.0,16266.42,412.13,0.37
17,3.0,216.47,3.0,1.0,12.0,46.0,11649.71,492.4,0.47
18,3.0,418.08,3.25,2.0,6.0,70.0,13827.55,661.84,0.42
19,3.0,277.88,5.13,3.0,3.0,1000.0,13938.45,627.67,0.42
20,1.0,284.36,4.18,2.0,6.0,34.55,9993.55,170.14,0.5
21,3.0,501.75,3.12,6.0,6.0,43.75,17889.17,916.51,0.34
22,1.0,40.0,100.0,1.0,6.0,70.0,3524.46,105.13,0.64
23,1.0,123.7,4.4,1.0,6.0,37.0,8682.94,85.39,0.53
24,1.0,151.88,5.25,3.0,3.0,1000.0,7525.3,109.28,0.55
25,3.0,242.15,4.23,1.0,1.0,44.62,6465.18,1816.3,0.57
26,3.0,186.42,4.5,2.0,3.0,62.5,10682.23,526.89,0.49
27,1.0,347.22,3.56,6.0,3.0,60.0,10656.12,227.98,0.49
28,3.0,334.33,100.0,3.0,3.0,1000.0,7935.86,596.37,0.54
29,1.0,203.41,3.94,6.0,6.0,62.94,10612.7,129.27,0.49
30,3.0,228.6,4.6,3.0,3.0,76.0,12329.98,682.78,0.45
31,1.0,158.29,4.71,2.0,12.0,1000.0,7848.73,92.59,0.54
32,1.0,380.29,3.79,3.0,3.0,48.57,10945.3,253.66,0.48
33,1.0,247.69,5.54,3.0,12.0,58.46,7818.85,158.05,0.55
34,3.0,352.17,4.5,2.0,1.0,1000.0,6176.67,2807.5,0.58
35,1.0,10000.0,4.67,6.0,3.0,10.0,23897.67,4187.07,0.22
36,1.0,37.0,100.0,6.0,6.0,1000.0,3102.72,106.59,0.64
37,3.0,187.43,3.43,1.0,1.0,1000.0,6916.17,1206.85,0.56
38,1.0,187.17,100.0,3.0,1.0,85.0,3365.46,261.36,0.64
39,3.0,146.11,2.78,2.0,6.0,1000.0,11912.04,303.03,0.46
40,1.0,24.6,5.4,2.0,3.0,1000.0,7556.22,22.09,0.55
