Cluster,Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-,d2h
0,1.0,153.0,5.0,6.0,3.0,88.75,9620.05,105.47,0.51
1,1.0,185.67,3.17,2.0,6.0,1000.0,9002.59,113.79,0.52
2,1.0,335.44,5.44,1.0,12.0,30.0,8104.06,206.42,0.54
3,1.0,224.29,4.14,3.0,6.0,35.71,8007.28,141.85,0.54
4,3.0,34.33,7.33,3.0,1.0,1000.0,7552.03,112.8,0.55
5,1.0,525.5,6.25,3.0,12.0,1000.0,12866.45,311.03,0.44
6,3.0,158.22,5.56,3.0,6.0,1000.0,16303.22,236.67,0.37
7,1.0,336.5,4.58,3.0,12.0,47.5,9849.67,208.29,0.5
8,3.0,303.0,3.55,2.0,12.0,75.45,17725.6,436.26,0.34
9,3.0,203.0,3.94,2.0,3.0,52.35,12340.64,550.53,0.45
10,3.0,222.6,4.2,6.0,6.0,64.0,14878.93,391.77,0.4
11,3.0,276.88,3.25,3.0,6.0,43.75,15085.7,479.65,0.39
12,1.0,258.93,3.79,3.0,1.0,48.57,7787.84,269.83,0.55
13,1.0,332.92,3.31,2.0,1.0,51.54,7042.28,401.66,0.56
14,1.0,300.5,100.0,2.0,1.0,55.0,6475.25,365.59,0.57
15,3.0,242.2,100.0,2.0,1.0,46.0,6257.74,949.1,0.58
16,1.0,141.25,3.5,1.0,6.0,49.38,8076.85,97.81,0.54
17,1.0,404.2,3.8,2.0,1.0,1000.0,8397.56,446.04,0.53
18,1.0,136.11,2.56,3.0,6.0,1000.0,8954.09,89.74,0.52
19,1.0,345.44,4.56,1.0,3.0,1000.0,8310.38,257.42,0.53
20,3.0,153.0,3.88,3.0,3.0,1000.0,13066.3,319.37,0.43
21,3.0,165.38,5.0,2.0,3.0,1000.0,12027.85,434.97,0.46
22,3.0,314.86,5.71,1.0,3.0,1000.0,11096.73,692.89,0.48
23,1.0,219.45,4.91,6.0,6.0,59.09,10308.93,135.3,0.49
24,3.0,291.82,4.82,2.0,6.0,67.27,12432.53,470.83,0.45
25,1.0,111.0,3.18,6.0,1.0,34.55,4913.94,120.98,0.61
26,1.0,163.6,4.67,2.0,6.0,40.0,11160.25,100.99,0.47
27,1.0,292.92,3.17,6.0,12.0,70.0,13072.47,163.5,0.43
28,1.0,253.25,100.0,2.0,12.0,77.5,5366.07,207.99,0.6
29,1.0,95.38,3.15,3.0,3.0,44.62,7172.33,67.77,0.56
30,1.0,222.6,100.0,1.0,1.0,64.0,3848.41,325.19,0.63
31,1.0,10000.0,3.75,3.0,6.0,32.5,16541.5,5486.53,0.37
32,1.0,337.0,100.0,2.0,3.0,1000.0,5728.27,305.0,0.59
33,3.0,10000.0,4.5,1.0,3.0,77.5,6673.42,38407.5,0.76
34,1.0,302.0,5.14,6.0,6.0,1000.0,9802.11,180.49,0.5
35,3.0,474.82,4.55,3.0,12.0,59.09,20553.18,740.98,0.28
36,3.0,16.86,5.43,1.0,12.0,1000.0,7976.39,45.84,0.54
37,1.0,352.33,4.67,6.0,3.0,1000.0,10356.83,225.29,0.49
