Cluster,Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-,d2h
0,1.0,202.41,5.29,1.0,6.0,57.65,9172.62,136.3,0.52
1,3.0,374.27,4.09,3.0,3.0,59.09,11276.15,1250.01,0.47
2,1.0,28.42,4.67,3.0,6.0,47.5,8131.45,24.39,0.54
3,3.0,254.5,4.0,3.0,6.0,1000.0,17260.51,365.98,0.35
4,3.0,337.33,100.0,3.0,1.0,10.0,2278.62,4161.31,0.66
5,1.0,123.6,3.5,6.0,1.0,1000.0,6413.73,136.93,0.57
6,1.0,40.63,6.25,2.0,6.0,77.5,10212.04,27.55,0.5
7,3.0,150.6,3.73,2.0,6.0,52.0,13193.25,242.6,0.43
8,1.0,163.46,2.38,1.0,3.0,51.54,5924.19,123.7,0.59
9,3.0,10000.0,3.17,1.0,1.0,70.0,6167.58,40234.33,0.8
10,1.0,382.64,3.27,2.0,3.0,42.73,9653.89,274.42,0.51
11,3.0,213.7,2.9,2.0,1.0,46.0,7309.15,1562.16,0.56
12,3.0,10000.0,4.67,6.0,3.0,1000.0,6200.9,46303.33,0.86
13,3.0,303.14,4.29,3.0,3.0,1000.0,13459.29,809.08,0.43
14,3.0,146.22,4.11,3.0,12.0,40.0,14559.07,273.01,0.41
15,1.0,294.09,5.0,2.0,1.0,83.64,7310.91,345.88,0.56
16,3.0,180.46,4.62,6.0,12.0,65.38,15496.42,452.86,0.39
17,1.0,10000.0,4.33,1.0,1.0,1000.0,4692.23,20170.67,0.67
18,3.0,123.7,4.7,1.0,12.0,46.0,11541.47,297.6,0.47
19,3.0,302.14,5.07,6.0,1.0,55.0,6379.03,4126.07,0.58
20,3.0,34.33,100.0,6.0,3.0,40.0,5409.28,136.53,0.6
21,1.0,185.83,5.0,2.0,12.0,1000.0,9928.33,107.11,0.5
22,1.0,121.27,4.36,6.0,1.0,67.27,6390.29,126.16,0.58
23,1.0,245.29,3.0,6.0,12.0,35.71,11686.31,140.95,0.46
24,3.0,289.29,3.14,2.0,3.0,48.57,11603.66,825.36,0.47
25,1.0,10000.0,2.0,3.0,6.0,32.5,16426.25,5641.5,0.37
26,3.0,23.0,5.2,1.0,3.0,82.0,9362.68,57.28,0.51
27,1.0,140.75,4.75,3.0,6.0,1000.0,8428.44,92.02,0.53
28,3.0,39.63,3.75,1.0,3.0,1000.0,10072.16,103.43,0.5
29,3.0,120.33,3.92,1.0,6.0,55.0,11786.26,346.49,0.46
30,3.0,36.44,3.78,6.0,6.0,50.0,13713.8,73.72,0.42
31,1.0,187.57,5.0,2.0,1.0,1000.0,6366.54,248.72,0.58
32,1.0,52.75,100.0,3.0,6.0,55.0,4604.46,108.43,0.61
33,1.0,324.54,3.69,6.0,6.0,51.54,9865.36,196.41,0.5
34,1.0,120.9,5.2,1.0,12.0,37.0,5908.09,89.53,0.59
35,1.0,293.91,4.18,3.0,12.0,59.09,10427.09,185.95,0.49
36,3.0,35.44,3.22,2.0,12.0,70.0,11622.67,77.88,0.47
37,1.0,4.67,4.0,6.0,6.0,1000.0,6852.43,7.62,0.57
38,3.0,337.33,100.0,1.0,1.0,100.0,4953.2,1314.58,0.61
39,3.0,34.33,100.0,1.0,6.0,40.0,4576.93,150.45,0.61
40,1.0,348.11,2.0,6.0,3.0,50.0,11850.89,229.29,0.46
41,3.0,187.57,3.86,1.0,6.0,1000.0,12019.36,472.6,0.46
42,3.0,337.0,3.78,2.0,6.0,1000.0,14164.84,601.73,0.41
43,1.0,26.0,100.0,3.0,1.0,77.5,1991.25,106.8,0.67
44,3.0,302.0,4.57,3.0,1.0,74.29,6565.89,3828.68,0.57
45,1.0,10000.0,1.67,1.0,6.0,70.0,23237.67,5044.5,0.23
46,3.0,118.75,3.42,3.0,6.0,62.5,12286.81,217.18,0.45
47,3.0,28.0,4.25,2.0,1.0,1000.0,6572.17,103.64,0.57
48,1.0,343.75,4.25,2.0,12.0,47.5,11072.33,180.32,0.48
49,1.0,10000.0,4.67,2.0,1.0,1000.0,4053.87,24632.0,0.71
50,3.0,370.0,100.0,6.0,1.0,1000.0,4980.03,3745.84,0.61
51,1.0,265.5,5.5,3.0,3.0,60.63,9332.9,179.37,0.51
52,1.0,222.6,3.4,1.0,1.0,1000.0,6191.16,251.41,0.58
53,3.0,35.67,4.67,6.0,12.0,1000.0,12973.5,64.28,0.44
54,3.0,334.0,100.0,2.0,3.0,70.0,6111.63,706.77,0.58
55,3.0,203.0,100.0,6.0,6.0,64.0,6754.66,331.43,0.57
56,3.0,124.4,2.6,1.0,1.0,28.0,7305.62,845.63,0.56
57,1.0,160.71,3.14,3.0,3.0,1000.0,8377.86,110.93,0.53
58,1.0,278.0,1.75,1.0,12.0,1000.0,11490.92,173.49,0.47
59,1.0,288.14,4.0,6.0,12.0,1000.0,9100.21,150.03,0.52
60,3.0,18.14,2.86,2.0,3.0,1000.0,10533.16,47.81,0.49
61,3.0,30.5,2.25,6.0,6.0,1000.0,15984.35,60.96,0.38
62,3.0,422.2,6.8,6.0,1.0,1000.0,5431.2,5876.36,0.6
63,3.0,24.4,5.0,3.0,12.0,1000.0,12474.56,45.82,0.45
64,1.0,224.2,4.2,6.0,3.0,1000.0,10158.72,141.52,0.5
65,1.0,1.0,2.0,2.0,3.0,1000.0,1946.47,5.28,0.67
66,1.0,10000.0,4.33,2.0,12.0,1000.0,30996.33,5196.9,0.09
67,3.0,10000.0,4.67,6.0,3.0,40.0,6185.37,40421.33,0.8
68,1.0,266.75,4.88,3.0,1.0,21.25,7722.16,272.23,0.55
69,1.0,138.11,3.11,3.0,1.0,1000.0,7538.2,141.15,0.55
70,1.0,126.22,4.78,1.0,6.0,1000.0,7900.56,85.34,0.54
71,3.0,203.5,4.67,3.0,1.0,1000.0,7986.22,2154.96,0.54
72,1.0,242.4,100.0,1.0,12.0,64.0,7246.96,205.23,0.56
73,3.0,367.33,100.0,3.0,3.0,40.0,12322.02,855.99,0.45
74,3.0,53.0,100.0,3.0,12.0,55.0,10922.1,134.88,0.48
75,3.0,275.75,6.0,1.0,12.0,1000.0,10890.4,557.66,0.48
76,1.0,10000.0,4.25,6.0,3.0,55.0,24717.25,3968.82,0.2
77,3.0,4.75,3.63,6.0,3.0,43.75,11288.34,11.16,0.47
78,3.0,1.33,100.0,2.0,1.0,40.0,366.14,100.6,0.7
79,3.0,30.25,2.5,6.0,3.0,1000.0,13473.12,68.05,0.43
80,1.0,278.0,100.0,2.0,3.0,55.0,6589.82,244.46,0.57
81,1.0,367.33,100.0,1.0,3.0,1000.0,8207.81,305.97,0.54
82,1.0,37.0,100.0,3.0,3.0,10.0,3130.19,105.8,0.64
83,3.0,289.13,6.0,2.0,12.0,1000.0,16251.12,426.29,0.37
84,1.0,10000.0,1.75,6.0,6.0,32.5,27155.25,3485.05,0.15
85,1.0,3.4,2.0,1.0,1.0,46.0,4155.64,6.88,0.62
86,3.0,277.75,100.0,6.0,12.0,1000.0,13690.58,565.97,0.42
87,3.0,277.75,100.0,2.0,12.0,1000.0,13062.98,365.39,0.44
88,1.0,367.0,100.0,3.0,6.0,1000.0,8483.73,262.96,0.53
89,3.0,37.0,100.0,1.0,6.0,1000.0,5233.17,151.76,0.6
90,1.0,422.4,100.0,6.0,1.0,46.0,5792.9,442.74,0.59
91,1.0,277.75,100.0,6.0,6.0,55.0,6528.46,227.44,0.57
92,1.0,222.4,2.2,2.0,6.0,1000.0,10348.96,124.68,0.49
93,1.0,10000.0,4.67,6.0,1.0,70.0,4824.77,14990.33,0.64
94,1.0,340.0,100.0,2.0,6.0,40.0,6641.01,268.52,0.57
95,3.0,670.0,100.0,1.0,12.0,40.0,13695.93,1391.9,0.42
96,1.0,10000.0,4.67,6.0,12.0,40.0,26064.33,3730.47,0.17
