Cluster,Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-,d2h
0,3.0,4.67,1.33,3.0,6.0,1000.0,12344.77,11.11,0.45
1,1.0,21.2,3.6,1.0,1.0,46.0,3607.92,29.2,0.63
2,3.0,4.0,2.33,3.0,6.0,100.0,9956.27,9.21,0.5
3,1.0,600.6,5.2,3.0,1.0,1000.0,7086.48,634.68,0.56
4,1.0,10000.0,2.0,6.0,6.0,70.0,26971.0,3418.5,0.15
5,3.0,4.33,5.0,6.0,12.0,100.0,9887.53,12.05,0.5
6,1.0,337.33,4.67,2.0,6.0,25.0,10835.68,203.82,0.48
7,3.0,28.5,2.0,1.0,3.0,1000.0,10908.0,78.45,0.48
8,3.0,367.0,1.33,2.0,3.0,1000.0,10991.3,975.8,0.48
9,1.0,188.67,3.17,3.0,3.0,85.0,11140.93,125.47,0.48
10,3.0,70.0,2.0,3.0,3.0,10.0,14841.0,162.6,0.4
11,3.0,276.88,2.87,1.0,12.0,43.75,12484.1,728.66,0.45
12,1.0,370.0,10.0,6.0,1.0,10.0,8529.33,368.71,0.53
13,3.0,4.33,1.67,2.0,12.0,100.0,10184.47,11.3,0.5
14,1.0,276.88,4.13,1.0,12.0,66.25,10371.26,183.48,0.49
15,3.0,5.75,5.75,6.0,6.0,100.0,11949.8,13.24,0.46
16,1.0,50.75,4.0,1.0,3.0,100.0,7484.9,44.8,0.55
17,3.0,42.6,5.2,1.0,3.0,82.0,9842.06,118.58,0.5
18,3.0,10000.0,3.75,6.0,1.0,77.5,7470.75,47922.0,0.83
19,3.0,5.75,6.5,2.0,6.0,55.0,10821.35,14.06,0.48
20,1.0,131.8,4.5,6.0,3.0,46.0,8309.14,93.53,0.53
21,3.0,335.83,3.17,3.0,3.0,1000.0,13437.45,752.12,0.43
22,1.0,367.33,2.33,3.0,3.0,1000.0,11093.6,254.79,0.48
23,1.0,345.33,6.56,2.0,3.0,60.0,8701.02,247.55,0.53
24,3.0,235.0,2.5,3.0,1.0,70.0,8217.22,2574.09,0.54
25,3.0,370.0,100.0,3.0,1.0,10.0,5245.4,4246.56,0.6
26,3.0,367.33,100.0,6.0,3.0,10.0,12199.85,744.19,0.45
27,1.0,28.25,100.0,6.0,12.0,1000.0,2281.77,104.49,0.66
28,1.0,700.0,4.0,1.0,12.0,1000.0,16701.67,435.28,0.36
29,1.0,368.67,4.83,3.0,6.0,40.0,12109.9,239.91,0.45
30,1.0,28.5,3.75,2.0,1.0,1000.0,6232.0,39.29,0.58
31,3.0,26.0,2.5,6.0,1.0,1000.0,7742.67,95.43,0.55
32,1.0,290.57,3.29,2.0,1.0,35.71,8378.24,327.94,0.53
33,3.0,10000.0,4.0,1.0,3.0,55.0,6246.93,38964.0,0.76
34,3.0,276.0,3.5,6.0,3.0,55.0,13266.92,654.73,0.43
35,3.0,50.5,2.0,6.0,1.0,55.0,7025.55,204.52,0.56
36,1.0,52.75,3.75,6.0,3.0,1000.0,10288.98,45.28,0.49
37,3.0,37.0,100.0,2.0,12.0,40.0,7046.32,132.12,0.56
38,1.0,8.0,6.25,2.0,12.0,1000.0,8061.23,10.78,0.54
39,3.0,300.25,2.25,1.0,1.0,32.5,6835.28,2030.1,0.57
40,1.0,10000.0,2.67,3.0,6.0,70.0,16796.67,5622.2,0.36
41,3.0,173.43,6.71,1.0,6.0,61.43,11149.71,415.9,0.48
42,1.0,367.0,4.67,6.0,1.0,1000.0,6611.68,397.54,0.57
43,1.0,10000.0,4.67,6.0,1.0,70.0,4622.93,14816.67,0.64
44,3.0,10000.0,4.0,2.0,12.0,40.0,13150.67,20569.33,0.51
45,1.0,10000.0,4.33,6.0,12.0,70.0,26306.33,3509.03,0.16
46,3.0,34.33,100.0,6.0,1.0,70.0,3608.84,179.45,0.63
47,3.0,37.33,5.0,3.0,12.0,70.0,14733.7,74.87,0.4
48,1.0,251.25,7.75,6.0,12.0,77.5,6896.32,128.15,0.56
