Cluster,Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-,d2h
0,3.0,152.44,4.19,3.0,12.0,43.75,13729.14,250.2,0.43
1,1.0,37.22,5.89,2.0,3.0,50.0,9067.84,31.84,0.52
2,3.0,173.43,100.0,2.0,12.0,61.43,9971.69,290.49,0.5
3,3.0,145.43,5.43,6.0,1.0,1000.0,6589.41,2145.52,0.57
4,3.0,10000.0,4.0,2.0,1.0,32.5,6337.02,37516.25,0.75
5,3.0,10000.0,4.67,6.0,1.0,70.0,5883.47,46762.67,0.84
6,3.0,26.0,100.0,6.0,1.0,55.0,2783.77,159.69,0.65
7,1.0,231.5,2.7,2.0,6.0,37.0,10927.19,142.03,0.48
8,1.0,311.7,2.0,3.0,1.0,46.0,6314.91,317.21,0.58
9,3.0,288.25,3.25,3.0,3.0,43.75,14212.25,768.22,0.42
10,1.0,277.75,100.0,6.0,6.0,100.0,6595.51,229.56,0.57
11,1.0,244.71,4.14,2.0,1.0,35.71,6370.57,303.54,0.58
12,3.0,46.0,3.29,2.0,6.0,22.86,12506.89,103.24,0.45
13,1.0,194.23,2.85,6.0,3.0,51.54,9811.72,136.79,0.51
14,3.0,318.23,3.62,1.0,1.0,58.46,6658.32,2103.24,0.57
15,3.0,285.73,5.09,2.0,12.0,42.73,15771.37,377.36,0.39
16,3.0,4.33,100.0,3.0,3.0,100.0,1203.55,107.24,0.68
17,3.0,34.33,100.0,6.0,6.0,1000.0,5800.44,129.61,0.59
18,3.0,28.25,3.75,6.0,6.0,55.0,12237.79,59.56,0.46
19,1.0,44.86,3.0,1.0,6.0,1000.0,8460.81,38.83,0.54
20,3.0,10000.0,4.0,3.0,3.0,100.0,7478.05,36454.75,0.73
21,1.0,10000.0,3.4,6.0,6.0,64.0,26717.2,3477.08,0.17
22,1.0,95.0,3.58,1.0,3.0,47.5,6095.7,74.83,0.58
23,3.0,240.8,1.6,2.0,1.0,10.0,7827.6,1726.54,0.55
24,1.0,214.5,3.7,3.0,3.0,73.0,10049.45,146.44,0.5
25,1.0,222.4,3.8,3.0,6.0,1000.0,9938.02,136.72,0.5
26,3.0,186.85,4.0,6.0,3.0,65.38,12431.58,656.58,0.45
27,1.0,52.75,3.75,2.0,12.0,1000.0,13367.44,32.51,0.43
28,1.0,171.54,3.85,1.0,6.0,51.54,7387.01,118.66,0.56
29,1.0,242.4,5.2,3.0,12.0,1000.0,11264.7,146.38,0.48
30,3.0,10000.0,6.25,2.0,12.0,55.0,13807.0,21980.5,0.51
31,3.0,24.6,3.6,6.0,3.0,1000.0,12330.16,56.33,0.46
32,1.0,16.57,4.0,3.0,3.0,1000.0,5754.27,16.68,0.59
33,3.0,70.0,100.0,2.0,6.0,40.0,11000.27,166.98,0.48
34,3.0,255.92,2.38,1.0,6.0,51.54,11878.63,545.79,0.47
35,3.0,175.63,4.38,1.0,12.0,77.5,12217.5,351.08,0.46
36,3.0,53.0,100.0,3.0,6.0,77.5,9413.35,150.29,0.52
37,1.0,278.0,100.0,3.0,12.0,100.0,6542.48,228.01,0.57
38,3.0,4.33,100.0,6.0,3.0,1000.0,1201.86,100.99,0.68
39,1.0,34.33,100.0,1.0,3.0,40.0,3079.88,105.06,0.65
40,3.0,219.82,4.0,6.0,1.0,42.73,7489.05,2870.66,0.56
41,1.0,246.33,5.0,3.0,12.0,70.0,9202.44,150.62,0.52
42,1.0,292.36,3.36,3.0,6.0,50.91,9454.27,189.04,0.51
43,1.0,10000.0,4.25,2.0,1.0,77.5,4091.0,24037.25,0.7
44,1.0,360.5,4.25,6.0,12.0,62.5,12841.3,197.74,0.45
45,1.0,30.5,100.0,1.0,1.0,55.0,2341.03,109.92,0.66
46,3.0,367.11,4.56,1.0,12.0,1000.0,12643.67,744.69,0.45
47,1.0,187.38,3.77,2.0,12.0,51.54,13170.68,100.93,0.44
48,3.0,166.5,3.63,1.0,1.0,1000.0,7628.99,1068.92,0.55
49,1.0,253.0,100.0,3.0,1.0,32.5,2937.36,311.0,0.65
50,1.0,251.0,7.75,2.0,3.0,1000.0,5467.18,186.54,0.6
51,1.0,527.5,6.5,6.0,1.0,1000.0,9021.4,550.01,0.52
52,3.0,187.17,2.0,3.0,1.0,1000.0,8017.67,2217.31,0.55
53,3.0,187.17,100.0,1.0,3.0,55.0,6598.07,412.35,0.57
54,1.0,211.45,4.64,1.0,12.0,75.45,9666.48,142.08,0.51
55,3.0,389.25,1.88,6.0,12.0,55.0,17597.2,1012.16,0.35
56,3.0,4.67,7.33,2.0,1.0,1000.0,7932.27,17.97,0.55
57,3.0,186.5,3.67,1.0,3.0,55.0,11178.06,399.75,0.48
58,3.0,10000.0,4.0,2.0,3.0,64.0,8136.96,31997.6,0.68
59,3.0,302.14,4.14,1.0,6.0,1000.0,11966.24,774.29,0.46
60,3.0,122.9,4.1,3.0,1.0,55.0,7774.53,1423.04,0.55
61,1.0,10000.0,2.33,1.0,1.0,40.0,4605.9,21073.0,0.67
62,1.0,28.5,2.0,1.0,12.0,1000.0,8273.3,23.45,0.54
63,3.0,602.2,5.2,3.0,12.0,1000.0,21193.04,902.11,0.27
64,1.0,289.14,6.71,2.0,6.0,1000.0,8837.34,175.21,0.53
65,1.0,34.33,6.0,1.0,3.0,1000.0,5714.68,33.07,0.59
66,3.0,290.43,4.29,2.0,3.0,1000.0,12802.11,782.39,0.45
67,3.0,402.6,3.4,2.0,12.0,1000.0,17403.26,579.65,0.35
68,3.0,334.33,100.0,2.0,12.0,1000.0,10594.88,429.54,0.49
69,1.0,10000.0,3.6,1.0,6.0,46.0,22598.4,5489.4,0.26
70,1.0,10000.0,4.25,2.0,3.0,55.0,10935.73,10657.6,0.5
