Cluster,Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-,d2h
0,3.0,4.67,4.33,3.0,6.0,1000.0,12447.77,11.04,0.44
1,1.0,406.0,3.4,1.0,3.0,1000.0,12098.92,302.69,0.44
2,3.0,10000.0,2.25,2.0,12.0,32.5,13818.75,23039.5,0.52
3,1.0,458.86,3.43,6.0,6.0,61.43,13961.69,266.89,0.4
4,1.0,34.33,1.67,1.0,6.0,1000.0,6473.33,30.43,0.57
5,1.0,4.8,3.4,2.0,1.0,64.0,5760.43,10.39,0.58
6,3.0,352.33,2.17,1.0,3.0,25.0,13681.83,823.23,0.41
7,1.0,10000.0,5.0,3.0,6.0,70.0,16001.0,5701.57,0.37
8,3.0,26.25,1.25,1.0,12.0,77.5,8832.0,66.36,0.52
9,3.0,334.33,100.0,2.0,6.0,100.0,7682.8,540.37,0.54
10,1.0,160.71,3.0,1.0,6.0,61.43,8823.4,109.44,0.52
11,3.0,335.83,3.33,6.0,12.0,40.0,15502.3,674.49,0.37
12,3.0,140.88,3.63,2.0,6.0,32.5,11961.06,249.75,0.45
13,1.0,278.0,100.0,2.0,1.0,55.0,4677.79,358.4,0.61
14,1.0,28.25,1.75,2.0,1.0,1000.0,6312.27,37.75,0.57
15,1.0,28.0,3.5,2.0,3.0,1000.0,7572.8,27.04,0.54
16,1.0,20.83,4.5,3.0,1.0,1000.0,5221.93,30.15,0.59
17,1.0,316.14,4.57,1.0,12.0,22.86,11476.74,195.63,0.46
18,1.0,303.14,4.0,6.0,3.0,48.57,10244.27,205.51,0.49
19,3.0,370.0,3.5,6.0,3.0,55.0,15947.5,1056.94,0.36
20,1.0,10000.0,1.67,2.0,12.0,40.0,25918.67,5306.67,0.16
21,3.0,422.4,4.0,2.0,6.0,1000.0,16694.16,674.43,0.34
22,3.0,322.4,3.5,6.0,1.0,73.0,7109.54,4024.61,0.56
23,3.0,4.33,2.33,6.0,6.0,1000.0,11242.57,10.21,0.46
24,3.0,3.75,1.5,3.0,1.0,55.0,8950.92,13.49,0.51
25,1.0,420.6,3.6,2.0,6.0,1000.0,12225.64,239.09,0.44
26,3.0,158.57,4.43,3.0,3.0,74.29,11614.81,334.44,0.46
27,3.0,34.33,4.67,2.0,12.0,100.0,10574.2,70.63,0.48
28,1.0,302.14,2.14,3.0,6.0,61.43,10114.19,189.37,0.49
29,1.0,41.0,3.6,3.0,3.0,64.0,7478.36,35.71,0.55
30,3.0,50.75,4.25,3.0,12.0,1000.0,13388.58,95.06,0.42
31,3.0,1000.0,3.5,2.0,1.0,55.0,4200.25,7656.25,0.63
32,1.0,46.0,3.14,1.0,1.0,61.43,6709.01,53.14,0.56
33,3.0,40.0,5.0,1.0,1.0,1000.0,8410.97,159.5,0.53
34,1.0,34.0,4.67,6.0,1.0,70.0,3979.58,42.02,0.62
35,1.0,200.5,3.33,1.0,3.0,85.0,7635.53,144.06,0.54
36,1.0,7.0,4.67,3.0,12.0,40.0,8188.69,9.15,0.53
37,3.0,337.0,100.0,6.0,12.0,1000.0,11588.1,697.56,0.46
38,3.0,668.67,3.17,3.0,6.0,55.0,21824.27,1115.68,0.23
39,1.0,10000.0,1.33,2.0,3.0,40.0,10945.73,10015.47,0.49
40,3.0,37.33,5.33,6.0,12.0,1000.0,14083.07,70.93,0.4
41,1.0,278.0,8.25,2.0,12.0,77.5,13119.22,142.78,0.42
42,3.0,334.67,100.0,6.0,3.0,40.0,7254.3,709.26,0.55
43,1.0,4.0,4.33,1.0,12.0,1000.0,3704.93,8.0,0.63
44,3.0,34.0,4.33,1.0,6.0,1000.0,8354.7,83.59,0.53
45,3.0,7.33,5.0,2.0,12.0,1000.0,11827.5,18.08,0.45
46,3.0,67.0,5.33,2.0,3.0,70.0,11030.4,159.29,0.47
47,1.0,28.0,3.75,3.0,1.0,77.5,5191.31,35.39,0.6
48,3.0,10000.0,4.33,1.0,1.0,1000.0,6302.2,43934.0,0.85
49,3.0,277.75,5.75,1.0,6.0,32.5,11621.5,834.01,0.46
50,3.0,30.25,3.5,3.0,12.0,55.0,15213.65,57.04,0.38
51,3.0,367.33,2.0,3.0,1.0,1000.0,7845.53,4590.58,0.54
52,3.0,37.0,1.67,6.0,3.0,1000.0,12156.6,85.4,0.44
53,3.0,10000.0,2.33,6.0,3.0,70.0,7521.2,39604.0,0.79
54,1.0,3.75,2.25,2.0,6.0,32.5,5331.05,6.46,0.59
55,3.0,337.33,2.0,1.0,1.0,40.0,7040.0,2464.58,0.56
