Cluster,Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-,d2h
0,1.0,37.33,3.33,1.0,6.0,40.0,9913.12,30.23,0.5
1,3.0,446.22,4.56,3.0,3.0,60.0,11503.42,1502.05,0.46
2,1.0,32.29,3.29,3.0,6.0,48.57,9040.53,26.76,0.51
3,1.0,240.6,3.8,6.0,1.0,1000.0,6660.47,264.16,0.57
4,1.0,62.4,8.6,2.0,6.0,82.0,12858.32,40.29,0.43
5,3.0,33.14,3.43,2.0,6.0,74.29,12590.53,77.53,0.44
6,1.0,17.0,3.0,1.0,3.0,74.29,5181.27,18.5,0.6
7,3.0,10000.0,3.2,1.0,1.0,64.0,5939.74,42039.6,0.82
8,3.0,18.14,3.29,2.0,1.0,61.43,7907.99,70.25,0.54
9,1.0,21.4,5.2,2.0,3.0,28.0,4589.84,21.15,0.61
10,3.0,422.2,5.4,3.0,3.0,1000.0,13956.1,1128.01,0.41
11,3.0,42.6,3.8,3.0,12.0,64.0,13163.74,86.25,0.43
12,3.0,213.6,3.9,6.0,12.0,73.0,14468.94,548.72,0.4
13,1.0,10000.0,4.33,1.0,1.0,1000.0,4692.23,20170.67,0.67
14,3.0,185.83,5.17,1.0,12.0,55.0,10946.63,446.07,0.47
15,3.0,303.29,5.14,6.0,1.0,22.86,5853.7,4279.79,0.59
16,1.0,23.0,5.4,2.0,12.0,1000.0,7754.6,16.25,0.54
17,1.0,187.0,3.5,6.0,1.0,55.0,6429.03,191.59,0.57
18,1.0,31.86,2.86,6.0,12.0,35.71,9430.47,23.34,0.51
19,1.0,10000.0,2.0,3.0,6.0,10.0,16717.67,5568.53,0.36
20,3.0,37.33,1.67,1.0,3.0,1000.0,11070.8,102.6,0.47
21,3.0,30.25,4.0,1.0,6.0,66.25,11821.41,74.47,0.46
22,3.0,31.14,4.14,6.0,6.0,48.57,12748.46,62.77,0.44
23,1.0,302.5,5.75,2.0,1.0,1000.0,8002.5,398.73,0.54
24,1.0,251.0,4.0,6.0,6.0,32.5,6207.44,147.54,0.58
25,1.0,17.83,5.83,1.0,12.0,25.0,3971.79,18.99,0.62
26,1.0,35.5,4.5,3.0,12.0,70.0,7635.11,30.32,0.55
27,3.0,23.0,2.4,2.0,12.0,82.0,10721.56,50.99,0.48
28,1.0,4.67,4.0,6.0,6.0,1000.0,6852.43,7.62,0.56
29,3.0,172.33,3.5,3.0,6.0,1000.0,16354.2,286.08,0.36
30,1.0,352.17,2.0,6.0,3.0,55.0,10940.83,238.62,0.47
31,3.0,62.2,4.8,1.0,6.0,1000.0,11267.02,161.65,0.47
32,3.0,170.5,3.33,2.0,6.0,1000.0,11457.27,296.7,0.46
33,3.0,402.6,2.4,3.0,1.0,82.0,6660.84,5294.47,0.57
34,3.0,22.6,3.8,3.0,6.0,46.0,9653.32,50.27,0.5
35,1.0,4.0,2.33,2.0,12.0,100.0,4985.83,6.69,0.6
36,1.0,5.75,4.0,2.0,1.0,77.5,5830.9,9.27,0.58
37,1.0,288.0,6.57,3.0,3.0,48.57,7016.59,191.19,0.56
38,3.0,52.75,6.0,6.0,12.0,1000.0,15746.98,93.47,0.37
39,3.0,334.0,100.0,2.0,3.0,70.0,6111.63,706.77,0.58
40,3.0,4.33,100.0,6.0,6.0,70.0,1193.45,101.26,0.68
41,3.0,24.6,1.8,1.0,1.0,10.0,7668.6,93.09,0.54
42,1.0,222.8,3.6,3.0,3.0,1000.0,8716.22,152.77,0.52
43,1.0,367.33,2.0,1.0,12.0,1000.0,11795.9,228.06,0.46
44,1.0,337.0,4.0,3.0,6.0,1000.0,10366.92,211.87,0.49
45,3.0,40.0,2.67,6.0,6.0,1000.0,18064.0,79.08,0.32
46,1.0,370.0,7.0,3.0,1.0,10.0,9285.73,383.37,0.51
47,1.0,34.33,2.33,1.0,6.0,1000.0,5841.6,32.9,0.58
48,3.0,52.75,2.0,3.0,1.0,1000.0,8566.6,198.34,0.53
49,1.0,37.33,100.0,1.0,12.0,100.0,3404.86,103.84,0.64
50,3.0,10.0,7.0,6.0,3.0,40.0,15748.0,20.48,0.37
51,3.0,502.75,7.75,6.0,1.0,1000.0,4566.52,7254.56,0.62
52,1.0,255.25,4.5,6.0,3.0,1000.0,9398.9,157.06,0.51
53,3.0,34.33,10.0,2.0,12.0,1000.0,8201.67,75.38,0.53
