Cluster,F,Smoother,ColorGS,RelaxParameter,V,Jacobi,Line,ZebraLine,Cycle,Alpha,Beta,PreSmoothing,PostSmoothing, TimeToSolution- ,NumberIterations-,d2h
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,59.18,61.54,4.15,4.31,257.29,10.97,0.009
1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,58.55,62.3,3.56,4.13,426.01,32.23,0.052
2,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,60.47,60.53,3.45,3.98,245.85,11.49,0.01
3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,61.57,58.67,4.11,4.18,240.67,18.08,0.024
4,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,60.67,59.72,4.03,4.21,267.63,12.7,0.013
5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,60.05,61.43,3.97,3.75,140.14,8.33,0.004
6,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,61.14,51.42,4.22,4.18,147.45,8.1,0.004
7,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,58.87,62.16,4.0,4.04,106.82,6.3,0.0
8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,59.75,60.19,3.98,4.19,119.6,7.21,0.002
9,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,60.82,58.17,3.74,4.0,349.84,24.21,0.036
10,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,59.91,59.04,3.95,4.09,100.15,8.41,0.004
11,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,62.92,59.01,4.22,3.82,194.59,11.35,0.01
12,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,58.81,60.81,4.28,3.75,256.99,11.05,0.01
13,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,58.43,64.57,3.59,3.46,1101.79,93.06,0.175
14,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,61.73,62.77,4.65,3.91,2169.91,117.98,0.226
15,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,61.8,59.55,4.1,4.04,223.62,19.19,0.026
16,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,51.43,43.57,2.14,6.71,8071.58,501.0,1.0
