Cluster,F,Smoother,ColorGS,RelaxParameter,V,Jacobi,Line,ZebraLine,Cycle,Alpha,Beta,PreSmoothing,PostSmoothing, TimeToSolution- ,NumberIterations-,d2h
0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,58.54,65.0,4.17,3.79,143.01,9.04,0.033
1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,56.35,55.96,4.44,3.46,134.15,6.31,0.009
2,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,65.19,56.32,4.25,4.83,147.04,5.25,0.0
3,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,63.3,59.9,4.54,3.6,138.72,7.78,0.022
4,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,64.86,61.35,4.03,4.41,116.11,9.54,0.038
5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,57.19,67.46,3.98,3.53,1018.48,80.79,0.662
6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,62.13,60.53,4.32,4.96,359.25,23.43,0.159
7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,60.7,60.2,4.36,3.98,114.6,6.16,0.008
8,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,59.31,61.57,3.25,4.51,204.89,10.84,0.049
9,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,56.94,64.8,4.29,3.57,97.82,8.65,0.03
10,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,61.31,52.02,3.21,4.05,202.34,9.95,0.041
11,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,66.82,58.33,4.39,4.09,179.8,7.7,0.021
12,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,58.88,60.37,4.17,4.28,221.29,16.98,0.103
13,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,56.39,59.17,3.28,4.72,396.89,26.56,0.187
14,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,57.82,64.1,3.62,3.95,1542.92,119.38,1.0
15,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,58.75,59.64,4.68,2.36,105.79,8.86,0.032
