Cluster,F,Smoother,ColorGS,RelaxParameter,V,Jacobi,Line,ZebraLine,Cycle,Alpha,Beta,PreSmoothing,PostSmoothing, TimeToSolution- ,NumberIterations-,d2h
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,66.67,53.22,4.47,4.0,180.24,6.69,0.004
1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,59.89,61.63,4.22,4.46,372.32,23.8,0.121
2,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,57.25,63.25,4.38,3.58,158.87,12.72,0.045
3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,64.92,60.42,4.03,3.71,143.49,8.39,0.016
4,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,55.71,64.69,3.84,3.88,94.81,8.04,0.013
5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,58.75,61.92,3.42,3.85,197.85,14.02,0.054
6,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,67.13,52.59,3.72,4.31,175.54,16.72,0.073
7,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,62.71,62.08,3.98,4.1,311.29,13.94,0.054
8,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,61.2,56.5,3.82,3.62,177.2,8.26,0.015
9,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,63.45,65.52,3.9,2.38,1701.94,151.97,1.0
10,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,61.67,56.44,4.0,4.44,111.07,6.11,0.0
11,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,58.43,61.14,4.03,4.57,148.66,8.26,0.015
12,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,57.56,66.78,4.6,3.93,275.83,21.78,0.107
13,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,58.33,66.25,4.75,3.69,655.41,46.03,0.274
14,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,62.44,60.49,3.68,3.44,1425.16,92.05,0.589
15,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,54.05,64.76,3.17,4.67,104.07,6.1,0.0
