Cluster,Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-,d2h
0,1.0,2.0,12.0,4263000.0,2048.0,20163.25,50.9,0.02
1,1.0,1.0,12.0,5334000.0,1024.0,14980.67,65.54,0.22
2,1.0,3.0,1.75,4920500.0,2048.0,10124.19,97.11,0.41
3,2.0,6.0,6.0,3937333.33,2048.0,13086.33,149.64,0.35
4,2.0,1.0,2.0,3704000.0,2048.0,10554.79,198.32,0.49
5,3.0,6.0,12.0,4263000.0,1024.0,18506.75,165.49,0.25
6,2.0,2.0,6.0,5596666.67,2048.0,12920.67,151.1,0.36
7,3.0,2.0,1.71,3484571.43,2048.0,10325.89,306.46,0.65
8,3.0,3.0,12.0,4263000.0,1024.0,18106.25,171.27,0.26
9,2.0,6.0,6.0,4263000.0,512.0,12962.25,152.63,0.36
10,3.0,1.0,2.0,5465333.33,2048.0,10339.67,306.72,0.65
11,3.0,2.0,2.11,4956000.0,1024.0,11109.46,283.41,0.59
12,2.0,1.0,2.0,105000000.0,2048.0,10752.17,193.12,0.47
13,1.0,1.0,2.0,105000000.0,512.0,10921.9,91.02,0.38
14,1.0,6.0,1.88,5444250.0,2048.0,10724.34,91.62,0.39
15,3.0,3.0,2.0,2424250.0,2048.0,11146.23,287.21,0.6
16,1.0,3.0,1.86,3524857.14,512.0,10446.44,94.41,0.4
17,2.0,2.0,1.86,6297142.86,512.0,10690.07,196.71,0.48
18,1.0,1.0,12.0,4263000.0,512.0,15041.0,64.91,0.22
19,3.0,3.0,1.88,6066500.0,1024.0,10813.26,293.82,0.61
20,3.0,3.0,12.0,3937333.33,512.0,17664.0,175.3,0.28
21,2.0,3.0,1.86,3372000.0,2048.0,10711.03,187.77,0.47
22,2.0,3.0,1.88,5542750.0,1024.0,10887.94,183.44,0.46
23,2.0,3.0,2.0,4486600.0,512.0,10998.48,181.74,0.45
24,3.0,1.0,2.0,4868444.44,512.0,10322.77,304.63,0.64
25,1.0,2.0,1.89,3818444.44,2048.0,10782.96,97.47,0.39
26,3.0,3.0,6.0,4263000.0,2048.0,15470.75,200.22,0.36
27,1.0,2.0,12.0,2184000.0,512.0,20500.33,48.02,0.0
28,1.0,1.0,2.1,4565400.0,512.0,11129.9,90.28,0.37
29,3.0,6.0,1.67,3192000.0,512.0,10397.25,301.14,0.64
30,1.0,2.0,1.86,3524857.14,1024.0,10756.73,97.42,0.39
31,2.0,1.0,12.0,4263000.0,2048.0,13913.25,140.75,0.32
32,2.0,1.0,2.12,4688250.0,512.0,10945.61,189.46,0.46
33,3.0,6.0,6.0,5334000.0,2048.0,15413.0,202.28,0.36
34,3.0,2.0,12.0,5334000.0,512.0,16010.33,192.15,0.34
35,1.0,2.0,2.0,105000000.0,512.0,11043.87,95.33,0.38
36,2.0,6.0,12.0,5596666.67,1024.0,15560.33,125.13,0.25
37,1.0,1.0,2.0,5043555.56,1024.0,9728.34,101.55,0.43
38,3.0,2.0,6.0,2184000.0,2048.0,14148.33,218.57,0.42
39,2.0,6.0,2.12,4885250.0,512.0,11266.08,175.29,0.44
40,1.0,6.0,2.22,4490444.44,512.0,11463.41,86.47,0.36
41,1.0,6.0,12.0,3937333.33,2048.0,13941.67,67.12,0.26
42,3.0,1.0,2.0,5433142.86,1024.0,10496.63,300.01,0.63
43,2.0,1.0,9.0,5334000.0,1024.0,13962.33,143.36,0.32
44,2.0,2.0,12.0,3937333.33,1024.0,14085.33,143.47,0.31
45,1.0,2.0,1.71,5320571.43,512.0,10330.2,100.68,0.41
46,2.0,2.0,2.0,3696000.0,1024.0,10888.45,193.7,0.47
47,1.0,3.0,6.0,2184000.0,512.0,12849.33,73.42,0.3
48,1.0,2.0,9.0,2184000.0,512.0,19119.33,51.85,0.06
49,2.0,3.0,9.0,4263000.0,512.0,13815.25,141.56,0.32
50,1.0,3.0,1.89,4402888.89,1024.0,10350.79,95.03,0.4
51,1.0,1.0,9.0,3937333.33,1024.0,14613.33,65.88,0.23
52,3.0,2.0,12.0,4263000.0,1024.0,15674.25,196.53,0.35
53,2.0,6.0,2.0,4635666.67,1024.0,11167.52,179.63,0.45
54,2.0,6.0,2.0,105000000.0,512.0,11081.67,176.07,0.44
55,1.0,1.0,1.71,4834571.43,2048.0,10364.39,95.22,0.4
56,1.0,6.0,1.91,4626727.27,1024.0,10761.22,91.88,0.39
57,2.0,2.0,12.0,5596666.67,512.0,14615.0,140.38,0.29
58,3.0,2.0,9.0,4263000.0,1024.0,15336.0,198.87,0.36
59,3.0,1.0,12.0,5334000.0,512.0,12499.33,239.18,0.49
60,3.0,2.0,2.0,105000000.0,2048.0,10599.37,293.56,0.62
61,2.0,6.0,2.1,4067600.0,2048.0,11154.89,176.18,0.44
62,3.0,1.0,6.0,4263000.0,2048.0,12131.5,249.92,0.51
63,1.0,3.0,9.0,2184000.0,2048.0,12743.67,73.18,0.3
64,1.0,6.0,6.0,2184000.0,1024.0,13164.0,72.66,0.29
65,1.0,2.0,6.0,3937333.33,1024.0,17302.33,56.95,0.13
66,1.0,3.0,12.0,4263000.0,1024.0,12868.75,73.39,0.3
67,3.0,6.0,9.0,5334000.0,1024.0,17364.0,181.17,0.29
68,3.0,2.0,2.0,105000000.0,512.0,10636.53,293.26,0.62
69,3.0,3.0,9.0,3937333.33,1024.0,17257.0,179.02,0.29
70,2.0,2.0,6.0,5596666.67,512.0,12879.33,151.86,0.36
71,2.0,1.0,2.12,3605500.0,1024.0,10793.86,192.13,0.47
72,3.0,3.0,12.0,3937333.33,2048.0,18109.33,171.01,0.26
73,3.0,3.0,9.0,3937333.33,512.0,16715.33,187.76,0.31
74,1.0,3.0,12.0,3937333.33,512.0,13290.0,70.5,0.28
75,3.0,6.0,12.0,5334000.0,2048.0,18505.0,167.31,0.25
76,1.0,6.0,12.0,4263000.0,512.0,13625.5,69.74,0.27
77,3.0,6.0,12.0,4263000.0,512.0,18620.5,170.91,0.26
