Cluster,Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-,d2h
0,2.0,2.0,2.0,105000000.0,512.0,11176.2,188.55,0.6
1,1.0,3.0,6.0,2184000.0,2048.0,12296.33,76.1,0.46
2,2.0,2.0,2.14,4722000.0,1024.0,11771.51,175.35,0.56
3,2.0,3.0,9.0,4263000.0,512.0,13815.25,141.56,0.42
4,3.0,3.0,9.0,2184000.0,2048.0,16978.33,184.55,0.35
5,3.0,6.0,1.5,3018500.0,2048.0,10001.0,310.19,0.81
6,1.0,2.0,2.67,2184000.0,1024.0,13266.33,74.13,0.41
7,3.0,1.0,1.5,5507500.0,1024.0,9604.1,327.49,0.85
8,2.0,2.0,2.5,6342000.0,512.0,11819.75,175.35,0.55
9,1.0,3.0,2.29,5586000.0,2048.0,11405.16,85.51,0.51
10,2.0,3.0,2.25,3215500.0,512.0,11081.9,178.59,0.59
11,3.0,2.0,1.4,2624800.0,1024.0,9530.06,331.23,0.85
12,3.0,6.0,2.6,2624800.0,512.0,12869.6,232.45,0.58
13,2.0,6.0,1.5,1900500.0,2048.0,10717.73,182.6,0.61
14,2.0,1.0,2.0,1900500.0,512.0,10712.42,196.22,0.63
15,1.0,3.0,9.0,2184000.0,1024.0,12581.33,75.95,0.44
16,3.0,2.0,2.75,4263000.0,512.0,12176.25,251.88,0.63
17,2.0,3.0,2.25,656000.0,1024.0,11199.92,179.01,0.59
18,2.0,1.0,2.0,787333.33,2048.0,10690.77,197.21,0.63
19,3.0,6.0,12.0,3937333.33,512.0,18624.0,172.42,0.28
20,3.0,1.0,12.0,4263000.0,512.0,12418.0,239.56,0.6
21,1.0,2.0,2.33,2446666.67,512.0,12093.33,80.72,0.47
22,1.0,3.0,6.0,2184000.0,512.0,12849.33,73.42,0.43
23,2.0,1.0,9.0,2184000.0,1024.0,13812.67,142.71,0.42
24,1.0,3.0,2.33,3674666.67,512.0,11829.67,81.57,0.49
25,1.0,1.0,1.75,4263000.0,512.0,10451.0,94.16,0.57
26,3.0,6.0,12.0,3937333.33,2048.0,18467.0,170.39,0.28
27,1.0,6.0,9.0,5334000.0,1024.0,13110.0,72.22,0.41
28,3.0,3.0,2.0,3462800.0,2048.0,11138.12,285.17,0.72
29,2.0,6.0,2.67,7087333.33,1024.0,11674.0,169.72,0.55
30,1.0,1.0,3.0,5334000.0,1024.0,12529.0,79.8,0.45
31,1.0,6.0,2.0,2948000.0,512.0,11333.5,87.69,0.52
32,1.0,2.0,1.33,2184000.0,2048.0,9029.1,112.67,0.65
33,2.0,6.0,2.0,105000000.0,1024.0,11176.57,179.65,0.59
34,2.0,1.0,2.0,105000000.0,1024.0,10587.47,193.93,0.63
35,1.0,1.0,2.33,5596666.67,2048.0,11276.67,88.84,0.52
36,3.0,6.0,2.0,7940500.0,1024.0,11542.27,270.02,0.68
