Cluster,Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-,d2h
0,2.0,1.0,2.0,4068666.67,1024.0,10680.13,195.07,0.62
1,1.0,2.0,3.0,2184000.0,512.0,14437.0,68.42,0.34
2,2.0,3.0,1.86,3372000.0,2048.0,10821.09,184.28,0.6
3,3.0,1.0,2.2,4486600.0,2048.0,10905.12,287.21,0.71
4,1.0,3.0,2.37,5542750.0,2048.0,11439.89,84.97,0.51
5,2.0,2.0,9.0,5334000.0,2048.0,13656.0,144.78,0.43
6,1.0,6.0,12.0,2184000.0,2048.0,13728.67,68.15,0.38
7,3.0,3.0,2.0,4626727.27,2048.0,11200.95,284.73,0.7
8,3.0,1.0,2.0,4263000.0,1024.0,10354.38,303.59,0.76
9,1.0,2.0,2.0,4868444.44,2048.0,11154.39,93.05,0.53
10,1.0,1.0,1.88,5542750.0,2048.0,10609.25,92.82,0.56
11,2.0,3.0,12.0,3937333.33,2048.0,14305.67,136.48,0.39
12,3.0,2.0,2.0,3605500.0,512.0,10719.19,295.19,0.73
13,3.0,6.0,12.0,4263000.0,2048.0,18544.75,168.43,0.26
14,2.0,3.0,2.22,3818444.44,512.0,11192.52,178.81,0.58
15,1.0,6.0,2.0,3321555.56,2048.0,10799.26,90.39,0.55
16,2.0,3.0,6.0,5596666.67,512.0,12615.67,153.16,0.49
17,1.0,3.0,9.0,3937333.33,512.0,12721.67,73.37,0.44
18,1.0,6.0,1.89,4371555.56,1024.0,10834.33,90.92,0.54
19,1.0,1.0,12.0,4263000.0,2048.0,14720.5,66.44,0.32
20,3.0,1.0,6.0,4263000.0,512.0,11935.75,252.14,0.62
21,2.0,1.0,6.0,2184000.0,1024.0,12674.67,152.95,0.48
22,3.0,6.0,9.0,3937333.33,512.0,17293.67,180.26,0.32
23,1.0,2.0,9.0,4263000.0,512.0,19156.5,51.87,0.08
24,3.0,1.0,9.0,4263000.0,1024.0,12318.5,243.94,0.6
25,1.0,2.0,12.0,5596666.67,1024.0,20027.0,49.25,0.03
26,2.0,2.0,2.12,3640750.0,1024.0,11295.77,185.16,0.58
27,2.0,6.0,2.0,3541600.0,2048.0,11188.13,177.24,0.58
28,3.0,3.0,2.67,6993333.33,1024.0,12830.67,242.44,0.57
29,2.0,3.0,6.0,4263000.0,2048.0,13014.75,154.1,0.47
30,1.0,3.0,6.0,5334000.0,2048.0,12470.67,75.87,0.45
