Cluster,Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-,d2h
0,3.0,3.0,2.33,4200000.0,2048.0,12277.33,248.48,0.61
1,2.0,2.0,2.17,5512333.33,2048.0,11101.8,188.33,0.59
2,2.0,3.0,1.75,5507500.0,1024.0,11107.52,180.06,0.59
3,3.0,3.0,2.67,2446666.67,1024.0,12860.67,241.28,0.58
4,1.0,1.0,12.0,2184000.0,1024.0,14960.33,66.43,0.31
5,1.0,1.0,1.25,4263000.0,1024.0,9755.2,100.3,0.61
6,1.0,3.0,9.0,5334000.0,2048.0,12968.33,72.56,0.42
7,2.0,1.0,2.43,4236000.0,2048.0,11575.33,177.07,0.56
8,2.0,6.0,2.0,4767000.0,2048.0,11178.3,176.69,0.58
9,2.0,6.0,6.0,3937333.33,1024.0,13054.33,148.07,0.46
10,2.0,3.0,12.0,3937333.33,1024.0,14727.0,133.63,0.37
11,1.0,2.0,12.0,5596666.67,1024.0,20027.0,49.25,0.03
12,2.0,3.0,9.0,5596666.67,512.0,13780.0,140.82,0.42
13,3.0,2.0,1.67,5465333.33,2048.0,10064.4,315.33,0.79
14,1.0,1.0,6.0,3937333.33,1024.0,14105.33,68.46,0.36
15,1.0,3.0,6.0,2184000.0,1024.0,12757.33,74.58,0.43
16,2.0,6.0,1.0,4263000.0,512.0,9826.97,196.92,0.66
17,3.0,6.0,9.0,5596666.67,2048.0,17184.33,178.32,0.32
18,2.0,3.0,6.0,5334000.0,1024.0,12892.33,153.4,0.47
19,3.0,1.0,2.0,4956000.0,2048.0,10386.03,304.07,0.76
20,3.0,3.0,12.0,5334000.0,512.0,17765.33,174.33,0.3
21,2.0,2.0,2.0,7558000.0,1024.0,10716.16,194.63,0.62
22,2.0,3.0,2.75,1900500.0,512.0,11638.25,169.7,0.55
23,1.0,2.0,2.0,4458400.0,512.0,11148.44,91.42,0.53
24,1.0,3.0,2.0,2184000.0,1024.0,11747.67,82.09,0.49
25,3.0,3.0,6.0,3937333.33,512.0,15335.33,199.45,0.42
26,2.0,2.0,6.0,5596666.67,1024.0,13114.0,152.29,0.46
27,3.0,6.0,2.17,3890333.33,1024.0,11673.0,270.66,0.66
28,1.0,6.0,2.67,2184000.0,1024.0,12261.67,78.79,0.46
29,1.0,6.0,1.0,2184000.0,512.0,8560.17,112.13,0.68
30,3.0,1.0,2.0,5596666.67,1024.0,11276.0,274.81,0.69
31,2.0,2.0,1.6,2624800.0,512.0,9897.16,212.18,0.67
32,3.0,6.0,2.0,4720000.0,512.0,11311.15,278.25,0.69
33,3.0,2.0,1.0,5596666.67,512.0,8107.1,372.07,0.94
34,2.0,3.0,2.0,5334000.0,2048.0,11692.67,171.6,0.55
35,1.0,1.0,9.0,3937333.33,512.0,15101.67,64.27,0.3
36,1.0,1.0,1.33,2184000.0,512.0,9694.7,102.7,0.61
37,1.0,6.0,1.33,3843333.33,2048.0,9566.5,100.99,0.62
38,2.0,6.0,1.8,4458400.0,1024.0,10904.88,183.38,0.6
39,1.0,1.0,2.0,10500000.0,2048.0,10712.27,91.81,0.55
40,1.0,2.0,9.0,2184000.0,512.0,19119.33,51.85,0.08
41,1.0,2.0,2.25,4460000.0,2048.0,11830.52,88.29,0.49
42,3.0,3.0,1.33,7350000.0,512.0,9412.1,338.45,0.85
