Cluster,Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-,d2h
0,1.0,2.0,6.0,5334000.0,512.0,16847.0,58.56,0.21
1,2.0,6.0,2.12,4920500.0,512.0,11221.33,175.33,0.57
2,3.0,2.0,6.0,4263000.0,1024.0,14144.5,211.99,0.48
3,2.0,1.0,1.89,5421555.56,512.0,10489.83,198.74,0.63
4,2.0,1.0,2.0,4786750.0,2048.0,10864.0,189.5,0.6
5,1.0,1.0,1.86,2773428.57,2048.0,10711.0,92.35,0.55
6,1.0,6.0,2.17,2929333.33,1024.0,11431.33,85.67,0.51
7,3.0,3.0,2.0,3906000.0,512.0,11180.81,287.1,0.7
8,2.0,2.0,12.0,4263000.0,1024.0,14250.25,142.17,0.4
9,2.0,1.0,2.0,4263000.0,1024.0,10442.1,201.47,0.64
10,1.0,2.0,1.67,3890333.33,512.0,10068.33,104.18,0.59
11,3.0,2.0,1.89,4371555.56,2048.0,10446.96,304.92,0.75
12,3.0,1.0,1.67,4767000.0,512.0,9604.38,330.7,0.82
13,1.0,3.0,6.0,4263000.0,2048.0,12297.75,76.34,0.46
14,1.0,6.0,6.0,5596666.67,1024.0,12969.33,72.99,0.42
15,3.0,6.0,12.0,4263000.0,1024.0,18506.75,165.49,0.26
16,2.0,6.0,2.0,2459500.0,2048.0,11010.24,177.72,0.59
17,2.0,2.0,9.0,2184000.0,512.0,14223.67,143.23,0.4
18,1.0,2.0,12.0,4263000.0,512.0,20404.5,48.13,0.01
19,2.0,6.0,12.0,5334000.0,512.0,15347.67,131.17,0.33
20,2.0,3.0,2.17,4635666.67,1024.0,11318.95,176.69,0.57
21,1.0,1.0,6.0,2184000.0,512.0,13966.67,70.6,0.37
22,3.0,6.0,2.0,2768444.44,512.0,11195.34,279.06,0.69
23,2.0,3.0,1.89,3818444.44,512.0,10728.04,186.13,0.61
24,1.0,3.0,12.0,4263000.0,2048.0,12741.75,74.51,0.43
25,2.0,3.0,12.0,4263000.0,1024.0,14722.0,133.45,0.36
26,1.0,2.0,2.0,4174181.82,1024.0,11181.35,93.79,0.53
27,3.0,3.0,2.0,4920500.0,1024.0,11062.35,288.86,0.71
28,1.0,2.0,9.0,3937333.33,512.0,19028.33,52.36,0.09
29,3.0,1.0,2.0,3081750.0,1024.0,10575.99,296.3,0.74
30,1.0,6.0,2.14,4834571.43,2048.0,11011.79,88.91,0.53
31,3.0,2.0,12.0,5596666.67,2048.0,15851.0,192.45,0.39
32,3.0,1.0,12.0,5334000.0,1024.0,12506.0,243.45,0.59
33,3.0,1.0,6.0,4263000.0,1024.0,11807.75,253.79,0.63
34,1.0,3.0,2.0,4298250.0,512.0,10644.89,92.63,0.55
35,3.0,3.0,12.0,2184000.0,2048.0,18139.67,170.82,0.28
36,1.0,1.0,1.71,4236000.0,512.0,10400.61,96.64,0.57
37,2.0,3.0,9.0,4263000.0,2048.0,13830.75,144.05,0.42
38,2.0,3.0,2.0,105000000.0,512.0,10824.2,184.71,0.6
39,2.0,6.0,9.0,3937333.33,512.0,14295.33,142.31,0.39
40,3.0,2.0,2.0,4588666.67,512.0,11226.18,279.3,0.69
41,2.0,1.0,12.0,5596666.67,1024.0,14047.67,137.94,0.4
42,1.0,2.0,1.89,4868444.44,2048.0,10788.06,95.4,0.55
43,2.0,1.0,9.0,5334000.0,2048.0,13919.33,143.13,0.41
44,2.0,2.0,9.0,2184000.0,2048.0,13774.67,145.3,0.42
45,2.0,6.0,6.0,5334000.0,2048.0,13118.33,148.75,0.46
46,3.0,1.0,12.0,2184000.0,2048.0,12573.33,241.21,0.58
47,3.0,6.0,1.78,4284000.0,1024.0,10743.33,292.92,0.73
48,3.0,6.0,6.0,2184000.0,512.0,15553.0,197.6,0.41
49,3.0,2.0,12.0,3937333.33,1024.0,15614.0,198.08,0.4
50,3.0,3.0,9.0,4263000.0,512.0,16750.0,186.07,0.35
51,3.0,1.0,6.0,5596666.67,2048.0,12152.67,250.51,0.61
52,2.0,2.0,2.25,5444250.0,512.0,11425.11,183.02,0.57
53,2.0,1.0,12.0,4263000.0,2048.0,13913.25,140.75,0.41
54,1.0,2.0,9.0,4263000.0,1024.0,19481.75,50.21,0.06
55,3.0,3.0,6.0,5334000.0,1024.0,15404.67,201.26,0.42
56,3.0,2.0,6.0,4263000.0,2048.0,14039.75,218.08,0.49
57,2.0,2.0,2.29,3372000.0,1024.0,11217.5,188.01,0.59
58,3.0,6.0,9.0,3937333.33,512.0,17293.67,180.26,0.32
59,1.0,3.0,1.9,3541600.0,2048.0,10477.65,93.79,0.56
60,1.0,3.0,9.0,4263000.0,1024.0,12609.25,74.96,0.44
61,2.0,1.0,6.0,4263000.0,512.0,13122.75,153.93,0.46
62,2.0,6.0,2.0,105000000.0,1024.0,11176.57,179.65,0.58
63,2.0,3.0,12.0,3937333.33,512.0,14235.67,136.87,0.39
64,3.0,1.0,12.0,4263000.0,512.0,12418.0,239.56,0.59
65,3.0,1.0,9.0,2184000.0,2048.0,12382.0,238.94,0.59
66,2.0,3.0,9.0,3937333.33,512.0,13772.33,142.65,0.42
67,3.0,1.0,2.09,4174181.82,2048.0,10619.96,296.59,0.74
68,3.0,3.0,1.87,4164500.0,2048.0,10914.33,289.48,0.72
69,3.0,3.0,6.0,5596666.67,2048.0,15497.0,201.31,0.41
70,2.0,2.0,2.0,4236000.0,2048.0,11254.14,183.61,0.58
71,1.0,1.0,2.0,4458400.0,1024.0,11004.1,90.86,0.53
72,1.0,6.0,2.0,105000000.0,2048.0,11034.2,89.61,0.53
73,2.0,3.0,6.0,5596666.67,2048.0,13101.67,154.68,0.46
74,1.0,6.0,2.0,4164500.0,512.0,10893.03,91.16,0.54
75,3.0,2.0,6.0,2184000.0,512.0,14145.0,211.22,0.48
76,3.0,2.0,2.11,3818444.44,1024.0,10867.53,291.88,0.72
77,3.0,3.0,9.0,5334000.0,2048.0,16997.0,182.91,0.33
78,3.0,1.0,2.0,105000000.0,512.0,10406.13,301.26,0.75
79,1.0,3.0,12.0,4263000.0,512.0,13003.5,71.57,0.42
80,1.0,6.0,6.0,2184000.0,2048.0,13179.33,71.51,0.41
81,1.0,2.0,2.0,105000000.0,2048.0,11197.73,92.96,0.52
82,2.0,1.0,6.0,3937333.33,1024.0,12857.0,153.09,0.47
83,3.0,2.0,2.0,105000000.0,2048.0,10599.37,293.56,0.73
84,2.0,3.0,6.0,5596666.67,1024.0,13017.33,152.01,0.46
85,1.0,6.0,12.0,2184000.0,1024.0,13898.0,68.78,0.37
86,1.0,3.0,2.0,105000000.0,512.0,10817.63,91.8,0.54
87,3.0,6.0,12.0,5596666.67,512.0,18588.67,171.29,0.27
88,1.0,2.0,12.0,2184000.0,1024.0,20087.0,48.95,0.03
89,1.0,3.0,9.0,4263000.0,512.0,12617.0,74.16,0.44
90,3.0,2.0,12.0,4263000.0,512.0,15980.0,191.5,0.38
91,1.0,3.0,6.0,5334000.0,1024.0,12574.0,76.02,0.44
92,3.0,3.0,9.0,5334000.0,1024.0,17036.0,183.85,0.33
93,3.0,6.0,2.8,3462800.0,2048.0,13500.6,228.18,0.53
94,1.0,3.0,9.0,5334000.0,2048.0,12968.33,72.56,0.42
95,3.0,3.0,2.0,105000000.0,2048.0,10904.43,284.94,0.71
96,1.0,2.0,12.0,5334000.0,2048.0,20239.33,50.76,0.02
97,1.0,3.0,2.0,2660857.14,1024.0,10844.47,90.65,0.54
98,3.0,2.0,2.0,105000000.0,1024.0,10728.97,301.1,0.74
99,2.0,6.0,9.0,4263000.0,1024.0,14430.75,138.4,0.38
100,2.0,6.0,1.83,3060666.67,1024.0,10996.3,180.68,0.59
101,1.0,6.0,9.0,4263000.0,512.0,13294.5,71.97,0.4
102,1.0,6.0,12.0,2184000.0,2048.0,13728.67,68.15,0.38
103,2.0,2.0,12.0,4263000.0,2048.0,14332.5,138.25,0.39
104,3.0,1.0,6.0,5334000.0,512.0,11856.33,252.0,0.63
105,1.0,6.0,12.0,5596666.67,512.0,13694.67,68.94,0.38
106,2.0,2.0,6.0,5334000.0,2048.0,13208.33,150.35,0.45
107,2.0,1.0,2.0,105000000.0,512.0,10638.43,196.16,0.62
108,3.0,6.0,6.0,3937333.33,1024.0,15641.33,197.08,0.4
109,2.0,2.0,2.0,105000000.0,512.0,11176.2,188.55,0.59
110,2.0,3.0,2.0,105000000.0,2048.0,10900.33,182.25,0.6
111,2.0,3.0,2.0,2410800.0,2048.0,10888.34,181.82,0.6
112,1.0,1.0,2.0,105000000.0,2048.0,10621.53,93.98,0.56
