Cluster,Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-,d2h
0,2.0,6.0,12.0,5334000.0,2048.0,15106.0,131.76,0.34
1,3.0,3.0,12.0,4263000.0,1024.0,18106.25,171.27,0.28
2,3.0,6.0,1.8,4039400.0,512.0,10784.33,290.71,0.72
3,2.0,6.0,9.0,3937333.33,2048.0,14438.0,137.46,0.38
4,2.0,3.0,2.25,2983250.0,1024.0,11422.84,175.43,0.56
5,3.0,2.0,2.14,5433142.86,1024.0,11007.99,285.1,0.7
6,2.0,6.0,1.91,4555090.91,512.0,10998.26,179.1,0.58
7,2.0,2.0,9.0,2184000.0,512.0,14223.67,143.23,0.39
8,1.0,2.0,1.8,3960600.0,1024.0,10504.68,98.87,0.56
9,3.0,6.0,1.86,4123428.57,2048.0,11151.54,280.13,0.69
10,2.0,1.0,9.0,5334000.0,1024.0,13962.33,143.36,0.41
11,3.0,6.0,1.71,5586000.0,1024.0,10418.57,306.76,0.75
12,1.0,2.0,9.0,5596666.67,2048.0,19320.0,51.41,0.07
13,3.0,2.0,9.0,5596666.67,1024.0,15320.33,199.66,0.42
14,2.0,2.0,2.0,4565400.0,512.0,10781.52,195.54,0.61
15,2.0,6.0,2.0,3696000.0,2048.0,11055.95,178.31,0.58
16,1.0,2.0,12.0,2184000.0,2048.0,20173.0,50.73,0.02
17,3.0,6.0,9.0,3937333.33,512.0,17293.67,180.26,0.32
18,1.0,6.0,9.0,4263000.0,512.0,13294.5,71.97,0.4
19,3.0,6.0,2.0,105000000.0,512.0,11437.07,272.91,0.67
20,3.0,3.0,1.0,2184000.0,2048.0,8465.6,366.54,0.91
21,3.0,6.0,9.0,4263000.0,1024.0,17404.5,180.22,0.31
22,3.0,3.0,2.0,5509111.11,512.0,11182.31,288.12,0.7
23,2.0,6.0,9.0,4263000.0,512.0,14279.0,141.67,0.39
24,1.0,2.0,2.2,6404800.0,2048.0,11732.06,87.05,0.49
25,2.0,1.0,1.4,4458400.0,2048.0,9437.06,221.48,0.7
26,3.0,1.0,9.0,2184000.0,512.0,12247.33,247.41,0.6
27,1.0,2.0,2.0,105000000.0,2048.0,11197.73,92.96,0.52
28,2.0,2.0,2.6,1572800.0,2048.0,12388.8,161.76,0.5
29,1.0,1.0,1.88,3640750.0,512.0,10687.89,93.73,0.55
30,3.0,6.0,12.0,5334000.0,2048.0,18505.0,167.31,0.26
31,1.0,6.0,6.0,4263000.0,2048.0,13058.75,72.25,0.41
32,3.0,3.0,2.0,105000000.0,512.0,11284.93,287.09,0.69
33,1.0,2.0,6.0,3937333.33,2048.0,17261.67,57.12,0.18
34,2.0,3.0,9.0,5596666.67,1024.0,14062.67,139.75,0.4
35,2.0,1.0,1.78,3906000.0,512.0,10108.74,207.48,0.65
36,1.0,2.0,2.2,4565400.0,512.0,11766.76,87.77,0.49
37,1.0,3.0,1.91,4555090.91,512.0,10590.35,93.05,0.55
38,3.0,3.0,2.0,105000000.0,2048.0,10904.43,284.94,0.71
