Cluster,Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-,d2h
0,3.0,6.0,6.0,3937333.33,1024.0,15641.33,197.08,0.35
1,3.0,6.0,1.9,4039400.0,2048.0,11074.79,287.17,0.6
2,2.0,6.0,2.0,105000000.0,2048.0,11013.4,177.84,0.45
3,1.0,3.0,6.0,4263000.0,1024.0,12563.0,75.67,0.31
4,1.0,1.0,1.78,5421555.56,512.0,10530.81,95.31,0.4
5,3.0,2.0,12.0,5334000.0,2048.0,15561.0,195.91,0.35
6,2.0,6.0,1.88,4263000.0,1024.0,10757.14,183.57,0.46
7,1.0,2.0,1.86,6184571.43,2048.0,10690.49,97.85,0.39
8,1.0,1.0,12.0,5596666.67,512.0,14942.33,65.2,0.22
9,3.0,3.0,2.0,5421555.56,1024.0,11087.09,286.89,0.6
10,3.0,1.0,1.86,4834571.43,1024.0,10384.41,301.65,0.64
11,2.0,3.0,12.0,4263000.0,2048.0,14368.5,135.67,0.29
12,3.0,2.0,2.0,105000000.0,512.0,10636.53,293.26,0.62
13,1.0,6.0,12.0,2184000.0,512.0,13663.67,69.52,0.27
14,1.0,1.0,2.09,4174181.82,2048.0,10970.27,90.22,0.38
15,3.0,2.0,12.0,2184000.0,1024.0,15572.33,197.82,0.35
16,1.0,2.0,2.0,4263000.0,512.0,11160.08,92.27,0.37
17,2.0,3.0,2.0,2660857.14,512.0,11013.77,180.69,0.45
18,1.0,1.0,9.0,5334000.0,512.0,14920.0,65.08,0.22
19,2.0,2.0,1.75,5019000.0,2048.0,10412.61,200.73,0.49
20,1.0,3.0,12.0,3937333.33,512.0,13290.0,70.5,0.28
21,3.0,2.0,9.0,2184000.0,2048.0,15165.67,200.95,0.37
22,3.0,1.0,6.0,5596666.67,2048.0,12152.67,250.51,0.51
23,1.0,3.0,2.2,3960600.0,2048.0,11138.18,87.7,0.37
24,2.0,1.0,12.0,3937333.33,2048.0,13780.67,142.68,0.32
25,3.0,6.0,2.25,3739250.0,1024.0,12110.94,253.62,0.52
26,1.0,6.0,2.0,3906000.0,1024.0,10881.71,91.01,0.38
27,2.0,2.0,2.0,4174181.82,512.0,10915.29,192.93,0.47
28,2.0,1.0,2.12,4263000.0,2048.0,11012.11,187.27,0.46
