Cluster,Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-,d2h
0,3.0,2.0,1.89,4371555.56,2048.0,10397.96,305.28,0.75
1,3.0,2.0,9.0,5334000.0,1024.0,15491.0,199.12,0.41
2,2.0,2.0,9.0,5334000.0,2048.0,13656.0,144.78,0.42
3,2.0,3.0,9.0,2184000.0,1024.0,14216.33,139.13,0.39
4,1.0,1.0,1.33,5465333.33,1024.0,9815.35,99.48,0.6
5,1.0,6.0,9.0,2184000.0,1024.0,13157.0,72.39,0.41
6,2.0,2.0,2.12,4396750.0,512.0,11365.64,183.28,0.57
7,3.0,3.0,2.0,4504333.33,2048.0,11261.17,281.31,0.69
8,1.0,2.0,6.0,3937333.33,512.0,17083.33,57.75,0.19
9,2.0,3.0,2.14,3970571.43,1024.0,11050.11,179.96,0.58
10,2.0,6.0,2.0,5433142.86,512.0,11170.23,176.99,0.57
11,1.0,1.0,2.22,4402888.89,512.0,11359.24,88.12,0.51
12,2.0,2.0,2.0,4263000.0,2048.0,10855.26,192.8,0.6
13,1.0,1.0,12.0,2184000.0,2048.0,14713.33,66.27,0.32
14,3.0,1.0,2.0,3696000.0,1024.0,10277.41,306.22,0.76
15,1.0,3.0,1.88,2459500.0,512.0,10538.14,93.72,0.55
16,2.0,6.0,2.0,4956000.0,1024.0,11076.49,179.83,0.58
17,1.0,2.0,2.12,4885250.0,1024.0,11551.14,89.82,0.5
18,1.0,2.0,2.0,6473333.33,2048.0,11081.38,93.75,0.53
19,3.0,2.0,12.0,4263000.0,2048.0,15761.75,194.22,0.39
20,3.0,2.0,2.0,105000000.0,2048.0,10599.37,293.56,0.73
21,2.0,3.0,2.0,4565400.0,512.0,10994.46,181.51,0.59
22,1.0,6.0,2.0,4984400.0,2048.0,10952.5,89.3,0.53
23,3.0,3.0,6.0,4263000.0,1024.0,15446.5,199.78,0.41
24,3.0,1.0,12.0,2184000.0,512.0,12349.33,238.85,0.59
25,1.0,2.0,12.0,4263000.0,512.0,20404.5,48.13,0.01
26,1.0,3.0,2.14,3412285.71,1024.0,10869.9,90.22,0.54
27,1.0,3.0,2.0,4626727.27,2048.0,10610.32,92.5,0.55
28,1.0,1.0,12.0,4263000.0,512.0,15041.0,64.91,0.3
29,3.0,2.0,2.0,4263000.0,1024.0,10604.26,299.91,0.74
30,2.0,2.0,2.0,4371555.56,1024.0,10557.11,200.65,0.62
31,3.0,3.0,6.0,5334000.0,512.0,15243.67,198.52,0.42
32,3.0,3.0,1.33,4635666.67,512.0,9438.13,340.51,0.84
33,3.0,2.0,1.83,4767000.0,512.0,10598.87,298.51,0.74
34,3.0,1.0,2.12,3739250.0,512.0,10633.11,295.82,0.73
35,2.0,1.0,1.89,4956000.0,1024.0,10439.86,198.92,0.63
36,1.0,2.0,1.88,3605500.0,512.0,10757.0,97.46,0.54
37,1.0,3.0,12.0,4263000.0,2048.0,12741.75,74.51,0.43
38,1.0,3.0,9.0,3937333.33,1024.0,12577.67,75.05,0.44
39,1.0,6.0,1.9,4984400.0,512.0,10751.32,92.13,0.54
40,3.0,3.0,12.0,2184000.0,1024.0,18229.0,169.6,0.27
41,3.0,6.0,1.88,4786750.0,512.0,10985.02,286.7,0.7
42,3.0,6.0,2.22,5043555.56,2048.0,11993.22,264.12,0.63
43,1.0,1.0,2.0,3352888.89,2048.0,10863.67,91.32,0.54
44,1.0,6.0,12.0,5334000.0,1024.0,13840.33,68.13,0.37
45,1.0,1.0,9.0,3937333.33,1024.0,14613.33,65.88,0.33
46,3.0,1.0,6.0,3937333.33,1024.0,11859.67,251.2,0.62
47,2.0,6.0,2.0,3739250.0,2048.0,11046.89,177.75,0.58
48,2.0,3.0,1.89,4956000.0,2048.0,10683.04,187.2,0.61
49,3.0,3.0,12.0,3937333.33,2048.0,18109.33,171.01,0.28
50,2.0,6.0,12.0,5334000.0,2048.0,15106.0,131.76,0.34
51,2.0,1.0,6.0,3937333.33,512.0,13089.0,153.93,0.46
52,1.0,2.0,12.0,4263000.0,1024.0,20154.25,48.81,0.02
53,1.0,3.0,9.0,5596666.67,2048.0,12706.0,73.48,0.43
54,1.0,6.0,1.88,4885250.0,1024.0,10733.3,91.91,0.54
55,2.0,3.0,6.0,4263000.0,2048.0,13014.75,154.1,0.46
56,3.0,3.0,1.86,3259428.57,1024.0,10618.11,298.47,0.74
57,2.0,6.0,6.0,4263000.0,1024.0,13065.0,147.92,0.46
58,3.0,6.0,12.0,5334000.0,2048.0,18505.0,167.31,0.26
59,2.0,1.0,1.0,2184000.0,512.0,7885.37,255.32,0.8
60,3.0,1.0,1.86,1909428.57,2048.0,10000.97,315.74,0.78
61,2.0,3.0,6.0,2184000.0,1024.0,12960.0,153.73,0.47
62,1.0,2.0,9.0,5334000.0,512.0,19245.67,51.7,0.07
63,1.0,3.0,2.0,105000000.0,1024.0,10965.13,91.08,0.53
64,2.0,2.0,12.0,3937333.33,2048.0,14382.0,138.57,0.38
65,1.0,6.0,12.0,5334000.0,512.0,13498.0,70.3,0.39
66,2.0,1.0,1.89,3906000.0,2048.0,10239.69,204.24,0.64
67,1.0,1.0,12.0,3937333.33,1024.0,15015.67,65.25,0.31
68,1.0,6.0,9.0,5334000.0,512.0,13257.67,72.18,0.4
69,3.0,6.0,6.0,2184000.0,2048.0,15272.33,200.86,0.42
70,3.0,6.0,2.14,3259428.57,1024.0,11678.2,269.08,0.65
71,3.0,2.0,6.0,5334000.0,1024.0,14199.33,210.76,0.47
72,1.0,1.0,9.0,5596666.67,2048.0,14271.67,70.26,0.35
73,3.0,6.0,2.0,105000000.0,2048.0,11606.23,275.67,0.67
74,3.0,2.0,6.0,5334000.0,2048.0,14063.0,216.23,0.49
75,2.0,2.0,6.0,5334000.0,2048.0,13208.33,150.35,0.45
76,1.0,2.0,6.0,4263000.0,2048.0,17117.25,57.81,0.19
77,1.0,3.0,6.0,2184000.0,2048.0,12296.33,76.1,0.46
78,3.0,2.0,6.0,2184000.0,512.0,14145.0,211.22,0.48
79,1.0,2.0,9.0,5596666.67,1024.0,19518.67,49.84,0.06
80,3.0,1.0,9.0,5596666.67,2048.0,12441.0,241.53,0.59
81,3.0,6.0,6.0,4263000.0,1024.0,15698.5,195.38,0.4
82,1.0,2.0,6.0,2184000.0,1024.0,17394.33,55.26,0.17
83,2.0,1.0,9.0,4263000.0,2048.0,13718.0,144.27,0.42
84,1.0,2.0,12.0,5596666.67,2048.0,20039.67,51.36,0.03
85,3.0,2.0,9.0,4263000.0,512.0,15152.75,204.36,0.43
86,3.0,6.0,9.0,5334000.0,512.0,17232.0,179.84,0.32
87,2.0,3.0,12.0,4263000.0,2048.0,14368.5,135.67,0.38
88,3.0,2.0,12.0,5334000.0,1024.0,15817.33,195.39,0.39
89,2.0,2.0,12.0,5596666.67,512.0,14615.0,140.38,0.37
90,2.0,1.0,6.0,2184000.0,2048.0,12898.33,152.49,0.47
91,1.0,2.0,2.0,105000000.0,512.0,11043.87,95.33,0.53
92,2.0,1.0,9.0,2184000.0,1024.0,13812.67,142.71,0.41
93,2.0,6.0,9.0,5334000.0,512.0,14317.67,140.15,0.39
94,1.0,1.0,2.0,105000000.0,1024.0,10808.93,92.62,0.54
95,3.0,6.0,9.0,2184000.0,1024.0,17342.0,182.79,0.32
96,2.0,3.0,2.0,105000000.0,1024.0,11006.8,183.08,0.59
97,3.0,2.0,2.0,105000000.0,1024.0,10728.97,301.1,0.73
98,2.0,2.0,6.0,5334000.0,512.0,12888.0,152.37,0.47
99,1.0,6.0,2.0,105000000.0,512.0,10827.43,90.44,0.54
