Cluster,Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-,d2h
0,3.0,2.0,1.71,2660857.14,1024.0,10241.26,309.7,0.8
1,1.0,1.0,6.0,5334000.0,2048.0,13916.0,69.92,0.37
2,2.0,2.0,3.0,5334000.0,512.0,12495.33,163.69,0.51
3,2.0,6.0,9.0,4263000.0,1024.0,14430.75,138.4,0.39
4,2.0,3.0,2.17,4767000.0,512.0,11288.43,176.41,0.59
5,2.0,3.0,1.33,3580666.67,1024.0,10259.93,192.69,0.65
6,3.0,1.0,2.4,5352800.0,512.0,11501.8,262.79,0.68
7,3.0,3.0,1.33,2184000.0,1024.0,9319.83,339.37,0.88
8,2.0,2.0,1.8,4458400.0,2048.0,11572.98,177.38,0.57
9,1.0,3.0,2.0,4192500.0,512.0,10917.7,89.78,0.55
10,1.0,6.0,2.33,4200000.0,1024.0,11927.67,81.06,0.49
11,2.0,6.0,6.0,5334000.0,2048.0,13118.33,148.75,0.47
12,2.0,6.0,2.0,3406400.0,512.0,10980.56,179.73,0.6
13,1.0,1.0,9.0,5334000.0,512.0,14920.0,65.08,0.32
14,2.0,2.0,1.67,3192000.0,1024.0,10258.35,205.43,0.67
15,1.0,1.0,1.67,524666.67,512.0,10293.67,95.1,0.58
16,1.0,2.0,2.33,8746666.67,512.0,12199.0,80.4,0.47
17,3.0,3.0,9.0,5596666.67,2048.0,16896.33,185.55,0.36
18,3.0,3.0,1.67,4635666.67,2048.0,10564.43,294.05,0.77
19,2.0,1.0,6.0,3937333.33,2048.0,12870.0,154.11,0.49
20,1.0,2.0,9.0,5596666.67,512.0,19232.67,51.56,0.08
21,1.0,1.0,1.8,4458400.0,2048.0,10511.86,93.36,0.57
22,2.0,3.0,6.0,3937333.33,2048.0,13071.67,154.29,0.48
23,1.0,2.0,1.33,3937333.33,1024.0,9088.57,111.98,0.65
24,2.0,3.0,1.67,5596666.67,2048.0,10632.25,184.84,0.63
25,1.0,3.0,6.0,5596666.67,2048.0,12318.0,75.97,0.46
26,3.0,1.0,2.5,4263000.0,1024.0,11578.25,267.07,0.68
27,2.0,1.0,9.0,5334000.0,2048.0,13919.33,143.13,0.42
28,1.0,3.0,1.8,4458400.0,1024.0,10539.34,93.61,0.57
29,1.0,3.0,2.67,787333.33,2048.0,11945.33,81.26,0.49
30,1.0,2.0,12.0,2184000.0,512.0,20500.33,48.02,0.01
31,3.0,2.0,2.67,524666.67,512.0,12129.67,252.87,0.64
32,3.0,1.0,9.0,3937333.33,1024.0,12269.0,244.21,0.62
33,3.0,3.0,12.0,2184000.0,512.0,17941.33,173.21,0.31
34,2.0,1.0,2.67,1921333.33,2048.0,12073.67,165.42,0.54
35,3.0,6.0,1.33,3937333.33,2048.0,9553.0,331.63,0.86
36,2.0,1.0,2.67,7087333.33,1024.0,12165.33,166.38,0.53
37,1.0,1.0,2.33,3580666.67,1024.0,11359.67,87.55,0.52
