Cluster,Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-,d2h
0,2.0,6.0,12.0,3937333.33,2048.0,15159.67,130.91,0.27
1,2.0,2.0,1.75,3605500.0,512.0,10383.9,203.93,0.5
2,3.0,2.0,1.91,4626727.27,2048.0,10630.15,297.88,0.63
3,1.0,2.0,2.14,4834571.43,1024.0,11624.1,89.84,0.35
4,2.0,1.0,1.87,4786750.0,1024.0,10239.84,204.15,0.5
5,3.0,3.0,2.0,5968000.0,1024.0,11024.98,289.9,0.61
6,1.0,3.0,6.0,5596666.67,512.0,12830.33,74.2,0.3
7,2.0,2.0,6.0,2184000.0,1024.0,13152.67,152.61,0.35
8,3.0,3.0,2.0,4722000.0,2048.0,11267.54,281.8,0.59
9,1.0,3.0,9.0,5596666.67,2048.0,12706.0,73.48,0.31
10,2.0,6.0,1.75,3081750.0,2048.0,10986.16,180.46,0.45
11,2.0,1.0,2.0,4174181.82,2048.0,10589.56,196.81,0.49
12,1.0,1.0,2.33,1354333.33,2048.0,11360.95,87.69,0.36
13,3.0,6.0,2.0,4555090.91,2048.0,11388.99,280.64,0.58
14,2.0,2.0,9.0,3937333.33,2048.0,13608.0,144.61,0.33
15,3.0,1.0,2.11,4284000.0,2048.0,10786.82,290.15,0.61
16,1.0,6.0,2.0,3081750.0,2048.0,10657.84,91.98,0.39
17,3.0,3.0,1.5,5381000.0,512.0,9974.23,324.14,0.69
18,2.0,2.0,9.0,5596666.67,512.0,14144.67,143.27,0.31
19,3.0,6.0,2.0,3960600.0,512.0,11266.31,277.68,0.58
20,2.0,3.0,2.29,4010857.14,1024.0,11381.39,175.27,0.44
21,1.0,3.0,1.4,3462800.0,2048.0,9709.18,100.67,0.43
22,3.0,3.0,6.0,5596666.67,1024.0,15432.67,198.56,0.36
23,1.0,2.0,6.0,5596666.67,2048.0,17214.67,57.06,0.13
24,2.0,1.0,12.0,3937333.33,2048.0,13780.67,142.68,0.32
25,3.0,2.0,6.0,4263000.0,512.0,14104.5,212.06,0.41
