Cluster,Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-,d2h
0,1.0,3.0,2.0,2362333.33,2048.0,10633.23,92.25,0.39
1,1.0,3.0,12.0,4263000.0,2048.0,12741.75,74.51,0.31
2,1.0,1.0,2.25,7940500.0,2048.0,11149.95,88.63,0.37
3,2.0,6.0,2.25,5542750.0,1024.0,11252.54,176.76,0.44
4,2.0,2.0,1.33,3843333.33,2048.0,9635.37,214.78,0.54
5,3.0,1.0,1.5,5775000.0,2048.0,9665.33,326.61,0.7
6,3.0,6.0,2.33,3627666.67,1024.0,12343.82,250.19,0.51
7,3.0,2.0,2.2,5510400.0,1024.0,11735.4,265.2,0.55
8,2.0,2.0,2.0,3620400.0,512.0,10794.02,194.56,0.48
9,3.0,3.0,9.0,2184000.0,2048.0,16978.33,184.55,0.31
10,1.0,2.0,1.8,3620400.0,2048.0,10527.66,98.54,0.4
11,3.0,2.0,2.2,5510400.0,2048.0,11226.8,279.83,0.59
12,1.0,1.0,2.75,5578000.0,512.0,12327.5,81.22,0.32
13,1.0,1.0,12.0,2184000.0,1024.0,14960.33,66.43,0.22
14,2.0,2.0,6.0,3937333.33,1024.0,13172.33,152.59,0.35
15,2.0,6.0,1.75,5578000.0,2048.0,11170.3,176.54,0.44
16,1.0,2.0,12.0,5334000.0,512.0,20374.33,47.83,0.01
17,3.0,3.0,1.6,4672400.0,2048.0,10348.48,304.39,0.65
18,1.0,1.0,2.0,4635666.67,1024.0,9197.97,105.89,0.45
19,3.0,2.0,6.0,2184000.0,1024.0,14096.0,212.26,0.41
20,1.0,6.0,6.0,5334000.0,1024.0,12860.67,74.7,0.3
21,2.0,1.0,2.5,4263000.0,1024.0,11707.5,174.3,0.42
22,2.0,1.0,3.0,3937333.33,2048.0,12600.0,157.32,0.38
23,1.0,1.0,9.0,5334000.0,1024.0,14476.0,66.1,0.24
24,1.0,3.0,3.0,2184000.0,1024.0,12321.33,78.11,0.32
25,3.0,1.0,2.43,4123428.57,512.0,11082.1,278.85,0.59
26,1.0,1.0,6.0,3937333.33,1024.0,14105.33,68.46,0.25
27,1.0,6.0,9.0,2184000.0,1024.0,13157.0,72.39,0.29
28,2.0,3.0,2.67,8746666.67,1024.0,11651.33,170.83,0.42
29,1.0,6.0,1.33,5596666.67,2048.0,9608.23,101.49,0.43
