Cluster,Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-,d2h
0,1.0,6.0,1.83,5596666.67,2048.0,10752.2,91.25,0.55
1,1.0,6.0,2.75,3215500.0,512.0,12360.5,79.18,0.46
2,1.0,2.0,9.0,5334000.0,512.0,19245.67,51.7,0.08
3,2.0,6.0,2.0,2624800.0,512.0,10986.64,178.47,0.6
4,2.0,6.0,12.0,3937333.33,1024.0,15585.0,127.96,0.32
5,3.0,2.0,2.0,7171666.67,2048.0,10870.33,291.66,0.74
6,3.0,2.0,1.33,524666.67,512.0,9254.6,338.91,0.87
7,3.0,3.0,1.5,5381000.0,1024.0,9874.8,314.78,0.81
8,1.0,1.0,2.17,2929333.33,1024.0,11168.38,89.27,0.53
9,2.0,1.0,1.5,2751000.0,2048.0,9733.5,213.25,0.69
10,2.0,6.0,1.83,2929333.33,1024.0,10882.47,183.07,0.61
11,3.0,6.0,2.8,3620400.0,1024.0,13399.0,224.76,0.54
12,2.0,2.0,2.14,4834571.43,1024.0,11135.93,187.54,0.6
13,3.0,3.0,6.0,3937333.33,2048.0,15413.67,200.74,0.43
14,2.0,1.0,9.0,5334000.0,512.0,13530.67,146.15,0.44
15,1.0,6.0,9.0,2184000.0,2048.0,13840.67,69.17,0.38
16,1.0,3.0,2.0,4616000.0,512.0,11097.16,87.54,0.53
17,1.0,6.0,12.0,5596666.67,2048.0,14095.33,66.74,0.36
18,1.0,6.0,2.17,4504333.33,1024.0,11380.17,85.69,0.52
19,2.0,3.0,3.0,3937333.33,1024.0,11660.33,169.28,0.56
20,1.0,2.0,9.0,5334000.0,2048.0,19588.33,50.13,0.06
21,2.0,1.0,1.33,7350000.0,1024.0,9231.93,225.02,0.73
22,3.0,3.0,2.25,3018500.0,2048.0,11940.75,263.9,0.66
23,3.0,6.0,1.75,4263000.0,2048.0,10930.0,283.44,0.73
24,1.0,3.0,1.33,787333.33,1024.0,9489.77,102.64,0.63
25,1.0,2.0,1.75,6822500.0,2048.0,10385.83,96.22,0.57
26,2.0,3.0,2.67,2184000.0,512.0,11751.33,170.43,0.55
27,3.0,3.0,12.0,5596666.67,1024.0,18025.33,172.53,0.3
28,2.0,3.0,2.67,3580666.67,2048.0,11791.33,169.82,0.55
29,1.0,1.0,1.67,2184000.0,512.0,10333.67,94.91,0.58
30,3.0,6.0,1.75,4263000.0,512.0,10809.8,284.98,0.73
31,3.0,1.0,1.33,3580666.67,2048.0,9040.8,343.2,0.89
32,1.0,2.0,1.75,2948000.0,512.0,10387.7,103.39,0.58
33,2.0,2.0,6.0,5596666.67,2048.0,12920.67,151.1,0.48
34,2.0,2.0,2.0,1900500.0,2048.0,11340.8,181.69,0.58
35,2.0,6.0,1.33,7350000.0,2048.0,10270.17,189.43,0.64
36,3.0,3.0,2.0,105000000.0,1024.0,11108.13,290.33,0.73
