Cluster,Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-,d2h
0,3.0,3.0,9.0,3937333.33,2048.0,16896.33,184.28,0.31
1,2.0,2.0,6.0,5596666.67,1024.0,13114.0,152.29,0.35
2,2.0,2.0,2.22,3906000.0,512.0,11504.92,181.94,0.44
3,2.0,6.0,12.0,4263000.0,1024.0,15523.5,126.78,0.25
4,2.0,6.0,6.0,5596666.67,1024.0,13132.0,147.53,0.35
5,2.0,6.0,2.0,3906000.0,512.0,11131.81,177.1,0.44
6,2.0,2.0,2.0,4486600.0,2048.0,11192.7,185.76,0.45
7,3.0,3.0,12.0,5334000.0,2048.0,17869.67,172.98,0.27
8,1.0,3.0,6.0,5334000.0,1024.0,12574.0,76.02,0.31
9,3.0,6.0,1.75,2983250.0,2048.0,10612.36,299.99,0.63
10,3.0,6.0,2.12,5542750.0,1024.0,11779.08,267.19,0.55
11,1.0,2.0,9.0,3937333.33,512.0,19028.33,52.36,0.06
12,2.0,3.0,6.0,4263000.0,512.0,12681.0,152.46,0.37
13,1.0,1.0,1.89,5509111.11,1024.0,9542.26,102.93,0.44
14,1.0,1.0,6.0,5334000.0,2048.0,13916.0,69.92,0.26
15,2.0,1.0,2.2,4984400.0,1024.0,11052.47,187.41,0.46
16,1.0,1.0,1.86,2773428.57,512.0,10656.01,94.36,0.39
17,3.0,2.0,2.0,3541600.0,2048.0,10602.86,299.14,0.63
18,2.0,3.0,6.0,5334000.0,1024.0,12892.33,153.4,0.36
19,1.0,3.0,2.25,4885250.0,512.0,11111.25,88.37,0.37
20,2.0,1.0,1.75,3605500.0,2048.0,9945.4,210.25,0.52
21,1.0,2.0,2.0,5043555.56,512.0,11094.2,94.73,0.38
22,1.0,3.0,9.0,5334000.0,1024.0,12818.33,73.49,0.3
23,3.0,3.0,2.0,3906000.0,512.0,11140.09,287.7,0.6
24,1.0,3.0,2.0,4956000.0,1024.0,10719.2,91.94,0.39
25,1.0,6.0,9.0,2184000.0,1024.0,13157.0,72.39,0.29
26,3.0,2.0,1.88,2325750.0,1024.0,10533.1,299.96,0.63
27,2.0,1.0,2.6,3462800.0,512.0,11916.6,169.47,0.41
28,1.0,6.0,2.0,4164500.0,512.0,10887.94,91.56,0.38
29,1.0,2.0,2.0,4371555.56,2048.0,11160.49,92.97,0.37
30,1.0,3.0,1.78,3906000.0,2048.0,10296.5,95.52,0.41
31,2.0,6.0,1.83,3890333.33,1024.0,10947.23,181.81,0.45
32,1.0,3.0,6.0,5334000.0,2048.0,12470.67,75.87,0.32
33,1.0,1.0,12.0,5334000.0,2048.0,14745.33,65.76,0.23
34,3.0,3.0,9.0,5334000.0,512.0,16571.33,187.68,0.32
35,1.0,6.0,12.0,4263000.0,512.0,13625.5,69.74,0.27
36,3.0,3.0,2.0,4263000.0,1024.0,11036.22,289.47,0.6
