Cluster,Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-,d2h
0,2.0,1.0,2.0,3412500.0,1024.0,10949.0,187.46,0.6
1,2.0,3.0,1.86,3372000.0,2048.0,10821.09,184.28,0.6
2,3.0,1.0,2.25,4460000.0,2048.0,11532.5,264.75,0.66
3,1.0,3.0,1.75,6822500.0,2048.0,10946.52,89.57,0.54
4,3.0,3.0,2.0,5019000.0,2048.0,11177.05,286.81,0.7
5,3.0,1.0,1.86,4010857.14,1024.0,10020.99,313.32,0.78
6,3.0,2.0,2.25,656000.0,512.0,11323.38,276.78,0.68
7,2.0,3.0,2.6,4458400.0,512.0,11670.6,170.52,0.55
8,2.0,3.0,6.0,5596666.67,512.0,12615.67,153.16,0.48
9,1.0,3.0,9.0,3937333.33,512.0,12721.67,73.37,0.43
10,1.0,6.0,2.67,8746666.67,1024.0,12189.0,79.27,0.47
11,3.0,1.0,9.0,2184000.0,1024.0,12326.0,243.08,0.6
12,2.0,2.0,2.25,3215500.0,1024.0,11185.15,186.04,0.58
13,3.0,3.0,2.67,6993333.33,1024.0,12830.67,242.44,0.57
14,2.0,3.0,6.0,5596666.67,2048.0,13101.67,154.68,0.46
15,1.0,6.0,2.33,3060666.67,2048.0,11415.63,85.09,0.51
16,1.0,1.0,6.0,2184000.0,2048.0,13955.67,69.84,0.37
17,2.0,2.0,2.0,2983250.0,2048.0,10848.89,192.49,0.61
18,3.0,1.0,1.86,4123428.57,512.0,9936.56,318.88,0.79
19,1.0,1.0,1.67,2184000.0,2048.0,10370.9,94.95,0.57
20,1.0,3.0,2.0,5596666.67,1024.0,11784.0,82.36,0.49
21,1.0,2.0,12.0,3937333.33,512.0,20342.33,48.37,0.01
22,1.0,3.0,2.0,105000000.0,512.0,10817.63,91.8,0.54
23,3.0,6.0,1.5,5310500.0,2048.0,10128.52,310.41,0.77
24,3.0,2.0,1.83,3192000.0,2048.0,10634.7,296.64,0.74
25,2.0,3.0,9.0,4263000.0,2048.0,13830.75,144.05,0.42
26,2.0,1.0,1.5,5310500.0,2048.0,9736.73,210.78,0.68
27,3.0,6.0,2.0,787333.33,512.0,11219.07,279.63,0.69
28,2.0,2.0,2.0,105000000.0,1024.0,11173.27,187.99,0.59
29,2.0,2.0,6.0,3937333.33,2048.0,12749.67,152.65,0.48
30,2.0,6.0,2.33,3674666.67,2048.0,11741.33,167.59,0.54
