Cluster,Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-,d2h
0,1.0,3.0,2.1,3015600.0,2048.0,10789.24,90.83,0.38
1,2.0,1.0,12.0,4263000.0,2048.0,13913.25,140.75,0.32
2,1.0,3.0,12.0,4263000.0,2048.0,12741.75,74.51,0.31
3,2.0,1.0,1.9,4486600.0,512.0,10264.77,203.64,0.5
4,1.0,1.0,2.25,4822000.0,2048.0,11185.31,88.5,0.37
5,2.0,6.0,2.22,4956000.0,1024.0,11326.81,176.07,0.44
6,2.0,2.0,1.4,2410800.0,2048.0,9869.42,211.45,0.52
7,3.0,1.0,2.0,3906000.0,2048.0,10430.73,302.47,0.64
8,3.0,6.0,2.29,3259428.57,1024.0,12236.7,250.91,0.51
9,3.0,2.0,2.0,6342000.0,1024.0,11145.37,283.0,0.59
10,1.0,6.0,9.0,5596666.67,2048.0,13750.67,68.93,0.27
11,2.0,2.0,2.12,4920500.0,512.0,11394.39,183.11,0.44
12,3.0,3.0,9.0,2184000.0,2048.0,16978.33,184.55,0.3
13,1.0,2.0,2.0,4123428.57,2048.0,11123.47,92.89,0.37
14,3.0,2.0,2.0,5433142.86,2048.0,10893.86,289.67,0.61
15,2.0,3.0,2.0,4039400.0,512.0,10848.84,184.26,0.46
16,1.0,1.0,2.37,4361500.0,512.0,11619.48,86.44,0.35
17,3.0,3.0,12.0,5334000.0,2048.0,17869.67,172.98,0.27
18,3.0,1.0,9.0,4263000.0,2048.0,12368.25,242.03,0.5
19,1.0,1.0,12.0,2184000.0,1024.0,14960.33,66.43,0.22
20,2.0,2.0,6.0,3937333.33,1024.0,13172.33,152.59,0.35
21,2.0,1.0,6.0,3937333.33,2048.0,12870.0,154.11,0.36
22,1.0,6.0,2.0,3352888.89,2048.0,10880.72,90.17,0.38
23,2.0,6.0,9.0,4263000.0,2048.0,14404.5,136.95,0.3
24,2.0,6.0,2.0,5444250.0,2048.0,11292.85,175.88,0.44
25,3.0,6.0,1.86,3484571.43,512.0,10887.01,288.72,0.6
26,2.0,3.0,1.89,5509111.11,1024.0,10756.97,184.95,0.46
27,2.0,2.0,12.0,4263000.0,1024.0,14250.25,142.18,0.31
28,1.0,2.0,12.0,5334000.0,512.0,20374.33,47.83,0.01
29,1.0,6.0,6.0,4263000.0,2048.0,13058.75,72.25,0.29
30,3.0,3.0,1.75,3739250.0,2048.0,10675.3,294.97,0.62
31,2.0,6.0,2.0,2768444.44,512.0,11101.77,177.77,0.45
32,3.0,2.0,9.0,5334000.0,1024.0,15491.0,199.12,0.36
33,1.0,6.0,2.0,4504333.33,1024.0,10878.9,91.03,0.38
34,3.0,1.0,2.2,3541600.0,512.0,10811.39,289.47,0.61
35,1.0,1.0,1.9,4565400.0,1024.0,9704.93,101.48,0.43
36,3.0,1.0,1.83,3192000.0,1024.0,10241.52,306.94,0.65
37,2.0,6.0,12.0,3937333.33,2048.0,15159.67,130.91,0.27
38,3.0,2.0,6.0,2184000.0,1024.0,14096.0,212.26,0.41
39,3.0,1.0,12.0,3937333.33,512.0,12362.33,239.7,0.49
40,1.0,6.0,6.0,4263000.0,1024.0,13024.0,73.2,0.29
41,2.0,1.0,2.29,3259428.57,1024.0,11169.43,185.2,0.45
42,3.0,1.0,6.0,3937333.33,2048.0,12182.67,251.86,0.52
43,3.0,3.0,6.0,5596666.67,512.0,15126.33,201.87,0.37
44,1.0,3.0,1.8,3462800.0,512.0,10499.76,93.66,0.4
45,2.0,1.0,1.89,4402888.89,2048.0,10300.47,203.44,0.5
46,3.0,3.0,2.0,3015600.0,512.0,11279.89,284.36,0.59
47,1.0,1.0,9.0,5334000.0,1024.0,14476.0,66.1,0.24
48,2.0,3.0,2.6,2624800.0,2048.0,11603.6,173.2,0.42
49,2.0,2.0,9.0,4263000.0,512.0,14103.25,143.48,0.31
50,3.0,6.0,2.0,6404800.0,2048.0,11395.8,280.13,0.58
51,3.0,2.0,12.0,5334000.0,1024.0,15817.33,195.39,0.34
52,2.0,2.0,2.11,4459111.11,1024.0,11418.39,181.86,0.44
53,1.0,3.0,2.22,4371555.56,1024.0,11177.27,87.77,0.37
54,3.0,3.0,6.0,5334000.0,2048.0,15493.33,198.59,0.36
55,3.0,1.0,6.0,5334000.0,1024.0,11725.0,256.22,0.53
56,3.0,3.0,2.0,3234000.0,1024.0,11037.98,287.67,0.6
57,2.0,1.0,9.0,2184000.0,512.0,13407.33,146.5,0.34
58,1.0,1.0,6.0,3937333.33,1024.0,14105.33,68.46,0.25
59,1.0,3.0,12.0,2184000.0,512.0,12846.33,72.59,0.3
60,1.0,6.0,9.0,4263000.0,1024.0,13190.75,71.8,0.29
61,3.0,2.0,9.0,4263000.0,512.0,15152.75,204.35,0.37
62,1.0,3.0,9.0,5596666.67,512.0,12627.67,73.87,0.31
63,2.0,2.0,6.0,5596666.67,2048.0,12920.67,151.1,0.36
64,1.0,6.0,12.0,4263000.0,2048.0,13929.5,67.49,0.26
65,1.0,2.0,1.88,6066500.0,1024.0,10761.0,97.02,0.39
66,1.0,2.0,9.0,3937333.33,2048.0,19629.67,49.51,0.04
67,1.0,1.0,12.0,4263000.0,512.0,15041.0,64.91,0.22
68,2.0,2.0,6.0,2184000.0,512.0,12911.67,151.7,0.36
69,3.0,3.0,12.0,5334000.0,1024.0,17965.33,172.56,0.27
70,3.0,2.0,2.33,5465333.33,512.0,11573.52,268.99,0.56
71,1.0,3.0,9.0,4263000.0,2048.0,12768.75,73.43,0.3
72,3.0,1.0,9.0,4263000.0,512.0,12243.25,246.47,0.51
73,3.0,6.0,9.0,5596666.67,512.0,17252.0,176.78,0.29
74,1.0,6.0,2.0,4284000.0,512.0,11024.69,89.64,0.38
75,1.0,2.0,2.75,5310500.0,512.0,13569.75,73.93,0.27
76,2.0,6.0,6.0,4263000.0,2048.0,13100.5,148.53,0.35
77,2.0,3.0,12.0,3937333.33,512.0,14235.67,136.87,0.3
78,1.0,1.0,9.0,4263000.0,512.0,15013.25,64.66,0.22
79,1.0,2.0,6.0,2184000.0,1024.0,17394.33,55.26,0.12
80,3.0,6.0,12.0,4263000.0,1024.0,18506.75,165.49,0.25
81,2.0,6.0,12.0,3937333.33,1024.0,15585.0,127.96,0.25
82,2.0,3.0,9.0,2184000.0,512.0,13889.0,140.45,0.32
83,2.0,3.0,12.0,2184000.0,2048.0,14168.67,138.47,0.3
84,2.0,3.0,6.0,2184000.0,2048.0,12979.0,153.44,0.36
85,2.0,3.0,12.0,4263000.0,1024.0,14722.0,133.45,0.28
86,3.0,1.0,9.0,2184000.0,1024.0,12326.0,243.08,0.5
87,2.0,1.0,6.0,5596666.67,512.0,12930.0,156.49,0.36
88,2.0,1.0,12.0,2184000.0,512.0,13970.67,141.64,0.31
89,2.0,1.0,2.0,105000000.0,1024.0,10587.47,193.93,0.48
90,3.0,6.0,12.0,4263000.0,2048.0,18544.75,168.43,0.25
91,1.0,2.0,12.0,2184000.0,1024.0,20087.0,48.95,0.02
92,1.0,3.0,9.0,3937333.33,1024.0,12577.67,75.05,0.31
93,3.0,6.0,2.0,105000000.0,2048.0,11606.23,275.67,0.57
94,3.0,2.0,2.0,105000000.0,1024.0,10728.97,301.1,0.63
95,1.0,6.0,2.0,105000000.0,2048.0,11034.2,89.61,0.38
96,3.0,6.0,2.0,105000000.0,512.0,11437.07,272.91,0.57
97,2.0,2.0,2.0,105000000.0,2048.0,10916.4,188.65,0.46
