Cluster,Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-,d2h
0,3.0,1.0,6.0,5596666.67,1024.0,11851.67,252.75,0.64
1,1.0,6.0,1.86,4722000.0,2048.0,10548.07,92.85,0.56
2,2.0,2.0,2.0,105000000.0,512.0,11176.2,188.55,0.6
3,1.0,3.0,6.0,2184000.0,2048.0,12296.33,76.1,0.46
4,2.0,2.0,2.0,4555090.91,512.0,10936.75,192.98,0.61
5,2.0,6.0,9.0,2184000.0,512.0,14203.0,141.54,0.4
6,1.0,2.0,9.0,5596666.67,1024.0,19518.67,49.84,0.06
7,3.0,2.0,6.0,4263000.0,512.0,14104.5,212.06,0.49
8,2.0,2.0,2.09,4626727.27,1024.0,11252.85,185.73,0.59
9,2.0,3.0,9.0,4263000.0,512.0,13815.25,141.56,0.42
10,3.0,3.0,9.0,2184000.0,2048.0,16978.33,184.55,0.35
11,1.0,2.0,6.0,5334000.0,1024.0,17338.0,56.69,0.18
12,1.0,1.0,9.0,3937333.33,2048.0,14481.67,68.14,0.34
13,3.0,6.0,1.6,4514800.0,2048.0,10440.4,298.76,0.77
14,2.0,1.0,2.0,3352888.89,1024.0,10663.1,195.84,0.63
15,1.0,2.0,1.88,3605500.0,1024.0,10705.24,97.22,0.56
16,2.0,1.0,1.88,2983250.0,2048.0,10451.04,200.36,0.64
17,3.0,1.0,1.75,5542750.0,1024.0,10077.21,311.21,0.8
18,1.0,3.0,2.0,5043555.56,2048.0,10724.74,91.91,0.55
19,2.0,3.0,2.12,3739250.0,512.0,10887.54,183.13,0.61
20,1.0,1.0,1.9,4984400.0,1024.0,10748.81,92.68,0.55
21,2.0,3.0,12.0,2184000.0,512.0,14352.33,137.22,0.39
22,3.0,2.0,1.57,2660857.14,1024.0,9770.57,323.04,0.83
23,2.0,1.0,2.0,2184000.0,512.0,10541.15,199.74,0.64
24,3.0,6.0,1.9,3541600.0,512.0,10931.83,286.59,0.73
25,2.0,2.0,9.0,2184000.0,512.0,14223.67,143.23,0.4
26,2.0,2.0,1.89,3818444.44,2048.0,10583.54,197.78,0.64
27,3.0,2.0,12.0,4263000.0,2048.0,15761.75,194.22,0.4
28,2.0,3.0,1.75,4263000.0,2048.0,11190.12,178.85,0.59
29,1.0,6.0,1.86,3259428.57,1024.0,10536.07,93.85,0.56
30,2.0,6.0,1.62,3640750.0,2048.0,10755.69,182.84,0.61
31,2.0,6.0,6.0,5596666.67,512.0,12956.33,154.36,0.48
32,1.0,3.0,9.0,4263000.0,1024.0,12609.25,74.96,0.44
33,1.0,3.0,6.0,4263000.0,1024.0,12563.0,75.67,0.45
34,1.0,3.0,1.88,4164500.0,512.0,10537.38,93.37,0.56
35,1.0,6.0,9.0,3937333.33,2048.0,13723.33,69.72,0.38
36,3.0,1.0,2.0,4068666.67,512.0,10307.18,305.49,0.78
37,3.0,2.0,2.09,3696000.0,512.0,11024.26,285.49,0.72
38,2.0,6.0,6.0,5596666.67,2048.0,13031.33,147.5,0.47
39,2.0,1.0,12.0,4263000.0,2048.0,13913.25,140.75,0.42
40,2.0,3.0,12.0,5334000.0,1024.0,14692.33,133.7,0.37
41,1.0,1.0,6.0,4263000.0,512.0,14047.5,69.99,0.36
42,3.0,6.0,6.0,2184000.0,512.0,15553.0,197.6,0.42
43,2.0,3.0,2.33,3818444.44,1024.0,11431.52,175.01,0.57
44,3.0,1.0,12.0,5596666.67,1024.0,12487.67,242.04,0.6
45,3.0,3.0,1.78,4371555.56,2048.0,10629.71,299.22,0.76
46,2.0,6.0,12.0,2184000.0,1024.0,15407.67,126.91,0.33
47,2.0,1.0,6.0,3937333.33,2048.0,12870.0,154.11,0.48
