Cluster,Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-,d2h
0,2.0,6.0,2.0,3937333.33,2048.0,11096.43,177.58,0.45
1,3.0,1.0,2.0,105000000.0,512.0,10406.13,301.26,0.64
2,2.0,3.0,2.33,3759000.0,1024.0,11308.78,177.04,0.44
3,1.0,1.0,2.0,105000000.0,2048.0,10621.53,93.98,0.39
4,3.0,3.0,9.0,4263000.0,512.0,16750.0,186.07,0.31
5,2.0,1.0,2.11,4459111.11,1024.0,10933.77,188.87,0.46
6,1.0,1.0,2.25,3640750.0,1024.0,9968.81,99.65,0.42
7,3.0,2.0,12.0,2184000.0,1024.0,15572.33,197.82,0.36
8,1.0,2.0,2.29,4123428.57,512.0,11984.74,89.07,0.34
9,1.0,6.0,12.0,2184000.0,2048.0,13728.67,68.15,0.26
10,3.0,2.0,6.0,5334000.0,512.0,14091.0,213.39,0.41
11,2.0,6.0,1.71,3970571.43,1024.0,10946.77,182.61,0.46
12,2.0,3.0,2.12,3081750.0,512.0,11116.44,179.96,0.45
13,1.0,1.0,6.0,5334000.0,512.0,14171.0,68.77,0.25
14,1.0,3.0,1.91,4174181.82,2048.0,10595.32,92.75,0.39
15,3.0,1.0,2.11,3906000.0,2048.0,10465.4,302.45,0.64
16,2.0,3.0,2.37,4263000.0,2048.0,11431.31,174.99,0.43
17,1.0,6.0,2.11,4956000.0,512.0,11374.26,86.57,0.36
18,3.0,6.0,2.09,4555090.91,1024.0,11616.5,269.42,0.56
19,1.0,3.0,2.0,2983250.0,1024.0,10678.21,92.53,0.39
20,3.0,3.0,1.71,4722000.0,1024.0,10365.4,304.4,0.64
21,3.0,2.0,9.0,2184000.0,2048.0,15165.67,200.95,0.37
22,3.0,3.0,2.14,3524857.14,512.0,11437.47,278.01,0.58
23,2.0,3.0,12.0,5596666.67,1024.0,14756.0,133.17,0.28
24,3.0,1.0,1.8,4565400.0,1024.0,10039.35,312.77,0.67
25,1.0,6.0,1.9,3541600.0,2048.0,10554.25,92.53,0.39
26,3.0,2.0,2.0,4722000.0,1024.0,10591.47,300.41,0.63
27,1.0,3.0,12.0,2184000.0,512.0,12846.33,72.59,0.3
28,1.0,2.0,1.2,3462800.0,1024.0,8604.36,117.9,0.48
29,1.0,3.0,12.0,4263000.0,1024.0,12868.75,73.39,0.3
30,3.0,3.0,2.0,3352888.89,2048.0,11219.27,282.77,0.59
31,2.0,6.0,1.86,4123428.57,512.0,11110.87,177.71,0.45
32,2.0,2.0,2.29,5320571.43,2048.0,11833.56,173.42,0.42
33,1.0,6.0,1.86,4722000.0,1024.0,10530.36,93.79,0.4
34,2.0,6.0,12.0,3937333.33,2048.0,15159.67,130.91,0.27
35,3.0,1.0,12.0,2184000.0,1024.0,12504.67,244.16,0.5
36,3.0,1.0,2.2,6506000.0,512.0,10839.14,285.74,0.6
37,1.0,2.0,9.0,5334000.0,512.0,19245.67,51.7,0.05
38,2.0,3.0,9.0,2184000.0,2048.0,13902.67,142.88,0.32
39,3.0,1.0,9.0,4263000.0,2048.0,12368.25,242.03,0.5
40,2.0,2.0,2.12,3507000.0,512.0,11362.39,185.02,0.45
41,2.0,1.0,6.0,4263000.0,2048.0,12858.5,153.49,0.36
42,3.0,2.0,2.0,3906000.0,512.0,10780.37,292.75,0.62
43,1.0,1.0,1.67,3818444.44,2048.0,10348.38,95.08,0.4
44,2.0,2.0,9.0,4263000.0,1024.0,13696.5,145.87,0.33
45,1.0,1.0,12.0,4263000.0,512.0,15041.0,64.91,0.21
46,3.0,3.0,12.0,5334000.0,512.0,17765.33,174.33,0.27
47,2.0,3.0,9.0,4263000.0,1024.0,14058.25,139.79,0.31
48,2.0,6.0,12.0,2184000.0,1024.0,15407.67,126.91,0.25
49,2.0,1.0,9.0,5596666.67,512.0,13639.33,143.81,0.33
50,2.0,6.0,2.0,105000000.0,1024.0,11176.57,179.65,0.45
51,3.0,6.0,2.0,3060666.67,512.0,11165.5,280.39,0.59
52,1.0,3.0,6.0,4263000.0,2048.0,12297.75,76.34,0.32
53,3.0,6.0,2.1,4565400.0,2048.0,11629.8,274.14,0.57
54,1.0,3.0,9.0,5596666.67,512.0,12627.67,73.87,0.31
55,2.0,3.0,6.0,4263000.0,512.0,12681.0,152.46,0.37
56,3.0,2.0,6.0,5334000.0,2048.0,14063.0,216.23,0.42
57,2.0,2.0,2.14,5473428.57,1024.0,11167.64,187.58,0.46
58,1.0,2.0,12.0,3937333.33,512.0,20342.33,48.37,0.01
59,2.0,6.0,6.0,4263000.0,2048.0,13100.5,148.53,0.35
60,1.0,1.0,2.14,4834571.43,512.0,11192.57,90.28,0.37
61,2.0,3.0,9.0,4263000.0,512.0,13815.25,141.56,0.32
62,1.0,1.0,6.0,2184000.0,1024.0,14004.0,68.57,0.25
63,3.0,6.0,6.0,4263000.0,2048.0,15389.5,200.41,0.36
64,2.0,6.0,9.0,2184000.0,512.0,14203.0,141.54,0.31
65,2.0,2.0,6.0,4263000.0,2048.0,13039.25,151.05,0.35
66,1.0,2.0,6.0,5596666.67,1024.0,17278.33,56.89,0.13
67,1.0,6.0,9.0,3937333.33,2048.0,13723.33,69.72,0.27
68,2.0,2.0,12.0,5334000.0,512.0,14375.33,141.11,0.3
69,1.0,3.0,1.86,6783142.86,512.0,10346.71,95.02,0.4
70,2.0,3.0,12.0,3937333.33,2048.0,14305.67,136.48,0.3
71,2.0,1.0,1.86,3259428.57,512.0,10117.3,206.92,0.51
72,3.0,2.0,12.0,3937333.33,512.0,15988.33,188.42,0.33
73,1.0,3.0,12.0,5334000.0,2048.0,12732.0,75.33,0.3
74,2.0,1.0,2.0,3937333.33,2048.0,10643.2,195.64,0.48
75,3.0,3.0,6.0,2184000.0,2048.0,15479.0,200.22,0.36
76,3.0,1.0,12.0,5334000.0,2048.0,12293.67,242.61,0.5
77,3.0,6.0,2.0,105000000.0,1024.0,11240.23,280.33,0.59
78,1.0,1.0,9.0,4263000.0,1024.0,14643.25,65.79,0.23
79,3.0,1.0,9.0,5596666.67,1024.0,12371.33,243.66,0.5
80,1.0,6.0,6.0,2184000.0,1024.0,13164.0,72.66,0.29
81,2.0,2.0,9.0,5596666.67,2048.0,13945.33,142.48,0.32
82,3.0,6.0,9.0,3937333.33,2048.0,17023.67,179.93,0.3
83,2.0,6.0,9.0,5596666.67,1024.0,14417.33,139.46,0.3
84,3.0,6.0,9.0,2184000.0,1024.0,17342.0,182.79,0.3
85,2.0,2.0,9.0,5596666.67,512.0,14144.67,143.27,0.31
86,2.0,1.0,9.0,3937333.33,2048.0,13715.0,144.5,0.33
87,1.0,1.0,9.0,3937333.33,512.0,15101.67,64.27,0.21
88,2.0,1.0,6.0,5596666.67,1024.0,12897.33,149.53,0.36
89,1.0,1.0,12.0,2184000.0,2048.0,14713.33,66.27,0.23
90,3.0,6.0,12.0,2184000.0,2048.0,18585.67,170.2,0.26
91,2.0,6.0,9.0,5334000.0,2048.0,14467.67,136.59,0.29
92,3.0,6.0,12.0,5334000.0,1024.0,18439.67,165.57,0.25
93,1.0,2.0,2.0,7400400.0,2048.0,11118.26,94.6,0.37
94,1.0,1.0,9.0,5334000.0,2048.0,14355.67,69.53,0.24
95,1.0,1.0,2.0,105000000.0,1024.0,10808.93,92.62,0.38
96,3.0,6.0,6.0,2184000.0,512.0,15553.0,197.6,0.36
