Cluster,Spout,Split,Count,Buffer_size,Heap,Throughput+,Latency-,d2h
0,3.0,2.0,2.33,4635666.67,512.0,11605.58,268.42,0.66
1,1.0,6.0,1.75,4263000.0,512.0,11117.75,88.59,0.52
2,2.0,1.0,6.0,5334000.0,1024.0,12816.0,153.89,0.47
3,1.0,6.0,12.0,5334000.0,512.0,13498.0,70.3,0.39
4,1.0,3.0,2.33,5465333.33,512.0,11425.3,85.29,0.5
5,1.0,2.0,1.8,3620400.0,512.0,10416.52,99.95,0.56
6,2.0,6.0,2.0,3462800.0,2048.0,10986.78,178.5,0.58
7,2.0,1.0,1.83,2184000.0,512.0,10011.52,211.26,0.66
8,2.0,2.0,1.0,2184000.0,512.0,8218.9,246.59,0.78
9,1.0,2.0,9.0,5596666.67,2048.0,19320.0,51.41,0.07
10,3.0,3.0,2.2,2624800.0,1024.0,11659.82,271.07,0.66
11,3.0,2.0,9.0,5334000.0,512.0,15252.67,201.55,0.42
12,1.0,3.0,2.17,4588666.67,1024.0,10971.13,90.3,0.53
13,1.0,6.0,12.0,5334000.0,1024.0,13840.33,68.13,0.37
14,2.0,2.0,1.0,5596666.67,1024.0,8325.13,246.13,0.77
15,3.0,6.0,2.0,3145000.0,512.0,11335.2,271.3,0.67
16,3.0,2.0,1.75,4460000.0,1024.0,10653.05,298.18,0.73
17,3.0,2.0,2.29,5586000.0,2048.0,11468.14,271.99,0.67
18,1.0,3.0,6.0,2184000.0,2048.0,12296.33,76.1,0.46
19,3.0,1.0,1.25,2948000.0,512.0,8780.8,356.16,0.89
20,3.0,3.0,6.0,5596666.67,1024.0,15432.67,198.56,0.41
21,3.0,1.0,6.0,3937333.33,2048.0,12182.67,251.86,0.61
22,1.0,6.0,6.0,5596666.67,512.0,12902.67,72.84,0.42
23,2.0,6.0,2.67,3843333.33,512.0,11765.33,167.74,0.54
24,1.0,2.0,2.17,4635666.67,1024.0,11724.28,89.84,0.49
25,3.0,1.0,12.0,5596666.67,1024.0,12487.67,242.04,0.59
26,2.0,3.0,2.0,105000000.0,512.0,10824.2,184.71,0.6
