Cluster,Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-,d2h
0,1.0,77.5,2.25,5.5,2000000.0,3250.0,27813.25,20.33,0.322
1,1.0,46.0,15.0,4.6,460000.0,6400.0,37980.8,8.93,0.171
2,3.0,40.0,6.0,60.0,400000.0,7000.0,23581.0,33.33,0.384
3,3.0,415.0,1.88,3.25,550000.0,100000.0,7825.24,7538.41,0.83
4,1.0,32.5,2.5,5.5,1000000.0,3250.0,26278.55,9.04,0.344
5,3.0,55.0,6.0,5.5,2000000.0,5500.0,27917.5,41.07,0.32
6,1.0,1000.0,2.0,60.0,10000000.0,5500.0,22196.6,2585.24,0.447
7,3.0,220.0,2.0,120.0,850000.0,100000.0,29005.94,7088.68,0.604
8,3.0,10.0,18.0,300.0,400000.0,4000.0,11457.0,23.33,0.563
9,1.0,1000.0,1.33,4.0,100000.0,7000.0,1709.67,9591.93,1.0
10,1.0,77.5,9.0,7.75,550000.0,7750.0,37585.25,16.18,0.177
11,1.0,340.0,18.0,120.0,100000.0,4000.0,45422.33,39.82,0.062
12,1.0,370.0,9.0,60.0,2000000.0,4000.0,49512.33,38.85,0.002
13,3.0,340.0,12.0,1.0,10000000.0,4000.0,44212.67,116.42,0.08
14,1.0,302.5,1.25,300.0,2000000.0,7750.0,9142.82,5149.66,0.708
15,3.0,670.0,2.67,300.0,2000000.0,100000.0,49588.3,3246.84,0.239
16,1.0,400.0,15.0,10.0,10000000.0,4000.0,43869.33,68.18,0.085
17,3.0,10.0,2.0,1.0,700000.0,7000.0,8613.63,63.03,0.605
