Cluster,Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-,d2h
0,1.0,77.5,9.0,5.5,550000.0,10000.0,37816.0,15.62,0.498
1,3.0,70.0,18.0,7.0,100000.0,4000.0,29922.33,52.13,0.542
2,1.0,1000.0,1.67,4.0,100000.0,100000.0,532.59,14458.87,1.0
3,3.0,280.0,18.0,120.0,550000.0,3250.0,43230.25,83.46,0.468
4,3.0,40.0,9.0,7.0,400000.0,1000.0,22632.33,33.91,0.583
5,3.0,235.0,6.0,7.0,550000.0,2500.0,48771.83,76.55,0.437
6,3.0,1000.0,3.0,7.0,1000000.0,7000.0,126666.67,184.54,0.008
7,1.0,70.0,2.67,7.0,700000.0,100000.0,27270.1,38.9,0.557
8,3.0,370.0,2.83,5.5,10000000.0,2500.0,57389.83,112.97,0.388
9,3.0,472.86,1.29,4.86,228571.43,4857.14,8939.28,5567.75,0.714
10,1.0,370.0,1.0,60.0,700000.0,10000.0,5501.73,6640.13,0.753
11,1.0,100.0,9.0,300.0,400000.0,7000.0,38584.33,19.95,0.494
12,1.0,226.0,1.8,4.6,10000000.0,8200.0,13079.33,4205.2,0.669
13,1.0,370.0,1.67,300.0,2000000.0,10000.0,4517.43,2085.91,0.692
14,3.0,46.0,15.0,4.6,100000.0,2800.0,22738.72,39.75,0.583
15,3.0,70.0,6.0,300.0,2000000.0,4000.0,32187.33,50.07,0.53
16,1.0,370.0,2.33,120.0,1000000.0,1000.0,21526.47,325.16,0.59
17,3.0,302.5,1.5,60.0,2000000.0,7750.0,6451.39,7824.15,0.775
18,1.0,527.5,6.0,5.5,2000000.0,5500.0,56810.5,53.94,0.392
19,3.0,70.0,15.0,120.0,700000.0,4000.0,30179.33,50.89,0.541
