Cluster,Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-,d2h
0,1.0,403.75,1.12,300.0,437500.0,7750.0,9358.36,5972.56,0.692
1,3.0,28.0,6.0,4.6,460000.0,6400.0,19453.8,26.86,0.642
2,3.0,140.0,2.11,6.0,700000.0,3000.0,25393.56,97.63,0.622
3,1.0,305.71,9.0,120.0,742857.14,6142.86,48945.0,29.45,0.542
4,1.0,527.5,6.0,120.0,775000.0,100000.0,54726.75,53.69,0.522
5,1.0,177.14,2.14,300.0,2000000.0,6142.86,28726.14,48.0,0.611
6,1.0,535.0,12.0,5.5,2000000.0,4000.0,50815.17,70.7,0.536
7,3.0,662.5,2.12,5.5,2000000.0,4375.0,55008.75,1834.09,0.523
8,1.0,370.0,15.0,60.0,2000000.0,7000.0,45189.0,49.39,0.555
9,3.0,226.0,15.0,2.8,820000.0,2800.0,41178.52,64.1,0.568
10,1.0,10.0,15.0,4.0,10000000.0,7000.0,24021.0,5.39,0.626
11,1.0,10000.0,2.0,60.0,1000000.0,1000.0,46977.37,13265.34,0.637
12,3.0,257.5,15.0,7.75,2000000.0,5500.0,41582.0,63.83,0.567
13,1.0,1000.0,1.5,7.75,1000000.0,3250.0,5834.85,6380.95,0.706
14,3.0,700.0,15.0,7.0,10000000.0,4000.0,92404.67,220.51,0.394
15,1.0,10000.0,9.0,5.5,10000000.0,5500.0,124250.0,434.76,0.287
16,3.0,302.5,2.0,120.0,325000.0,5500.0,25983.5,1980.65,0.622
17,1.0,505.0,9.0,300.0,2000000.0,5500.0,55996.75,47.93,0.518
18,1.0,70.0,18.0,4.0,700000.0,4000.0,26435.5,27.23,0.618
19,3.0,470.0,12.0,6.0,600000.0,3000.0,71564.11,103.46,0.465
20,1.0,280.0,9.0,5.0,500000.0,4000.0,46343.78,32.69,0.551
21,3.0,10000.0,2.0,5.5,550000.0,100000.0,60866.6,9452.07,0.552
22,1.0,55.0,1.25,3.25,325000.0,100000.0,251.83,947.23,0.707
23,1.0,262.0,12.0,6.4,460000.0,2800.0,44037.8,37.24,0.559
24,1.0,370.0,6.0,7.0,400000.0,4000.0,50232.67,38.21,0.538
25,3.0,10000.0,15.0,7.0,2000000.0,7000.0,200666.67,1195.43,0.04
26,1.0,280.0,9.0,7.75,10000000.0,3250.0,43246.5,36.26,0.561
27,3.0,10000.0,2.0,120.0,10000000.0,6400.0,91569.82,11156.3,0.482
28,1.0,685.0,2.33,4.0,2000000.0,1000.0,32051.48,368.27,0.599
29,1.0,206.36,2.09,5.91,10000000.0,5909.09,23243.18,129.73,0.629
30,3.0,10000.0,2.2,4.6,2000000.0,4600.0,93380.02,7987.98,0.437
31,3.0,331.43,2.0,120.0,10000000.0,100000.0,10139.75,9108.89,0.709
32,3.0,10.0,1.33,120.0,400000.0,100000.0,1611.0,2161.82,0.704
33,1.0,550.0,2.75,60.0,2000000.0,3250.0,39015.38,273.31,0.576
34,1.0,447.14,12.0,6.14,614285.71,100000.0,52779.86,44.96,0.529
35,1.0,10000.0,9.0,7.0,700000.0,4000.0,151666.67,372.54,0.194
36,3.0,447.14,2.14,4.86,485714.29,100000.0,39708.99,6076.59,0.592
37,1.0,700.0,6.0,60.0,700000.0,10000.0,63035.67,70.51,0.494
38,3.0,670.0,15.0,60.0,1000000.0,7000.0,80166.0,158.7,0.436
39,1.0,10000.0,1.0,4.0,700000.0,7000.0,3307.63,28899.0,0.993
40,1.0,670.0,9.0,7.0,10000000.0,100000.0,57506.67,77.97,0.513
41,1.0,199.0,2.3,5.95,460000.0,5950.0,30899.32,48.26,0.603
42,1.0,10000.0,6.0,60.0,400000.0,7000.0,140333.33,348.06,0.232
43,1.0,622.0,15.0,300.0,280000.0,6400.0,49260.8,83.37,0.541
44,1.0,262.0,6.0,4.6,2000000.0,4600.0,44001.6,32.62,0.559
45,1.0,1000.0,2.75,7.75,775000.0,100000.0,54917.89,2621.34,0.526
46,1.0,604.0,6.0,4.6,640000.0,100000.0,58752.4,56.04,0.509
47,3.0,505.0,9.0,5.5,550000.0,7000.0,74744.0,101.91,0.454
48,1.0,64.0,2.4,60.0,10000000.0,4600.0,30750.8,20.22,0.604
49,1.0,10000.0,3.0,4.0,700000.0,7000.0,148333.33,367.37,0.205
50,1.0,10000.0,6.0,4.0,700000.0,100000.0,134333.33,357.02,0.252
51,1.0,205.0,2.17,300.0,400000.0,100000.0,19291.15,304.37,0.643
52,3.0,370.0,6.0,60.0,1000000.0,1000.0,62367.67,86.78,0.496
53,3.0,70.0,1.67,60.0,400000.0,100000.0,7407.9,6315.3,0.7
54,3.0,10000.0,12.0,4.0,700000.0,10000.0,204333.33,1188.63,0.032
55,1.0,400.0,1.0,60.0,700000.0,100000.0,446.94,11172.1,0.757
56,1.0,370.0,18.0,120.0,10000000.0,7000.0,35517.0,72.54,0.587
57,3.0,340.0,6.0,1.0,2000000.0,4000.0,50561.33,79.12,0.536
58,3.0,670.0,9.0,300.0,700000.0,10000.0,94964.67,130.56,0.386
59,1.0,775.0,2.0,120.0,100000.0,100000.0,19406.6,9952.83,0.687
60,1.0,370.0,18.0,60.0,100000.0,4000.0,40321.33,53.03,0.571
61,3.0,340.0,6.0,120.0,1000000.0,4000.0,54823.33,75.5,0.522
62,3.0,1000.0,2.0,10.0,400000.0,7000.0,54311.67,5215.1,0.539
63,3.0,70.0,18.0,7.0,10000000.0,1000.0,27836.67,275.99,0.614
64,1.0,10000.0,18.0,300.0,400000.0,7000.0,155000.0,432.5,0.182
65,3.0,40.0,2.0,300.0,10000000.0,1000.0,18353.87,47.4,0.646
66,1.0,325.0,6.0,7.75,10000000.0,5500.0,44933.75,46.04,0.556
67,3.0,10000.0,9.0,10.0,400000.0,7000.0,208666.67,1129.87,0.028
68,1.0,10000.0,1.33,120.0,2000000.0,4000.0,4099.4,22235.0,0.882
69,3.0,400.0,6.0,4.0,400000.0,100000.0,70174.33,104.19,0.47
70,3.0,10000.0,1.67,4.0,700000.0,10000.0,15317.23,12195.5,0.721
71,1.0,370.0,18.0,120.0,2000000.0,1000.0,39755.33,57.34,0.573
72,1.0,10000.0,2.0,120.0,10000000.0,100000.0,46680.63,18214.62,0.708
73,3.0,670.0,18.0,60.0,100000.0,7000.0,82149.33,148.25,0.429
74,1.0,100.0,3.0,300.0,700000.0,4000.0,38711.0,19.17,0.577
75,3.0,527.5,2.25,120.0,2000000.0,7750.0,34330.5,2344.95,0.594
76,3.0,400.0,18.0,7.0,2000000.0,100000.0,64612.33,117.94,0.489
77,1.0,370.0,15.0,10.0,100000.0,4000.0,43892.0,45.43,0.559
78,1.0,400.0,2.33,60.0,1000000.0,1000.0,22820.87,333.36,0.631
79,1.0,370.0,15.0,120.0,700000.0,100000.0,39882.0,58.38,0.573
