Cluster,Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-,d2h
0,1.0,235.0,9.0,5.5,400000.0,8500.0,44266.33,28.72,0.509
1,1.0,712.0,1.8,4.6,640000.0,8200.0,11209.76,4059.25,0.664
2,3.0,344.29,18.0,6.14,485714.29,6142.86,57420.29,104.72,0.45
3,3.0,370.0,2.0,120.0,10000000.0,10000.0,25010.87,3004.92,0.599
4,3.0,442.0,15.0,6.4,2000000.0,1000.0,70466.6,105.68,0.391
5,1.0,1000.0,1.5,3.25,325000.0,100000.0,502.65,18003.15,0.82
6,1.0,622.0,1.8,120.0,1000000.0,2800.0,13629.72,4695.82,0.656
7,1.0,670.0,9.0,300.0,2000000.0,7000.0,62575.0,63.24,0.427
8,3.0,424.0,18.0,120.0,640000.0,2800.0,57384.2,110.25,0.45
9,3.0,64.0,9.0,6.4,460000.0,4600.0,28580.8,45.88,0.579
10,1.0,40.0,6.0,7.0,400000.0,4000.0,37664.33,8.17,0.539
11,3.0,55.0,1.5,120.0,2000000.0,3250.0,10521.53,220.22,0.66
12,3.0,190.0,6.0,5.5,550000.0,4375.0,43174.12,67.67,0.514
13,3.0,475.0,1.83,6.0,450000.0,6500.0,37501.74,2550.21,0.542
14,1.0,700.0,15.0,4.0,10000000.0,7000.0,41774.67,163.03,0.52
15,3.0,700.0,12.0,7.0,10000000.0,100000.0,91823.0,171.26,0.296
16,1.0,370.0,2.33,120.0,100000.0,10000.0,17883.07,2065.24,0.629
17,3.0,178.75,1.75,300.0,550000.0,6625.0,17892.61,840.44,0.628
18,3.0,370.0,6.0,300.0,100000.0,10000.0,62361.33,87.31,0.428
19,3.0,331.43,1.29,60.0,2000000.0,6142.86,5714.98,5132.35,0.692
20,1.0,424.0,1.8,300.0,2000000.0,8200.0,6180.82,1453.62,0.681
21,1.0,10000.0,1.33,300.0,400000.0,100000.0,1798.07,30369.67,0.995
22,3.0,40.0,1.0,7.0,1000000.0,100000.0,96.12,10708.77,0.75
23,1.0,70.0,2.67,7.0,700000.0,100000.0,27270.1,38.9,0.585
24,1.0,370.0,18.0,300.0,10000000.0,1000.0,37864.33,102.22,0.538
25,3.0,470.0,2.67,6.0,10000000.0,3000.0,59285.56,235.31,0.442
26,3.0,775.0,6.0,3.25,2000000.0,7750.0,103884.25,160.05,0.241
27,1.0,520.0,1.83,5.5,10000000.0,100000.0,6496.27,7867.6,0.703
28,1.0,370.0,1.0,60.0,700000.0,10000.0,5501.73,6640.13,0.7
