Cluster,Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-,d2h
0,3.0,70.0,1.33,300.0,400000.0,100000.0,1569.9,16628.17,1.0
1,3.0,442.0,15.0,4.6,640000.0,4600.0,70816.8,103.13,0.125
2,1.0,370.0,3.0,60.0,1000000.0,10000.0,50266.67,39.27,0.297
3,1.0,280.0,12.0,1.0,2000000.0,7750.0,42534.25,39.71,0.362
4,3.0,190.0,2.29,4.86,2000000.0,3571.43,31826.76,579.47,0.453
5,1.0,40.0,18.0,4.0,1000000.0,100000.0,32101.33,15.1,0.45
6,1.0,32.5,1.25,5.5,775000.0,1000.0,20387.25,8.52,0.549
7,1.0,604.0,6.0,300.0,280000.0,4600.0,60277.2,57.28,0.213
8,3.0,550.0,12.0,5.5,550000.0,1000.0,85616.0,123.78,0.005
9,1.0,70.0,6.0,7.0,400000.0,1000.0,38818.33,14.13,0.394
10,1.0,340.0,15.0,300.0,1000000.0,4000.0,45525.33,42.38,0.337
11,3.0,82.0,2.0,120.0,100000.0,8200.0,15777.66,976.91,0.589
12,3.0,40.0,2.33,120.0,10000000.0,7000.0,13665.67,333.66,0.605
13,1.0,244.0,1.6,120.0,2000000.0,1000.0,23735.06,616.18,0.521
14,3.0,10000.0,2.0,7.75,550000.0,10000.0,62313.93,8815.5,0.423
15,3.0,370.0,6.0,7.0,100000.0,100000.0,63173.0,88.37,0.189
16,1.0,70.0,2.0,120.0,1000000.0,100000.0,13976.67,301.07,0.603
17,1.0,70.0,15.0,60.0,700000.0,7000.0,37335.33,13.39,0.406
18,1.0,370.0,9.0,300.0,100000.0,7000.0,52752.0,37.52,0.276
19,1.0,700.0,3.0,60.0,700000.0,100000.0,60592.0,73.87,0.211
