Cluster,Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-,d2h
0,1.0,280.0,18.0,5.5,1000000.0,3250.0,38909.0,41.97,0.354
1,1.0,370.0,2.5,60.0,700000.0,10000.0,28966.83,1015.63,0.447
2,1.0,280.0,9.0,5.5,325000.0,7750.0,46657.75,29.59,0.282
3,3.0,235.0,1.17,4.0,10000000.0,8500.0,4269.37,5996.69,0.71
4,3.0,77.5,1.5,5.5,2000000.0,7750.0,9545.49,623.98,0.627
5,1.0,700.0,6.0,4.0,400000.0,10000.0,61736.67,65.95,0.141
6,3.0,302.5,6.0,3.25,100000.0,7750.0,55522.75,82.87,0.199
7,1.0,280.0,1.89,300.0,400000.0,5000.0,15910.92,471.03,0.567
8,3.0,527.5,12.0,60.0,775000.0,10000.0,76955.25,116.06,0.003
9,3.0,370.0,12.0,7.0,400000.0,8500.0,61191.0,89.26,0.146
10,3.0,460.0,1.29,4.86,614285.71,8714.29,15647.88,7029.86,0.625
11,1.0,55.0,2.0,120.0,2000000.0,7750.0,17240.58,56.81,0.555
12,3.0,1000.0,2.33,120.0,700000.0,100000.0,45915.77,6112.39,0.365
13,1.0,340.0,1.67,300.0,10000000.0,100000.0,854.89,2702.89,0.714
14,1.0,10000.0,2.0,7.0,2000000.0,100000.0,47476.53,19251.23,0.758
