Cluster,Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-,d2h
0,1.0,55.0,2.0,300.0,2000000.0,100000.0,10177.69,694.86,0.666
1,1.0,550.0,18.0,300.0,325000.0,7750.0,40414.25,78.03,0.531
2,1.0,280.0,18.0,5.5,1000000.0,3250.0,38909.0,41.97,0.538
3,3.0,289.0,1.95,5.5,550000.0,6850.0,18382.01,2925.08,0.635
4,1.0,347.5,1.88,4.94,775000.0,5500.0,21543.56,872.1,0.616
5,1.0,10000.0,1.67,300.0,10000000.0,4000.0,3612.47,23881.67,0.991
6,1.0,580.0,2.56,60.0,500000.0,8000.0,36836.93,801.3,0.548
7,1.0,70.0,9.0,300.0,400000.0,100000.0,38649.33,13.38,0.539
8,1.0,305.71,9.0,4.86,357142.86,6142.86,47577.0,31.49,0.5
9,3.0,400.0,1.67,60.0,10000000.0,100000.0,4117.71,14606.07,0.817
10,3.0,500.91,1.73,4.27,10000000.0,5909.09,34189.18,3743.89,0.57
11,3.0,343.0,1.7,7.3,2000000.0,5500.0,15455.47,3534.4,0.651
12,3.0,331.43,1.86,6.14,742857.14,100000.0,8796.31,9030.2,0.723
13,3.0,40.0,6.0,60.0,400000.0,100000.0,23135.0,33.22,0.608
14,1.0,527.5,12.0,3.25,2000000.0,100000.0,49082.75,66.55,0.493
15,3.0,370.0,12.0,1.0,2000000.0,100000.0,62640.67,89.86,0.433
16,1.0,442.0,6.0,2.8,280000.0,6400.0,52287.8,43.53,0.479
17,1.0,70.0,6.0,7.0,2000000.0,4000.0,36140.0,14.07,0.55
18,3.0,385.0,6.0,4.0,400000.0,5500.0,64278.67,96.42,0.425
19,3.0,400.0,9.0,4.0,2000000.0,100000.0,68599.33,109.15,0.406
20,1.0,10.0,9.0,4.0,2000000.0,4000.0,35973.67,2.41,0.551
21,1.0,280.0,1.89,300.0,400000.0,5000.0,15910.92,471.03,0.64
22,3.0,527.5,12.0,60.0,775000.0,10000.0,76955.25,116.06,0.369
23,1.0,25.0,2.0,4.0,700000.0,100000.0,13156.71,86.4,0.652
24,3.0,460.0,9.0,6.14,357142.86,6142.86,71734.86,103.91,0.392
25,3.0,32.5,2.25,300.0,1000000.0,5500.0,14646.95,65.13,0.646
26,1.0,370.0,2.33,5.5,2000000.0,7000.0,17127.07,1201.29,0.636
27,3.0,302.5,1.75,120.0,2000000.0,100000.0,11569.3,11017.81,0.736
28,1.0,370.0,15.0,120.0,10000000.0,100000.0,37415.0,77.24,0.545
29,3.0,40.0,12.0,60.0,10000000.0,4000.0,18982.67,44.83,0.627
30,3.0,344.29,6.0,6.14,614285.71,100000.0,62017.14,92.18,0.435
31,1.0,302.5,6.0,120.0,100000.0,7750.0,46479.25,32.17,0.504
32,1.0,40.0,12.0,7.0,100000.0,100000.0,39001.67,8.33,0.538
33,1.0,177.14,2.29,300.0,742857.14,100000.0,22002.82,409.7,0.613
34,3.0,370.0,12.0,8.0,500000.0,7000.0,61053.89,90.78,0.44
35,3.0,370.0,3.0,300.0,400000.0,100000.0,61252.67,89.75,0.439
36,1.0,670.0,2.33,300.0,10000000.0,1000.0,37682.33,340.79,0.544
37,3.0,640.0,2.0,120.0,2000000.0,1000.0,47194.64,1101.12,0.502
38,1.0,55.0,2.0,120.0,2000000.0,7750.0,17240.58,56.81,0.634
39,1.0,527.5,12.0,5.5,2000000.0,3250.0,51479.75,69.75,0.482
40,3.0,244.0,18.0,8.2,640000.0,4600.0,42715.0,79.98,0.521
41,3.0,580.0,1.89,120.0,500000.0,100000.0,32031.05,9597.79,0.636
42,1.0,244.0,1.4,2.8,10000000.0,8200.0,6039.58,1329.44,0.685
43,3.0,10000.0,1.33,120.0,2000000.0,7000.0,11873.9,17687.67,0.841
44,3.0,82.0,15.0,4.6,820000.0,6400.0,34359.6,56.42,0.558
45,1.0,700.0,15.0,7.0,10000000.0,10000.0,44391.33,129.42,0.514
46,1.0,55.0,18.0,3.25,2000000.0,5500.0,28315.75,20.69,0.585
47,1.0,10.0,12.0,3.25,550000.0,3250.0,35875.5,2.26,0.552
48,1.0,400.0,12.0,60.0,2000000.0,4000.0,46563.67,55.03,0.504
49,3.0,370.0,18.0,60.0,2000000.0,7000.0,53274.33,103.62,0.474
50,3.0,370.0,15.0,120.0,1000000.0,10000.0,54196.33,103.26,0.47
51,1.0,70.0,9.0,4.0,2000000.0,100000.0,37850.0,14.05,0.543
52,1.0,370.0,2.67,300.0,2000000.0,1000.0,44476.67,52.12,0.513
53,3.0,40.0,1.33,120.0,10000000.0,4000.0,5815.61,1242.45,0.686
54,3.0,752.5,18.0,5.5,775000.0,100000.0,90294.75,167.56,0.31
55,1.0,10000.0,1.33,4.0,400000.0,1000.0,3740.13,21531.67,0.943
56,1.0,340.0,1.67,300.0,10000000.0,100000.0,854.89,2702.89,0.712
57,1.0,10000.0,2.0,7.0,2000000.0,100000.0,47476.53,19251.23,0.758
58,1.0,370.0,1.0,120.0,100000.0,1000.0,22028.47,1001.49,0.614
59,3.0,370.0,15.0,4.0,10000000.0,4000.0,52839.0,167.73,0.476
60,1.0,70.0,2.33,4.0,10000000.0,100000.0,12150.44,403.62,0.657
61,1.0,370.0,9.0,4.0,1000000.0,100000.0,49860.33,39.76,0.489
62,3.0,670.0,18.0,120.0,400000.0,100000.0,82915.67,155.49,0.343
63,1.0,10000.0,18.0,7.0,400000.0,1000.0,160000.0,415.74,0.012
64,1.0,70.0,18.0,120.0,400000.0,10000.0,26039.67,27.22,0.595
65,3.0,670.0,6.0,300.0,100000.0,4000.0,94592.67,127.11,0.291
66,3.0,55.0,15.0,300.0,550000.0,7750.0,25574.5,43.49,0.597
67,3.0,700.0,18.0,120.0,2000000.0,7000.0,88474.0,176.07,0.318
68,3.0,370.0,9.0,7.0,2000000.0,7000.0,58642.0,93.24,0.45
69,3.0,10000.0,1.2,6.4,280000.0,4600.0,12635.18,18679.2,0.857
70,3.0,10000.0,2.33,120.0,100000.0,4000.0,96632.67,6968.17,0.349
71,3.0,40.0,12.0,7.0,400000.0,100000.0,21943.0,35.12,0.613
72,1.0,535.0,2.83,120.0,700000.0,5500.0,44681.73,192.85,0.512
73,3.0,70.0,6.0,7.0,10000000.0,4000.0,28154.33,56.86,0.586
74,3.0,370.0,18.0,60.0,400000.0,100000.0,57660.33,98.64,0.455
75,3.0,10000.0,1.33,7.0,10000000.0,7000.0,10017.67,17335.27,0.841
76,3.0,370.0,9.0,120.0,700000.0,100000.0,62024.33,88.46,0.435
77,1.0,370.0,3.0,120.0,10000000.0,4000.0,48679.0,40.29,0.495
