Cluster,Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-,d2h
0,3.0,460.0,12.0,6.4,640000.0,100000.0,75705.2,114.87,0.457
1,3.0,10.0,12.0,120.0,700000.0,7000.0,11730.33,23.57,0.671
2,1.0,55.0,2.5,300.0,10000000.0,4000.0,27043.6,42.6,0.62
3,3.0,70.0,9.0,4.0,2000000.0,4000.0,32466.33,48.75,0.601
4,1.0,527.5,1.88,5.5,10000000.0,100000.0,18338.8,9087.95,0.71
5,3.0,291.25,12.0,6.62,437500.0,7750.0,52258.0,77.0,0.535
6,1.0,55.0,1.83,10.0,2000000.0,7000.0,19100.32,61.81,0.646
7,3.0,244.0,15.0,4.6,2000000.0,4600.0,47150.4,73.88,0.552
8,1.0,32.5,6.0,3.25,550000.0,100000.0,36860.75,6.44,0.587
9,1.0,302.5,12.0,5.5,325000.0,100000.0,47321.5,39.27,0.552
10,1.0,523.0,2.4,4.6,820000.0,7300.0,23878.91,3345.86,0.639
11,3.0,48.57,2.0,6.14,871428.57,6142.86,9665.09,1194.86,0.679
12,3.0,190.0,1.71,300.0,742857.14,100000.0,6339.13,9675.38,0.754
13,1.0,10000.0,2.2,2.8,1000000.0,2800.0,59084.36,14247.03,0.684
14,3.0,40.0,15.0,300.0,10000000.0,7000.0,19376.67,65.53,0.645
15,1.0,85.0,1.83,5.5,550000.0,100000.0,7196.07,812.84,0.687
16,1.0,331.43,9.0,120.0,485714.29,7428.57,49439.86,35.72,0.545
17,1.0,205.0,1.83,120.0,2000000.0,4000.0,22643.88,1048.62,0.635
18,1.0,302.5,9.0,5.5,325000.0,100000.0,48441.5,32.8,0.548
19,3.0,280.0,6.0,300.0,10000000.0,7750.0,49623.75,82.74,0.544
20,3.0,10000.0,2.2,4.6,1000000.0,2800.0,96515.2,9290.2,0.487
21,1.0,226.0,18.0,6.4,10000000.0,4600.0,29539.8,69.2,0.611
22,1.0,442.0,6.0,6.4,460000.0,2800.0,52966.2,45.75,0.533
23,3.0,40.0,6.0,10.0,10000000.0,7000.0,22939.67,37.39,0.633
24,1.0,535.0,18.0,8.5,850000.0,4000.0,44337.0,75.92,0.562
