Cluster,Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-,d2h
0,1.0,55.0,2.5,5.5,775000.0,100000.0,19861.17,287.92,0.564
1,3.0,700.0,12.0,7.0,10000000.0,1000.0,94124.0,191.12,0.018
2,3.0,55.0,1.83,300.0,400000.0,7000.0,13446.48,335.95,0.612
3,1.0,40.0,12.0,120.0,400000.0,4000.0,37441.0,7.87,0.435
4,1.0,670.0,6.0,60.0,1000000.0,7000.0,60876.33,65.45,0.262
5,3.0,77.5,2.25,300.0,2000000.0,7750.0,21841.45,290.63,0.55
6,3.0,442.0,18.0,6.4,2000000.0,4600.0,62631.0,122.34,0.25
7,1.0,1000.0,1.0,7.0,400000.0,100000.0,454.93,27005.67,1.0
8,3.0,700.0,6.0,7.0,2000000.0,100000.0,96538.0,150.34,0.004
9,1.0,280.0,12.0,300.0,775000.0,3250.0,43927.0,36.28,0.387
10,1.0,1000.0,1.33,300.0,10000000.0,7000.0,1621.3,10413.0,0.75
11,3.0,40.0,1.67,120.0,700000.0,100000.0,5409.62,3871.39,0.678
12,3.0,244.0,15.0,8.2,2000000.0,4600.0,47128.8,73.73,0.364
13,3.0,70.0,18.0,7.0,10000000.0,1000.0,27836.67,275.99,0.506
14,3.0,244.0,1.8,120.0,280000.0,1000.0,25027.26,314.22,0.526
15,1.0,40.0,15.0,4.0,10000000.0,100000.0,26542.33,15.44,0.515
16,3.0,370.0,9.0,4.0,2000000.0,7000.0,58168.67,94.18,0.282
17,1.0,280.0,1.0,3.25,325000.0,3250.0,12930.85,746.62,0.616
18,1.0,370.0,3.0,120.0,2000000.0,10000.0,50879.33,42.04,0.336
19,1.0,1000.0,1.33,60.0,2000000.0,7000.0,1637.31,9900.07,0.745
20,3.0,40.0,15.0,7.0,400000.0,7000.0,20053.33,37.21,0.563
21,3.0,700.0,1.33,60.0,2000000.0,1000.0,25584.87,1792.64,0.524
