Cluster,Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-,d2h
0,1.0,77.5,12.0,5.5,325000.0,5500.0,38843.75,15.13,0.59
1,1.0,40.0,3.0,120.0,400000.0,1000.0,37536.33,8.06,0.594
2,1.0,262.0,15.0,6.4,820000.0,8200.0,42739.6,36.34,0.577
3,1.0,520.0,2.67,5.5,550000.0,1000.0,42452.67,184.27,0.578
4,3.0,40.0,1.67,120.0,2000000.0,10000.0,7230.91,435.57,0.699
5,1.0,1000.0,1.33,7.0,2000000.0,4000.0,4678.6,7716.14,1.0
6,1.0,370.0,18.0,8.5,550000.0,7000.0,40258.83,55.83,0.585
7,3.0,70.0,15.0,60.0,700000.0,7000.0,31011.0,51.14,0.617
8,1.0,10000.0,2.67,7.0,10000000.0,1000.0,85486.6,4666.48,0.606
9,3.0,527.5,15.0,5.5,2000000.0,5500.0,77639.0,118.96,0.457
10,3.0,40.0,3.0,4.0,100000.0,100000.0,23717.67,33.09,0.642
11,3.0,100.0,6.0,7.0,700000.0,4000.0,38369.0,65.73,0.592
12,1.0,10000.0,12.0,4.0,700000.0,1000.0,153333.33,409.31,0.201
13,3.0,10000.0,15.0,7.0,700000.0,100000.0,211000.0,1092.23,0.099
14,1.0,700.0,12.0,300.0,400000.0,1000.0,54301.0,86.24,0.537
15,1.0,370.0,9.0,4.0,2000000.0,4000.0,49961.67,39.72,0.552
16,3.0,1000.0,12.0,120.0,400000.0,4000.0,132333.33,176.98,0.27
17,3.0,700.0,12.0,7.0,400000.0,100000.0,101862.0,140.92,0.374
18,3.0,340.0,18.0,60.0,10000000.0,4000.0,40599.67,123.75,0.584
