Cluster,Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-,d2h
0,3.0,190.0,1.86,60.0,742857.14,2285.71,15080.55,1078.32,0.657
1,1.0,64.0,2.4,120.0,10000000.0,6400.0,25418.72,48.86,0.622
2,3.0,291.25,15.0,5.5,550000.0,5500.0,52366.2,79.25,0.531
3,3.0,415.0,9.0,4.38,550000.0,5500.0,68309.0,97.71,0.477
4,3.0,505.0,9.0,60.0,550000.0,10000.0,72962.0,102.82,0.461
5,3.0,244.0,1.4,6.4,10000000.0,4600.0,8928.22,3645.64,0.683
6,3.0,802.0,1.4,120.0,2000000.0,4600.0,24563.56,8037.45,0.653
7,3.0,55.0,18.0,7.0,400000.0,8500.0,25826.67,43.96,0.621
8,1.0,55.0,15.0,5.5,10000000.0,100000.0,29063.25,17.6,0.61
9,1.0,447.14,2.71,60.0,742857.14,7428.57,39100.57,881.26,0.576
10,1.0,370.0,9.0,300.0,400000.0,100000.0,50517.33,39.33,0.537
11,1.0,712.0,1.9,7.3,10000000.0,8200.0,17775.76,3862.24,0.654
12,3.0,202.86,2.29,7.43,742857.14,100000.0,33519.3,2638.01,0.598
13,1.0,77.5,1.0,3.25,550000.0,100000.0,194.15,1334.08,0.708
14,3.0,640.0,2.0,8.2,10000000.0,100000.0,31917.08,12065.77,0.665
15,3.0,425.0,1.67,5.0,550000.0,6000.0,27268.73,4060.68,0.623
16,3.0,400.0,18.0,4.0,10000000.0,100000.0,51566.33,445.48,0.534
17,1.0,10000.0,1.33,7.0,400000.0,100000.0,1978.8,29853.0,0.996
18,3.0,55.0,12.0,60.0,550000.0,100000.0,24591.5,43.78,0.625
19,1.0,358.75,1.81,4.38,493750.0,4375.0,20642.57,2244.07,0.64
20,3.0,1000.0,12.0,4.0,2000000.0,4000.0,129666.67,188.13,0.27
21,1.0,527.5,15.0,7.75,10000000.0,7750.0,42409.75,97.11,0.565
22,3.0,220.0,1.33,120.0,400000.0,100000.0,2910.27,12784.08,0.761
23,3.0,10000.0,1.83,5.5,700000.0,2500.0,49525.35,13508.35,0.628
24,3.0,340.0,15.0,7.0,10000000.0,4000.0,51166.0,101.49,0.535
25,1.0,410.91,1.91,300.0,509090.91,4272.73,29326.63,864.81,0.609
26,1.0,550.0,6.0,120.0,550000.0,10000.0,54876.5,55.69,0.523
27,1.0,10000.0,15.0,7.0,10000000.0,7000.0,123458.33,508.24,0.291
28,1.0,70.0,6.0,120.0,700000.0,100000.0,35792.67,13.92,0.587
29,1.0,40.0,18.0,4.0,2000000.0,100000.0,30157.33,16.2,0.606
30,1.0,70.0,15.0,1.0,400000.0,100000.0,39235.67,13.73,0.575
31,1.0,70.0,12.0,10.0,700000.0,100000.0,39270.67,14.27,0.575
32,1.0,280.0,18.0,120.0,2000000.0,3250.0,38548.0,43.54,0.578
33,1.0,64.0,2.6,6.4,2000000.0,4600.0,31914.4,20.06,0.6
34,1.0,426.25,1.75,120.0,662500.0,7750.0,13580.67,3226.56,0.666
35,1.0,10000.0,18.0,5.5,550000.0,100000.0,156500.0,417.43,0.18
36,3.0,340.0,15.0,60.0,10000000.0,7000.0,44690.67,126.36,0.557
