Cluster,Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-,d2h
0,1.0,226.0,1.8,300.0,460000.0,8200.0,10287.5,1248.99,0.658
1,1.0,244.0,1.8,120.0,2000000.0,8200.0,17918.06,1286.31,0.616
2,1.0,40.0,15.0,300.0,700000.0,10000.0,32002.33,14.23,0.538
3,1.0,70.0,6.0,120.0,2000000.0,7000.0,37934.67,13.37,0.505
4,1.0,40.0,3.0,10.0,10000000.0,7000.0,36339.0,8.29,0.514
5,1.0,40.0,9.0,4.0,700000.0,1000.0,36677.67,8.38,0.512
6,3.0,70.0,9.0,7.0,100000.0,10000.0,31601.0,49.13,0.54
7,3.0,700.0,12.0,7.0,100000.0,7000.0,101743.67,147.71,0.155
8,3.0,550.0,1.25,300.0,325000.0,10000.0,4342.79,13788.91,0.825
9,1.0,700.0,15.0,4.0,400000.0,100000.0,55128.33,87.14,0.411
10,3.0,400.0,2.67,300.0,10000000.0,100000.0,57589.67,2894.17,0.408
11,1.0,70.0,6.0,300.0,400000.0,7000.0,38103.67,14.12,0.504
12,1.0,325.0,2.0,3.25,1000000.0,100000.0,10277.77,2789.15,0.663
13,3.0,1000.0,1.25,5.5,325000.0,100000.0,1103.12,15407.33,0.87
14,1.0,10000.0,1.33,7.0,700000.0,1000.0,3767.73,21480.67,0.99
15,3.0,70.0,6.0,300.0,400000.0,4000.0,32027.33,49.22,0.537
16,3.0,325.0,2.75,120.0,1000000.0,7750.0,55155.5,293.5,0.411
17,1.0,370.0,12.0,7.0,400000.0,100000.0,48468.0,47.53,0.447
18,3.0,1000.0,18.0,120.0,400000.0,7000.0,115000.0,212.16,0.083
19,1.0,700.0,1.0,4.0,10000000.0,7000.0,2642.22,7927.67,0.746
20,1.0,370.0,3.0,300.0,100000.0,100000.0,49171.67,38.57,0.443
21,3.0,1000.0,3.0,300.0,700000.0,4000.0,130000.0,187.47,0.006
22,3.0,100.0,1.67,60.0,400000.0,1000.0,19168.57,237.17,0.608
23,3.0,370.0,18.0,120.0,10000000.0,4000.0,49512.0,149.18,0.442
24,1.0,400.0,15.0,4.0,2000000.0,4000.0,47036.33,55.03,0.455
25,1.0,670.0,18.0,4.0,2000000.0,4000.0,50487.67,88.54,0.436
